Original Name,Translated Name,Translated Description,Version
Outflank,Die Flanke umgehen,"Du darfst diese Einheit neben der Spielfläche stehen lassen *(in deiner Reserve)*, anstatt sie wie gewohnt aufzustellen. Falls du zu Beginn einer beliebigen Runde nicht der Startspieler bist, darfst du 1 Einheit von deiner Reserve nicht aktiviert und vollständig innerhalb **Kurzer Reichweite** zu einem befreundeten Aufstellungsrand oder beliebigen Seitenrand aufstellen.",2021-S02
Outrider’s Bow,Bogen des Vorreiters,"Falls diese Einheit die Manöveraktion von der Kavallerie-Fähigkeit in diesem Zug nicht durchgeführt hat, erhält dieser Angriff **Präzision**, +1 auf den Trefferwurf und wird [LONGRANGE].",2021-S03
Pathfinder,Wegbereiter,"Diese Einheit ignoriert Geländeteile mit den Schlüsselwörtern **Gefährlich**, **Einschränkend** und **Unwegsam**.",2021
Perseverance and Valor,Beharrlichkeit und Mut,"Immer wenn diese Einheit einen Nahkampfangriff durchführt, bevor die Angriffswürfel geworfen werden, heilt sie 1 **Wunde**.",2021
Pirate's Blades,Piratensäbel,"• **Kritischer Treffer**
• Falls auf dieser Einheit 2 **Plündermarker** liegen, verwendet sie immer ihren höchsten Angriffswürfelwert.
• Nachdem diese Einheit einen Nahkampfangriff abgeschlossen hat, heilt sie 1 **Wunde** für jeden Plündermarker auf ihr.",S04
Poisoned Gifts,Vergiftete Geschenke,"Falls diese Einheit eine Haus-Graufreud-Einheit ist, wird sie mit 2 **Plündermarkern** aufgestellt. Sobald sie eine Aktion durchführt, bevor jene Aktion abgehandelt wird, erleidet sie 1 **Wunde**.",2021-S03
Poisoned Tridents,Vergifteter Dreizack,"Bevor die Angriffswürfel geworfen werden, wähle 1 der folgenden Effekte:
• Der Verteidiger wird **Geschwächt**.
• Lege 1 Giftkarte Gift der Pfahlbaumänner an den Verteidiger an.",2021
Precision,Präzision,Die Nahkampfangriffe dieser Einheit erhalten **Präzision**.,2021
Predator's Instincts,Jagdinstinkt,"Immer wenn diese Einheit einen Ansturm durchführt, erleidet sie bei einem Wurf von 1 oder 2 einen ungeordneten Ansturm. Sobald die Leibwechsler-Einheit dieser Figur einen Ansturm gegen diese Einheit durchführt, darf sie alle Würfel für die Bewegungsweite des Ansturms neu werfen.",2021
Prey On Fear,Angst ausnutzen,"Immer wenn ein Feind, der mit dieser Einheit im Nahkampf ist, an einer Panikprobe scheitert, heilt diese Einheit 2 **Wunden**.",2021
Protection of the Crown,Schutz durch die Krone,"Solange du [CROWN] kontrollierst, immer wenn diese Einheit angegriffen wird, darf sie beliebig viele Verteidigungswürfel neu werfen.",2021
Pummeling Fists,Trommelnde Fäuste,"• **Kritischer Treffer**
• **Spaltschlag**",2021
Queen's Blade,Klinge der Königin,"Falls dein Gegner nicht [CROWN] kontrolliert, können Gegner keine Verwundbar- und Panik-Marker von dieser Einheit ausgeben.",S04
Raided Armaments,Geraubte Rüstungen,"Falls 2 **Plündermarker** auf dieser Einheit liegen, erhält sie +1 auf das Ergebnis ihrer Verteidigungswürfe.",2021-S03
Raiders Of The Free Cities,Räuber der Freien Städte,"Immer wenn diese Einheit eine feindliche Schlachtreihe mit einem Nahkampfangriff vernichtet, erhält sie 1 Plündermarker. Sie darf zu jeder Zeit bis zu 2 Plündermarker haben. Diese Einheit erhält die folgenden Effekte basierend auf der Anzahl der Plündermarker *(die Effekte sind kumulativ)*:
• 1+: +1 auf das Ergebnis von Moralproben.
• 2: +1 Angriffswürfel.",2021-S03
Rally Banner,Sammelbanner,"Immer wenn eine befreundete Einheit innerhalb **Kurzer Reichweite** eine Moralprobe besteht, heilt jene Einheit 1 **Wunde**.",2021-S03
Rally Cry,Sammelruf,"Immer wenn diese Einheit einen Nahkampfangriff durchführt, bevor die Angriffswürfel geworfen werden, bestimme 1 andere befreundete Einheit innerhalb **Langer Reichweite** zum Ziel. Sie heilt 2 **Wunden**.",2021
Rally Point,Sammelpunkt,Befreundete Einheiten innerhalb **Kurzer Reichweite** dürfen den Moralwert dieser Einheit für alle Moralproben verwenden.,2021
Rampage,Wüten,"• **Kritischer Treffer**
• **Spaltschlag**
• Bevor die Angriffswürfel geworfen werden, wird der Verteidiger **Panisch**.",2021-S01
Ranging Specialist (Benjen),Grenzer-Spezialist,Benjen darf nur Grenzer-Einheiten verstärken.,2021
Reaper's Fervor,Inbrunst der Schnitter,"Immer wenn diese Einheit einen Nahkampfangriff durchführt, bevor die Angriffswürfel geworfen werden, falls auf dieser Einheit 2 Plündermarker liegen, wird der Verteidiger **Panisch** und erleidet, wenn er an der Panikprobe scheitert, +1 **Wunde**.",S04
Reaver Axes,Plünderäxte,"• **Spaltschlag**
• Falls auf dieser Einheit 2 **Plündermarker** liegen, darf sie beliebig viele Angriffswürfel neu werfen.",2021-S03
Reckless Strikes,Rücksichtslose Schläge,Der Nahkampfangriff dieser Einheit erhält **Kritischer Treffer** und **Präzision**. Für jede gewürfelte 1 auf einem Angriffswürfel erleidet diese Einheit 1 **Wunde**.,2021
Recruiting From The Hills,Rekruten aus den Bergen,"Immer wenn diese Einheit aktiviert wird, heilt sie 1 **Wunde**, +1 **Wunde** für jede ihrer vernichteten Schlachtreihen.",2021
Regroup,Rückzug,"Nachdem diese Einheit eine Rückzugsaktion abgeschlossen hat, heilt sie 2 **Wunden**, +1 **Wunde** für jede ihrer vernichteten Schlachtreihen.",2021
Reinforcements,Verstärkungen,"Immer wenn diese Einheit aktiviert wird, heilt sie 1 **Wunde**. Falls du [CROWN] kontrollierst, heilt sie +1 **Wunde**.",2021
Relentless,Unermüdlich,"Nachdem diese Einheit angegriffen worden ist, darf diese Einheit 1 Nahkampfangriffsaktion durchführen.",2021-S02
Renly's Protector,Renlys Beschützer,"Nachdem Renly Baratheons Einheit angegriffen worden ist, führt diese Einheit 1 Angriffs- oder Ansturmaktion auf den Angreifer durch.",2021
Renly's Retinue,Renlys Gefolge,"Diese Einheit besteht aus 8 Figuren *(einschließlich Renly)*, kann 8 **Wunden** erleiden und hat 2 Schlachtreihen.",2021
Resolute Strikes,Entschlossener Schlag,"• **Kritischer Treffer**
• Diese Einheit erhält +1 auf den Trefferwurf für jede ihrer vernichteten Schlachtreihen.",2021
Rock Volley,Steinhagel,"• **Grausam**
• Diese Einheit kann keine Einzeleinheiten angreifen.
• Diese Einheit darf Feind unabhängig von Reichweite und Sichtlinie angreifen.
• Falls dieser Angriff Treffer erzeugt, erleidet der Verteidiger, statt Verteidigungswürfel zu werfen, 1 **Wunde**, +1 **Wunde** für jede seiner verbleibenden Schlachtreihen.",S04
Roose's Vassal,Rooses Vasall,Diese Figur zählt für alle Spieleffekte als Roose Bolton.,2021
Ruthless Aggression,Rücksichtsloser Angriff,"• **Grausam**
• Sobald diese Einheit Feinde angreift, die in dieser Runde noch nicht aktiviert worden sind, darf sie beliebig viele Angriffswürfel neu werfen und der Verteidiger wird **Verwundbar**.",2021
Ruthless Volley,Gnadenlose Salven,"• Diese Einheit ignoriert Einheiten und Geländeteile, wenn sie die Sichtlinie bestimmt.
• Sobald diese Einheit Feinde, die im Nahkampf sind, angreift, erhält der Angriff **Präzision** und es dürfen beliebig viele Angriffswürfel neu geworfen werden. Befreundete Einheiten, die mit jenem Feind im Nahkampf sind, erleiden 1 **Wunde**.",2021
Sabotage and Subvert,Sabotieren und Unterwandern,"Ein Mal pro Partie zu Beginn eines beliebigen Zuges darf dein Gegner dieser Einheit 1 **Wunde** zufügen *(entferne diese Figur)*. Falls er das tut, legt er 1 Zustandsmarker auf diese Einheit und sie darf in diesem Zug keine Befehle mehr verwenden oder zum Ziel von befreundeten Taktikkarten bestimmt werden.",2021
Sadistic Mutilation,Sadistische Verstümmelung,"Nachdem diese Einheit einen Nahkampfangriff abgeschlossen hat, darfst du 1 **Geschwächt**-Marker vom Verteidiger ausgeben. Falls du das tust, vernichte 1 Infanterie-Verstärkung jener Einheit.",2021
Savage Mauling,Wildes Zerfleischen,"• **Spaltschlag**
• **Grausam**
• Diese Einheit erhält +1 Angriffswürfel für jede **Wunde**, die sie erlitten hat.",2021
Savage Mauling (Bear),Wildes Zerfleischen,Verteidiger werfen keine Verteidigungswürfel.,2021
Scimitar,Krummsäbel,• **Kritischer Treffer**,2021
Screamer's Arakh,Dothrakisches Arakh,• **Spaltschlag**,2021-S03
Shared Fear,Geteilte Angst,"Immer wenn diese Einheit an einer Panikprobe scheitert, werden alle Feinde innerhalb **Kurzer Reichweite** zu dieser Einheit **Panisch**.",2021
Sic 'Em,Fass!,"Diese Einheit darf immer alle Würfel für die Bewegungsweite des Ansturms neu werfen. Feinde, gegen die diese Einheit erfolgreich einen Ansturm durchführt, werden **Panisch**.",2021
Solo Rider,Einzelreiter,"• Diese Einheit kann 3 **Wunden** erleiden.
• Zu Beginn ihrer Aktivierung darf diese Einheit 1 Manöver- oder Rückzugsaktion durchführen.",2021
Southern Knowledge,Wissen des Südens,Bestimme ein Mal pro Partie zu Beginn eines beliebigen Zuges 1 Feind innerhalb **Langer Reichweite** und in Sichtlinie zum Ziel. Bis zum Ende des Zuges verliert er alle Fähigkeiten und darf nicht zum Ziel von befreundeten Taktikkarten bestimmt werden.,2021
Spear & Net,Speer & Netz,"Nachdem dieser Angriff abgeschlossen worden ist, wird der Verteidiger **Geschwächt**.",2021
Spear and Maul,Durchbohren und Zerfleischen,"• **Grausam**
• **Spaltschlag**
• **Präzision**",2021
Spiked Flail,Morgenstern,• **Grausam**,2021
Spotter,Aufklärer,"Sobald Feinde innerhalb **Langer Reichweite** zu dieser Einheit angegriffen werden, dürfen befreundete Kriegsmaschinen-Einheiten beliebig viele Angriffswürfel neu werfen.",2021
Stag’s Fury,Zorn der Hirsche,"Dieser Angriff erhält die folgenden Effekte basierend auf der Spielrunde *(die Effekte sind kumulativ)*:
• **2+:** **Kritischer Treffer**
• **3+:** **Grausam**
• **4+:** **Spaltschlag**
• **5+:** Dieser Angriff fügt +1 Treffer für jede verbleibende Schlachtreihe dieser Einheit zu.",2021
Stake Building,Pfähle bauen,Platziere ein Mal pro Partie zu Beginn einer beliebigen Runde 1 Pfähle-Geländeteil mit den Schlüsselwörtern **Gefährlich** und **Zerstörbar** innerhalb 2 Zoll zu dieser Einheit. Dieses Geländeteil darf nicht auf andere Geländeteile oder Einheiten platziert werden.,2021
Stake Mountings,Befestigung aus Pfählen,"Sobald gegen diese Einheit ein erfolgreicher Ansturm durchgeführt wird, bevor der Angreifer seinen Nahkampfangriff durchführt, erleidet er 1W3+1 **Wunden**.",2021
Stalwart,Standhaft,Diese Einheit erhält +2 auf das Ergebnis von Moralproben.,2021
Stand Your Ground!,Haltet stand!,"Immer wenn ein Feind einen Nahkampfangriff auf diese Einheit durchführt, falls diese Einheit nur mit 1 Feind im Nahkampf ist, erhält jener Feind keinen Bonus für Ansturm, Flankenangriffe oder Angriffe in den Rücken.",2021
Starfall Lance,Sternfall-Lanze,"• **Spaltschlag** 
• Sobald diese Einheit einen Ansturm durchführt, werden +2 Angriffswürfel für jede ihrer verbleibenden Schlachtreihen geworfen.
• Falls diese Einheit einen Feind in die Flanke oder den Rücken angreift, bevor die Angriffswürfel geworfen werden, wird jener Feind **Panisch** und **Geschwächt**.",2021
Stomp,Stampfen,"• **Grausam**
• Verteidiger werfen keine Verteidigungswürfel.
• Sobald diese Einheit einen Ansturm durchführt, erhält sie +1 Angriffswürfel für jede verbleibende Schlachtreihe des Verteidigers.",2021
Stubborn Tenacity,Beharrlich Bleiben,"Immer wenn diese Einheit eine Panikprobe besteht, erleidet 1 Feind, der mit dieser Einheit im Nahkampf ist, 1 **Wunde**.",2021
Sundering,Spaltschlag,Die Nahkampfangriffe dieser Einheit erhalten **Spaltschlag**.,2021
Superior Numbers,In der Überzahl,"Bei den Nahkampfangriffen dieser Einheit dürfen beliebig viele Angriffswürfel neu geworfen werden, sobald sie Feinde mit wenigeren verbleibenden Schlachtreihen angreift.",2021
Swift Strike,Schneller Hieb,"Nachdem dieser Angriff abgeschlossen worden ist, darf diese Einheit 1 Rückzugsaktion durchführen.",2021
Tactical Strike,Taktischer Schlag,"• **Spaltschlag**
• Solange du [LETTER] kontrollierst, wird bei diesem Angriff der höchste Angriffswürfelwert verwendet.",2021
The King Is Dead!,Der König ist tot!,"Sobald Mance vernichtet wird, erhält dein Gegner 2 Siegpunkte und jede deiner Einheiten innerhalb **Langer Reichweite** wird **Panisch**.",2021-S02
The Kraken's Dues,Soll des Kraken,"Sobald diese Einheit aktiviert wird, falls es sich um eine Haus-Graufreud-Einheit handelt, darfst du 1 andere befreundete Haus-Graufreud-Einheit zum Ziel bestimmen. Du darfst 1 **Plündermarker** von jener Einheit ablegen und auf diese Einheit legen. Dann darfst du 1 Plündermarker von dieser Einheit ablegen, um bis zu 2 **Wunden** von dieser Einheit zu heilen.",2021-S03
The Mountain That Rides,Der reitende Berg,"• Diese Einheit kann 4 **Wunden** erleiden.
• Zu Beginn ihrer Aktivierung darf diese Einheit 1 Manöveraktion durchführen.",2021
The Mountain's Strength,Die Stärke des Berges,"• Diese Einheit kann nicht **Geschwächt** werden.
• Die Nahkampfangriffe dieser Einheit erhalten **Spaltschlag** und fügen +2 **Wunden** zu.",2021-S03
The Rightful Queen,Die rechtmäßige Königin,"Immer wenn eine befreundete zivile Einheit die [CROWN]-Zone beansprucht, darfst du den Effekt jener Zone ersetzen durch: 
*Dursuche dein Taktikdeck nach 1 Heerführer-Taktikkarte von Daenerys und füge sie deiner Hand hinzu. Mische danach dein Taktikdeck.*",2021
The Silence's Infamy,Die Ruchlosigkeit der Stummen,"Falls auf dieser Einheit 2 Plündermarker liegen, erleiden Feinde innerhalb **Kurzer Reichweite** –1 auf das Ergebnis von Moralproben.",S04
To The Last!,Bis zum letzten Mann!,"Bei Spielbeginn werden 2 [WOUND]-Marker auf diese Karte gelegt. Immer wenn diese Einheit vernichtet werden würde, lege 1 [WOUND]-Marker von dieser Einheit ab. Diese Einheit legt eine Moralprobe ab. Bei Bestehen wird sie nicht vernichtet, sondern verbleibt mit 1 geheilten **Wunde** im Spiel.",2021-S01
Tooth & Claw,Zähne & Klauen,• **Spaltschlag**,2021
Tracker’s Bow,Fährtenleser-Bogen,"Nachdem dieser Angriff abgeschlossen worden ist, wird der Verteidiger **Verwundbar**.",2021
Trample,Trampeln,"Immer wenn diese Einheit eine Marschaktion durchführt, darf sie jene Aktion durch eine Trampeln-Aktion ersetzen:
Drehe sie, dann bewege sie 12 Zoll, auch durch Einheiten hindurch. Falls ihre Bewegung auf einer Einheit enden würde, endet sie stattdessen 1 Zoll von ihr entfernt. Jede nicht Einzeleinheit, durch die diese Einheit hindurchbewegt wurde oder auf der ihre Bewegung geendet hätte, erleidet 1W3 **Wunden**.",2021
True Bond,Treue Verbundenheit,"• Geist darf beliebige befreundete Taktikkarten, die an Jon Schnees Einheit angelegt sind, behandeln, als wären sie auch an ihn selbst angelegt.
• Sobald Jon Schnees Einheit aktiviert wird, darf diese Einheit nach jener Einheit aktiviert werden.",2021
True Conviction (Baratheon),Feste Überzeugung,"Falls diese Einheit eine Baratheon-Einheit ist, immer wenn sie einen Feind angreift, der mehr verbleibende Schlachtreihen hat, darf sie beliebig viele Angriffswürfel neu werfen.",2021
True Conviction (Martell),Feste Überzeugung,"Falls diese Einheit eine Martell-Einheit ist, immer wenn sie einen Feind angreift, der mehr verbleibende Schlachtreihen hat, darf sie beliebig viele Angriffswürfel neu werfen.",2021
Uncontrolled Rage,Unbändige Wut,"Immer wenn diese Einheit aktiviert wird, falls sie einen Ansturm gegen einen Feind durchführen kann, legt sie 1 Moralprobe ab. Bei einem Fehlschlag führt sie 1 Ansturmaktion gegen den nächsten zulässigen Feind durch und zählt, als hätte sie für den Wurf der Bewegungsweite des Ansturms eine 6 gewürfelt.",2021
Unfaltering Conviction,Unerschütterliche Überzeugung,"Immer wennn eine befreundete Kampf­einheit vernichtet wird, lege 1 Befehls­marker auf Marselen. Diese Einheit erhält die folgenden Effekte basierend auf der Anzahl der Befehlsmarker:
• 2+: Die Angriffe dieser Einheit erhalten +1 auf den Trefferwurf.
• 3+: Diese Einheit erhält +1 auf das Ergebnis ihrer Verteidigungswürfe.",2021-S03
Unleashed Ferocity,Entfesselte Grausamkeit,"Immer wenn diese Einheit einen Nahkampfangriff durchführt, bevor die Angriffswürfel geworfen werden, bestimme den Verteidiger zum Ziel. Der Verteidiger wird für jede vernichtete Schlachtreihe dieser Einheit **Panisch** oder **Verwundbar**.",S04
Unstoppable Wrath,Unaufhaltsame Wut,Die Nahkampfangriffe dieser Einheit fügen +2 **Wunden** zu.,2021
Unsullied Prowess,Talent der Unbefleckten,"• **Präzision**
• Diese Einheit darf Angriffswürfel immer neu werfen.
• Gegner können keine **Geschwächt**-Marker von dieser Einheit ausgeben, solange sie angreift.",2021
Untrained Masses,Ungeübte Massen,"• Diese Einheit kann 6 **Wunden** erleiden.
• Diese Einheit kann keine Zielobjekt-Marker kontrollieren und gewährt keine Siegpunkte.
• Zu Beginn der Runde, falls sich diese Einheit nicht innerhalb **Kurzer Reichweite** zu einer befreundeten Einheit ohne **Ungeübte Massen** befindet, wird sie vernichtet.",2021
Unyielding,Unbeugsam,"Diese Einheit erleidet –1 **Wunde** für jede ihrer vernichteten Schlachtreihen, wenn sie an einer Panikprobe scheitert.",2021
Valuable Captive (Jaime Lannister),Wertvoller Gefangener,"Diese Einheit erhält +1 auf das Ergebnis von Moralproben. Sobald Jaime vernichtet wird, erhält dein Gegner 1 Siegpunkt.",2021
Valuable Captive (Rickon Stark),Wertvoller Gefangener,"Diese Einheit erhält +1 auf das Ergebnis von Moralproben. Sobald Rickon vernichtet wird, erhält dein Gegner 1 Siegpunkt.",2021
Varamyr's Eagle,Varamyrs Adler,"Lege zu Beginn jeder Runde diese Karte bis zum Ende der Runde an 1 feindliche Kampfeinheit an. Platziere diese Figur in die Nähe des Bewegungstableaus, um es zu kennzeichnen. Diese Figur wird für alle anderen Belange ignoriert.",2021
Varamyr's Scout,Varamyrs Kundschafter,"Ein Mal pro Zug, sobald diese Einheit eine Manöver- oder Marschaktion durchführt, bevor jene Aktion abgehandelt wird, darf 1 Varamyr-, Schattenkatze- oder Wolfsrudel-Einheit um 2 Zoll verschoben werden.",2021
Varamyr’s Shadowcat,Varamyrs Schattenkatze,"• Diese Einheit kann 2 **Wunden** erleiden.
• Diese Einheit kann keine Zielobjekt-Marker kontrollieren und gewährt keine Siegpunkte.
• Zu Beginn ihrer Aktivierung darf diese Einheit 1 Manöveraktion durchführen.
• Diese Einheit wird nicht wie gewohnt aufgestellt. Du darfst diese Einheit zu Beginn einer beliebigen Runde vollständig innerhalb **Kurzer Reichweite** zu einem beliebigen Seitenrand aufstellen.",2021
Varamyr’s Wolf Pack,Varamyrs Wolfsrudel,"• Diese Einheit kann 3 **Wunden** erleiden.
• Diese Einheit kann keine Zielobjekt-Marker kontrollieren und gewährt keine Siegpunkte.
• Zu Beginn ihrer Aktivierung darf diese Einheit 1 Manöveraktion durchführen.",2021
Vengeance Of The Crown,Vergeltung der Krone,"Nachdem diese Einheit mit einem Nahkampfangriff angegriffen worden ist, falls du [CROWN] kontrollierst, erleidet der Angreifer 1 **Wunde**, +1 **Wunde** für jede vernichtete Schlachtreihe dieser Einheit.",2021-S01
Vengeful Captive,Rachsüchtiger Gefangener,"Solange dein Gegner [CROWN] kontrolliert, erleidet diese Einheit –1 auf den Trefferwurf.",2021
Vicious,Grausam,Die Nahkampfangriffe dieser Einheit erhalten **Grausam**.,2021
Vicious Mauling,Grausames Zerfleischen,"• **Spaltschlag**
• **Grausam**
• Diese Einheit erhält +1 Angriffswürfel für jede **Wunde**, die sie erlitten hat.",2021-S03
Victarion's Vassal,Victarions Vasall,Diese Figur zählt für alle Fähigkeiten und Effekte als Victarion Graufreud.,2021-S02
Violent Reactions,Starke Nebenwirkungen,Diese Einheit erleidet –1 auf das Ergebnis ihrer Verteidigungswürfe.,2021
Viper's Fangs,Fangzahn der Viper,"Sobald diese Einheit Feinde angreift, die in dieser Runde noch nicht aktiviert worden sind, wird der Verteidiger **Verwundbar** und **Geschwächt**.",2021
War Elephant,Kriegselefant,"• Diese Einheit kann 8 **Wunden** erleiden und kann keine Zielobjekt-Marker kontrollieren.
• Diese Einheit kann maximal 2 **Wunden** erleiden, wenn sie an einer Panikprobe scheitert.
• Immer wenn diese Einheit eine Aktion durchführen würde, falls keine befreundete Infanterie-Einheit der Goldenen Kompanie innerhalb **Langer Reichweite** ist, muss sie 1 Moralprobe ablegen. Bei einem Fehlschlag führt sie jene Aktion nicht durch.",2021
War Flail,Streitflegel,"• **Grausam**
• Sobald diese Einheit einen Ansturm durchführt, erhält sie **Kritischer Treffer**.",2021
War Hammer,Kriegshammer,"Falls der Verteidiger bei einem Verteidigungswurf eine 1 würfelt, nachdem dieser Angriff abgeschlossen worden ist, wird er **Geschwächt**.",2021
War Machine,Kriegsmaschine,"• Diese Einheit kann 6 **Wunden** erleiden.
• Diese Einheit kann keine Zielobjekt-Marker kontrollieren.
• Diese Einheit kann keine Zustandsmarker erhalten, Ansturm- und Rückzugsaktionen durchführen oder verschoben werden.",2021
Watcher's Crossbow,Armbrust der Wache,• **Spaltschlag**,2021
Weaken Resolve,Entschlossenheit schwächen,"Immer wenn ein Feind, der mit dieser Einheit im Nahkampf ist, an einer Panikprobe scheitert, wird er **Geschwächt**.",2021
Whatever May Come,Was auch immer da kommen mag,"Immer wenn ein Feind einen Nahkampfangriff auf diese Einheit durchführt, bevor die Angriffswürfel geworfen werden, darfst du Jorah vernichten. Wenn du das tust, wird jener Feind **Verwundbar** und **Geschwächt**.",2021-S03
Widower's Protector,Beschützer des Witwers,"Nachdem die Einheit des Witwers angegriffen worden ist, führt diese Einheit 1 Angriffs- oder Ansturmaktion auf den Angreifer durch.",2021
Wildfire,Seefeuer,"• **Grausam**
• Verteidiger werfen keine Verteidigungswürfel.",2021-S03
Winter's Bite,Schärfe des Winters,"• **Kritischer Treffer**
• Falls diese Einheit 1 oder mehr vernichtete Schlachtreihen hat, erhält sie +1 auf den Trefferwurf.
• Falls diese Einheit 2 vernichtete Schlachtreihen hat, darf sie beliebig viele Angriffswürfel neu werfen.",2021-S01
Zealous Fanaticism,Eifriger Fanatismus,Die Nahkampfangriffe dieser Einheit erhalten **Grausam** und es wird immer der höchste Angriffswürfelwert verwendet. Diese Einheit erleidet 1 **Wunde** für jede gewürfelte 1 auf einem Angriffswürfel.,2021
Zealous Resurgence,Wiederaufflammender Eifer,"Immer wenn diese Einheit aktiviert wird, darf sie 1 Glaubensmarker ausgeben. Falls sie das tut, heilt sie 2 **Wunden**.",2021-S01
A Name Given,Ein gegebener Name,"**Einfluss** *(Sobald diese Einheit eine Zone auf der Taktiktafel beansprucht, lege diese Karte bis zum Ende der Runde an eine Kampfeinheit an)*:
Solange Jaqen Einfluss auf eine befreundete Infanterie-Einheit ausübt, erhalten ihre Nahkampfangriffe **Präzision**.",2021-S03
A Rose and its Thorns,Eine Rose und ihre Dornen,"Immer wenn Margaery eine Zone auf der Taktiktafel beansprucht, darfst du 1 befreundete Kampfeinheit zum Ziel bestimmen. Sie heilt 1 **Wunde**. Du darfst dann 1 Feind, der mit jener Einheit im Nahkampf ist, zum Ziel bestimmen. Er wird **Verwundbar**.",2021
Avenging The North,Rache des Nordens,"**Einfluss** *(Sobald diese Einheit eine Zone auf der Taktiktafel beansprucht, lege diese Karte bis zum Ende der Runde an eine Kampfeinheit an)*:
Solange Lyanna Einfluss auf eine befreundete Einheit ausübt, erhält sie folgende Effekte basierend auf der Anzahl der vernichteten befreundeten Kampfeinheiten *(die Effekte sind kumulativ)*:
**0+**: Die Einheit erhält +1 auf das Ergebnis von Moralproben.
**1+**: Die Nahkampfangriffe der Einheit erhalten **Kritischer Treffer**. 
**2+**: Die Einheit besteht automatisch alle Panikproben.
**3+**: Die Einheit darf beliebig viele Angriffswürfel neu werfen.",2021
Backing of The Iron Bank,Unterstützung durch die Eiserne Bank,Ein Mal pro Partie zu Beginn eines beliebigen Zuges darfst du 5 **Wunden** *(insgesamt)* von einer beliebigen Anzahl befreundeter Kampfeinheiten heilen.,2021-S01
Bravery in the Face of Death,Tapferkeit im Angesicht des Todes,"Bei Spielbeginn werden 4 **Befehlsmarker** auf Eddard gelegt.
Immer wenn eine befreundete Einheit eine Panikprobe ablegt, nachdem die Würfel geworfen worden sind, darfst du 1 **Befehlsmarker** von Eddard ablegen. Falls du das tust, darf jene Einheit beliebig viele Würfel für diese Probe neu werfen.
Immer wenn eine befreundete Einheit eine Panikprobe besteht, darfst du 1 **Befehlsmarker** von Eddard ablegen. Falls du das tust, heilt jene Einheit 2 **Wunden**, +1 **Wunde** für jede ihrer vernichteten Schlachtreihen.",2021-S01
Castellan’s Duty,Pflicht des Kastellan,"Bei Spielbeginn werden 3 **Befehlsmarker** auf Cortnay gelegt.
Immer wenn eine feindliche zivile Einheit aktiviert wird, darfst du 1 **Befehlsmarker** von Cortnay ablegen. Falls du das tust, wähle 2 Zonen auf der Taktiktafel. Falls jene zivile Einheit in diesem Zug eine dieser Zonen beansprucht, bevor der Effekt jener Zone abgehandelt wird, bestimme eine beliebige Anzahl an befreundeten Kampfeinheiten zum Ziel. Heile 1W3+2 **Wunden** *(insgesamt)* von diesen Einheiten.",2021
Choosing a Name,Einen Namen wählen,"Immer wenn Jaqen H’Ghar aktiviert wird, darfst du seine Einfluss-Fähigkeit bis zum Ende der Runde durch die Einfluss-Fähigkeit einer beliebigen befreundeten oder feindlichen zivilen Einheit ersetzen.",2021-S03
Conflicting Reactions,Widersprüchliche Reaktionen,"**Einfluss** *(Sobald diese Einheit eine Zone auf der Taktiktafel beansprucht, lege diese Karte bis zum Ende der Runde an eine Kampfeinheit an):*
Solange Nymeria Einfluss auf eine befreundete Infanterie-Einheit ausübt:
• Falls du oder dein Gegner [CROWN] kontrolliert, erhalten ihre Nahkampfangriffe **Grausam**.
• Falls du oder dein Gegner [SWORDS] kontrolliert, erhalten ihre Nahkampfangriffe **Kritischer Treffer**.
• Falls du oder dein Gegner [OASIS] kontrolliert, erhält sie +1 [MOVEMENT].",2021
Conviction of a True Khaleesi,Überzeugung einer wahren Khaleesi,"**Einfluss** *(Sobald diese Einheit eine Zone auf der Taktiktafel beansprucht, lege diese Karte bis zum Ende der Runde an eine Kampfeinheit an)*:
Immer wenn Daenerys Einfluss auf eine Einheit ausübt, lege 1 Zustandsmarker von jener Einheit ab. 
Solange Daenerys Einfluss auf eine Einheit ausübt, dürfen bei den Nahkampfangriffen jener Einheit beliebig viele Angriffswürfel neu geworfen werden.",2021
Counts and Measures,Zahlen und Maße,"Immer wenn Bowen eine Zone auf der Taktiktafel beansprucht, darfst du dir die obersten 2 Karten deines Taktikdecks anschauen. Nimm 1 dieser Karten auf die Hand und lege die andere unter dein Taktikdeck.",2021
Deceitful Envoy,Hinterlistiger Gesandter,"Bei Spielbeginn werden 2 Befehlsmarker auf Tybald gelegt.
Immer wenn eine feindliche zivile Einheit aktiviert wird, falls Tybald nicht auf der Taktiktafel ist, darfst du 1 Befehlsmarker von Tybald ablegen. Falls du das tust, bestimme 1 Zone auf der Taktiktafel zum Ziel. 
Falls jene zivile Einheit jene Zone beansprucht, nachdem der Effekt jener Zone abgehandelt worden ist, wird 1 feindliche Kampfeinheit **Verwundbar**. 
Falls jene zivile Einheit jene Zone in diesem Zug nicht beansprucht, beansprucht Tybald am Ende des Zuges jene Zone.",S04
