Faction,Name,Character,Cost,Type,Spd,Attack 1,,,Attack 2,,,Def,Moral,Abilities,Requirements,Boxes,Id,Version,Requirement Text,Quote,Lore
Targaryen,Unsullied Swordmasters,,7,Infantry,5,[M]Unsullied Prowess,3+,8.7.6,,,,4+,4+,"Unsullied Prowess /
Combat Mastery: Resolve",,SIF607,10705,S05,,,"Only one in three prospects for the famed Unsullied survive the brutal training process. These fearsome eunuch legions are renowned for their individual skill and unshakable discipline. While individually not quite a physical match for western soldiers, the Unsullied feel no pain and are adept at striking foes where least expected. Underestimating the Unsullied for their slight stature and strange ways is a quick route to the grave."
Targaryen,Unsullied Pikemen,,7,Infantry,5,[M]Phalanx Pike,3+,7.7.4,,,,4+,4+,"Order: Set For Charge /
Order: Shield Wall /
Combat Mastery: Defense",,SIF606,10706,S05,,,"Although considered to be in light armor by western standards, Unsullied Pikemen fight in lockstep formations according to doctrines laid down by the Old Empire of Ghis. An Unsullied phalanx with shields locked is nigh unbreakable to cavalry charge, and even more nimble foot troops would have a difficult time getting past the wall of spears. While taking this unit by surprise is difficult, a commander should beware their becoming encircled."
Targaryen,Drogon,Drogon,7,Monster,6,[M]Black Fire,2+,2,,,,4+,2+,"Juvenile Dragon /
Black Fire / 
Cost Reduced by 1 once: 'Daenerys Targaryen, The Unburnt'",Pet: 'Daenerys Targaryen',SIF608,10707,2021-S02,Character: *May only be fielded in an army including Daenerys Targaryen*,,"Drogon is named for Daenerys Targaryen’s deceased husband Khal Drogo. His scales are solid black, with blood red horns and crest. His eyes are described as ‘smoldering red pits’. While nowhere near fully grown, Drogon’s current size (and especially his temperament) makes him one of the deadliest creatures in the world. With unparalleled movement capabilities and breathing fire, Drogon can be anywhere on the field and kill anything he wishes."
Targaryen,Viserion,Viserion,7,Monster,6,[M]Golden Fire,2+,2,,,,4+,2+,"Juvenile Dragon /
Golden Fire / 
Cost Reduced by 1 once: 'Daenerys Targaryen, The Unburnt'",Pet: 'Daenerys Targaryen',SIF608,10708,2021-S02,Character: *May only be fielded in an army including Daenerys Targaryen*,,"Viserion is named for Daenerys Targaryen’s brother Viserys. He’s often called the white dragon, yet is cream colored with golden horns and crest. His claws and teeth are shining black, and his eyes are ‘pools of molten gold’. While nowhere near fully grown, Viserion is one of the deadliest creatures in the world. With unparalleled movement capabilities and breathing fire, Viserion can be anywhere on the field and kill anything he wishes."
Targaryen,Rhaegal,Rhaegal,7,Monster,6,[M]Jade Fire,2+,2,,,,4+,2+,"Juvenile Dragon /
Jade Fire / 
Cost Reduced by 1 once: 'Daenerys Targaryen, The Unburnt'",Pet: 'Daenerys Targaryen',SIF608,10709,2021-S02,Character: *May only be fielded in an army including Daenerys Targaryen*,,"Rhaegal is named for Daenerys Targaryen’s brother Rhaegar. He is a majestic green and bronze, with jet black fangs and claws, and eyes that ‘burn with their own heat, brighter than polished shields’. While nowhere near fully grown, Rhaegal’s current size still makes him one of the most dangerous creatures in the world. With unparalleled movement capabilities and breathing fire, Rhaegal can be anywhere on the field and kill anything he wishes."
Targaryen,Dothraki Hrakkars,,4,Monster,6,[M]Claw & Blade,3+,5,,,,6+,5+,"Hrakkars & Tamers /
Claw & Blade /
Outflank",Limited:2,SIF604/SIF604,10710,S04,Limited: *Your army may only include up to 2 Dothraki Hrakkars.*,,"Taming one of the great white lions of the Dothraki Sea is a feat accomplished by only the mightiest khalasars. These powerful beasts match even the famed Stark Direwolves in terms of conferred status, and a Hrakkar in war is just as fearsome a sight on the field. Fast, deadly, and above all stealthy, troops facing the Dothraki should beware of sudden attacks from unsuspected quarters by lurking Hrakkars."
Targaryen,Stormcrow Dervishes,,7,Infantry,6,[M]Swift Strike,3+,7.6.4,,,,4+,5+,"Ambush/ 
Swift Strike / 
Motivated by Coin",,SIF513,10711,S06,,,"A Stormcrow Dervish paid up to the end of the week will buy you a hardened veteran skirmisher, adept at swift movement in medium armor to strike exposed enemy positions—to the end of the week. The infamous Stormcrow loyalty to coin extends even to their best-trained soldiers. Yet employers seeing Dervishes in action rarely have cause to complain as these heavy-hitters shred enemy flanks and fade away safely beyond any possible counterattack."
Targaryen,Stormcrow Archers,,6,Infantry,5,[RL]Mercenary’s Longbow,4+,7.6.4,[M]Short Sword,5+,5.4.3,5+,7+,"Mercenary's Longbow /
Loyalty Through Coin",,SIF512,10712,S04,,,"A Stormcrow is a Stormcrow, whether wielding blade, bow, or both. Money remains the prime motivator in the Stormcrow mind, and extra coin can prod added effort from these mercenaries. Stormcrow Archers are adept in long-range combat, with recurved longbows and arrows made for distant flight. They’re not meant for melee, though their shortswords can fend off weakened attackers. Still, a wise commander will keep them far from flankers or cavalry."
Targaryen,Stormcrow Mercenaries,,5,Infantry,5,[M]Longsword,4+,7.5.4,,,,4+,6+,"Motivated by Coin /
Adaptive",,SIF511,10713,S06,Adaptive: *Reduce the cost of 1 Attachment in this unit by 1.*,,"While one might question Stormcrow loyalty to their leaders, their employers, and even themselves, one can always count on their absolute devotion to coin. Once properly motivated, Stormcrow Mercenaries are capable medium infantry, adept at holding a flank or performing flanking maneuvers themselves. Their professionalism guarantees a good working relationship with whomever their employer might be, but only as long as the coin lasts."
Targaryen,Freedmen,,3,Infantry,6,[M]Improsived Weapons,5+,6,,,,6+,8+,"Untrained Masses /
Gang-up",Solo,SIF605/SIF605/SIF605,10714,S04,,,"When Daenerys Targaryen swept across Essos, she freed slaves by the tens of thousands. While she may not have been specifically looking for a fighting force, now her ranks do not lack for numbers, as Freedmen and women gather up spare blades, picks, scythes, or simple clubs in her service. The Freedmen are numerous, but lacking in training or discipline. They can fill out a force, but should not be relied on to hold the line."
Targaryen,Drogo's Bloodriders,"Drogo's Bloodriders, Qotho, Cohollo, Haggo",8,Cavalry,6,[M]Bloodriders' Arakh,3+,7.6,,,,4+,5+,"Order: War Cry /
Drogo's Bloodriders /
Bloodriders' Arakh /
Must be attached to 'Khal Drogo'",,SIF610,10715,S04,Character: *May only be fielded in an army including Khal Drogo. He must be attached to this unit.*,,"Bloodriders of the Dothraki in Essos pledge their blood and lives to their khal as constant companions, bodyguards, and lieutenants. A Bloodrider’s oath is unbreakable, and they obey their lord even unto death. Serving Khal Drogo as individual leaders or riding with their khal on the field are Cohollo, Haggo, and Qotho, each a skilled and deadly warrior easily besting ten times their number."
Targaryen,Brazen Beasts,,5,Infantry,6,[M]Motley Armaments,4+,6.5.4,,,,5+,6+,"Order: Sentinel /
Motley Armaments",,SIF611,10716,2021-S03,,,"The Brazen Beasts, established by Daenerys Targaryen, patrol the streets of Meereen, one of the great Slaver Cities. Their name comes from the bronze masks they wear, molded to have the visage of giant cats, raptors, and bears. Their creation helped lessen the burden on the Unsullied, who were often targets of assassination as they patrolled. The Beasts lack fear, charging at their enemies in the narrow streets, cutting them down in close combat."
Targaryen,Pit Fighters,,5,Infantry,6,[M]Fighter's Armament's,3+,7.6.4,,,,5+,6+,"Order: Pit Fighter Rage /
Fighter's Armaments /
Unyielding",,SIF612,10717,S06,,,"Gladiatorial combat is one of the most popular (and most dangerous) forms of entertainment. Since these enslaved fighters must compete in all forms of combat, they must be prepared for anything, despite their lack of formal training and hodge-podge of gear. After being freed by Daenerys, they’ve pledged their allegiance to her. And despite their lack of experience in open-field battle, enemy commanders would do well to not underestimate these unconventional fighters."
Greyjoy,Ironborn Reavers,,5,Infantry,5,[M]Reaver Axes,3+,7.6.4,,,,5+,7+,"Reaver Axes /
Furious Charge",,SIF009/SIF009/SIF901,10801,2021-S03,,,"The infamous Ironborn Reavers are known along coastlines across the Seven Kingdoms as raiders and pirates. Reavers crew their signature longships whose sails are a dread to all who spot them on the horizon. Although sailors to a man, the Ironborn wear light scale mail even aboard ship. They’re fast-attack troops, but not trained to stand under heavy assault. Commanders would do well to keep them off the front line."
Greyjoy,Ironborn Bowmen,,4,Infantry,5,[R]Ironborn Arrows,4+,6.5.4,[M]Short Sword,4+,5.4.3,6+,8+,"Ironborn Arrows /
Order: Divide The Spoils",,SIF009/SIF902,10802,S06,,,"Despite being a seaborne people, the Ironborn have little fear of drowning, and their light scale mail provides excellent protection without sacrificing mobility. Their Bowmen are often drawn from Reaver ranks, making them superior in a melee compared to most archers. That said, Bowmen are not melee troops, and should be protected from direct assaults."
Greyjoy,House Harlaw Reapers,,6,Infantry,6,[M]Bardiche,3+,7.6.4,,,,5+,6+,"Bardiche /
Prey On Fear /
Reaper's Fervor",,SIF009/SIF905,10803,S04,,,"Although the scythe is not generally a workable weapon in war, the infamous Reapers of House Harlaw have devised a form of long-bladed heavy bardiche reminiscent of their fearsome house sigil. The Reapers themselves are lightly armored troops renowned for their deadly ferocity. What good is armor when the morale of their foes has been utterly broken? When it comes to sowing terror across the battlefield, few compare to the Reapers."
Greyjoy,Ironmakers,,7,Infantry,5,[M]Great Hammer,3+,7.5.5,,,,3+,6+,"Great Hammer /
Raided Armaments",,SIF903,10804,S05,,,"The heavily armored troops from House Ironmaker often serve as the hard center of Ironborn forces where a dedicated line is required. With their heavy scale armor overlaying a thick suit of boiled leather, the Ironmakers can withstand even more assaults than most of the troops of the Iron Islands. That said, as ‘heavy troops’ go, the Ironmakers are the general equivalent of standard medium infantry, that is, until the spoils of the raid are gained!"
Greyjoy,Ironborn Trappers,,4,Infantry,6,[M]Barbed Pikes,4+,6.5.4,,,,6+,8+,"Order: Trapper's Tools /
Disrupt",,SIF904,10805,S04,,,"Pillaging and raiding is the primary Ironborn motivation in the War of the Five Kings. Let the houses fight for the Iron Throne if they wish. The Ironborn have coasts to raid, treasure to seize, and people to enslave. As such the Ironborn Trappers excel at hindering enemy forces with their long, barbed pikes and entangling nets. While lightly armored and possessing only crude weapons, the trapper’s cunning and usage of devious tools more than makes up for this."
Greyjoy,Blacktyde Chosen,,6,Infantry,5,[M]Mastercraft Axe,4+,7.5.4,,,,4+,6+,"Order: Divide The Spoils /
First Claim",,SIF906,10806,S06,,,"Of the different warriors that House Greyjoy sends to assault shoreline settlements, the Blacktyde Chosen are the most feared. When these elite warriors hit the beach, they rapidly form their ranks and sweep a path clear through any defences or defenders that stand in their way. Clad in scale mail, armed with master-crafted axes, and wielding large round shields, the Chosen are among the heaviest troops under the Kraken banner."
Greyjoy,Silenced Men,,7,Infantry,6,[M]Great Axe,3+,7.6.5,,,,5+,6+,"Great Axe /
Dauntless /
The Silence's Infamy",,SIF908,10807,S04,,,"Those under the Kraken banner have long learned that raiding and terror are close companions. Thus the crew of House Greyjoy’s warship Silence is composed entirely of mutes. War is not a quiet business, but the Silenced Men add an unnatural stillness to the battlefield. Even in death, they make no sound. Even disciplined troops find such men unnerving. Though wearing only light armor, their honed greataxes can sunder heavy plate with ease."
Greyjoy,Drowned Men,,4,Infantry,5,[M]Cudgel,5+,4,,,,6+,5+,"Order: Drowned God's Blessing /
Drowned God's Fanatics",Solo,SIF907/SIF907/SIF907,10808,S04,,,"Armored with only their faith, and armed only with deadwood cudgels and other detritus from the shore, the Drowned Men make surprisingly effective support for followers of the Kraken banner. Their presence in battle signifies the Drowned God’s blessing, bolstering men to fight past their wounds and strike all the harder against their foes. While few in number, the Drowned Men’s faith is such that they can survive even killing blows."
Greyjoy,Stony Shore Pillagers,,5,Infantry,5,[M]Polespear,4+,7.5.4,,,,4+,6+,"Order: Scavenge /
Abundant Promises",,SIF911,10809,2021,,,"The Kraken banner coming over the horizon often means trouble for denizens of the Stony Shore, in no small part thanks to the Pillagers the boats will bring. These men are used to moving quickly, seizing everything not nailed down, and killing or routing anyone that gets in their way. The killing momentum keeps them in the fight longer than many troops with similar gear, but care must be taken to support them against enemies bearing heavy arms."
Greyjoy,Iron Victory Crew,,6,Infantry,5,[M]Boarding Axe,3+,7.5.4,,,,4+,6+,"Boarding Axe /
Captain’s Men /
Domineering Pride",,SIF912,10810,S06,,,"The sight of Kraken sails coming over the horizon fills any settlement with dread, but none moreso than those of the Iron Victory, Victarion’s personal raiding ship. The Iron Victory’s Crew are handpicked men, vicious by nature, skilled in warfare, and loyal to a fault. They are few in number but can serve well as a hard center to any assault force. Proper support is required to guard their flanks, of course."
Martell,Martell Spearmen,,5,Infantry,5,[M]Spear,4+,7.7.4,,,,5+,6+,"Order: Set For Charge /
Order: Tactical Reposition",,SIF007/SIF007,10901,2021,,,"Where some great houses in the War of the Five Kings depend on heavy armor, House Martell relies on a doctrine of mobility and mutual support. Martell Spearmen wear light armor over desert robes, the better to keep cool in their harsh native climate and still maintain high mobility. Their signature spears stop enemy charges cold, and their swift training regimes allow them to form the bulk of a Martell battle line."
Martell,Sand Skirmishers,,7,Infantry,6,[RS]Skirmisher’s Bow,3+,7.5.4,[M]Skirmisher’s Blade,4+,7.5.4,4+,6+,"Order: Quick Fire /
Order: Scout Openings",,SIF007/SIF702,10902,2021,,,"House Martell’s Sand Skirmishers turn their doctrine of high mobility into a deadly dance of blade and bow. Their light armor allows them superior speed, rivaling that of the fastest enemy units, and their training allows for deadly hit-and-fade attacks, all under a rain of incoming arrows. If locked down in a protracted melee, Skirmishers can hold their own as well as any light unit, but a wise commander will send relief as soon as possible."
Martell,Sunspear Dervishes,,6,Infantry,6,[M]Dervish Blades,4+,7.6.4,,,,4+,6+,"Order: Swift Retreat /
Dervish Blades /
Elusive Escape",,SIF007/SIF703,10903,2021,,,"Sunspear Dervishes raise House Martell’s doctrine of high mobility to a fine art. Their training allows them to rapidly engage, strike hard, and just as rapidly disengage to either prep for another run or choose a more opportune target. Enemies so besieged are often so rattled by the spinning, whirling dance of blades that their own response is badly hampered. While Dervishes can hold in a melee for a time, they’re best kept on-the-move. "
Martell,Sunspear Royal Guard,,7,Infantry,5,[M]Royal Spear,3+,7.7.4,,,,4+,5+,"Order: Martial Training /
Order: Shieldwall",,SIF704,10904,2021,,,"House Martell’s famous Sunspear Royal Guards are few in number but count among the best-trained units across all of Westeros. Their adaptive style lends itself well to both offensive and defensive initiatives, and while their armor is heavier than most Martell units, their physical conditioning allows them to keep pace. As a hard center to a Martell vanguard, the Royal Guards have no match in the Martell force."
Martell,Dune Vipers,,5,Infantry,6,[M]Spear & Net,4+,7.6.4,,,,4+,6+,"Spear & Net /
Gang-Up",,SIF705,10905,S06,,,"The lands of Dorne seems like an endless sea of dunes. It’s easy to get lost in the shifting sands. But the Dune Vipers call this land home and know each grain of sand’s place. Using their knowledge of the terrain, they excel in guerilla tactics, harassing enemies with their nets and spears, ensnaring foes before heading in for the final strike. Best when paired with allies, the Dune Vipers can stand on their own when needs must. "
Martell,Starfall Outriders,,6,Cavalry,6,[M]Scimitar,4+,7.4,,,,5+,6+,"Cavalry /
Scimitar /
Rally Cry",,SIF706,10906,2021,,,"House Dayne is the strongest vassal House in Dorne, with their ancestral home located in Starfall castle. They’re well known for the equestrian arts, fielding several cavalry units for House Martell. The Starfall Outriders are their light cavalry troops. They focus on hit-and-run tactics as well as providing aid to friendly units in the area. Their purple robes are a welcome sign in the desert sun for House Martell’s allies. "
Martell,Starfall Knights,,8,Cavalry,6,[M]Starfall Lance,3+,5.4,,,,4+,5+,"Cavalry /
Starfall Lance",,SIF707,10907,S05,,,"Climate is an important factor when equipping and training an army. With the hot climate in Dorne, the Starfall Knights of House Dayne, vassals of House Martell, are more lightly armored than most heavy cavalry. However, what they lack in armor, they make up for in speed and maneuverability, letting them strike at opponents from unexpected quarters, applying their lances to devastating effect during charges."
Martell,Darkstar Retinue,,7,Infantry,6,[M]Scimitar,3+,7.6.4,,,,5+,5+,"Order: Overrun /
Fueled By Slaughter /
Scimitar",,SIF708,10908,2021,,,"The personal guard of Ser Gerold Dayne have no formal name but are simply known as Darkstar Retinue. And that’s enough to cause worry among enemy troops, for the Retinue is composed of soldiers that follow in the Darkstar’s footsteps in both manner and fighting style. They strike without warning, usually  on an unguarded flank, hit hard, then fade back to wait patiently  for another opening. That is, if they leave any."
Martell,Skyreach Bowmen,,6,Infantry,6,[RL]Desert Marksmen,3+,7.6.5,[M]Daggers,5+,5.4.3,6+,6+,"Desert Marksmen /
Outflank",,SIF711,10909,2021,,,"In southern Westeros, in the region known as the Prince’s Pass, there are no figures more dreaded than the shadowy forms of the Skyreach Bowmen, rising up from barren terrain. They’re brilliant flankers, capable of maneuvering into position before enemies become aware of their presence. That said, they’re fast-moving archers, and mobility is their only real defense. Wise commanders should keep them well-protected until the critical moment."
Bolton,Cutthroats,,5,Infantry,5,[M]Ruthless Aggression,3+,7.6.4,,,,5+,7+,Ruthless Aggression,,SIF005/SIF005,11001,2021-S01,,,"While simply armored and lightly armed, Bolton Cutthroats enjoy a reputation for brutality and cold efficiency that allows them to strike panic in enemies with far more expensive armaments. Their spiked maces can easily dispatch enemies, but are more effective for the fear their brutality creates. Bolton Cutthroats make sport of downed foes or, worse for the opponent, take them prisoner to suffer a much more agonizing fate."
Bolton,Blackguards,,6,Infantry,5,[M]Spiked Flail,4+,6.5.4,,,,3+,6+,"Spiked Flail /
Horrific Visage",,SIF005,11002,S06,,,"The ruthlessness of House Bolton’s Blackguards is known by every enemy force they face. Their vicious spiked flails render heavy shields only moderately effective. Being the heaviest troops in House Bolton’s arsenal, the Blackguards can be relied upon to take and hold any position on the battlefield."
Bolton,Dreadfort Archers,,6,Infantry,5,[RL]Ruthless Volley,3+,7.7.4,[M]Short Sword,5+,5.4.3,5+,7+,Ruthless Volley,,SIF005/SIF523,11003,S05,,,"When it comes to the most horrific methods of war, designed to maximize terror as much as damage, one need look no further than House Bolton. Their Dreadfort archers will gleefully let loose savage volleys of arrows, aimed towards their enemies, without regard for their comrades mixed in the melee. Sure, a few allies may sustain injuries, but the disregard for life that House Bolton breeds isn’t only for their foes. "
Bolton,Bastard's Girls,,7,Infantry,6,[RL]Tracker's Bow,3+,4.4.4,[M]Blade and Fang,3+,6.6.4,6+,5+,"Order: Charging Volley / 
Tracker’s Bow / 
Blade and Fang",,SIF005,11004,2021,,,"Trained to corner and bring down even heavy infantry, the Bastard’s Girls are best utilized as flankers or in pursuit of fleeing foes. While they do not possess the armor to counter a determined assault, enemies suffering from their handlers’ wounding arrows make for easy prey. A fat bounty can be expected for handlers bringing down enemy commanders to await Ramsay Bolton’s ‘entertainments’ following battle."
Bolton,Flayed Men,,8,Cavalry,5,[M]War Flail,3+,6.5,,,,3+,6+,"Cavalry /
War Flail /
Intimidating Presence",,SIF005,11005,S06,,,"The so-called Flayed Men rank among the heaviest cavalry employed by even the largest houses in the War of the Five Kings. With thick steel armor (blackened, of course), heavy shields, and even protective barding for the horses, the Flayed Men are capable of truly devastating charges and can endure in the line for a short time. Their signature war flails render most defenses only marginal at best, but their terriying visage remains their most vital weapon."
Bolton,Dreadfort Spearmen,,5,Infantry,5,[M]Impaling Spear,4+,7.7.4,,,,4+,7+,"Order: Set For Charge/
Impaling Spear",,SIF522,11006,2021,,,"House Bolton’s Spearmen are indoctrinated in the combat ethic of causing fear and panic among the enemy ranks. Their helmets and shields are designed with extra spikes purely for terrifying effect. The spearmen are trained to strike at points on foes that will cause maximum pain but not kill their opponents, leaving plenty of prisoners for the sadists in House Bolton to do with as they will after battle."
Bolton,Dreadfort Spearmen,,5,Infantry,5,[M]Impaling Spear,4+,7.7.4,,,,4+,7+,"Order: Set For Charge /
Impaling Spear",,SIF522,11006,S05,,,"House Bolton’s Spearmen are indoctrinated in the combat ethic of causing fear and panic among the enemy ranks. Their helmets and shields are designed with extra spikes purely for terrifying effect. The spearmen are trained to strike at points on foes that will cause maximum pain but not kill their opponents, leaving plenty of prisoners for the sadists in House Bolton to do with as they will after battle."
Brotherhood,Peasant Levy,,4,Infantry,5,[M]Spear,5+,6.4.3,,,,6+,6+,"Disrupt /
Gang-Up",,SIF010,11101,2021,,,"Every force needs fodder, an unfortunate truth in war. And yet, there’s fodder holding the line at knifepoint and fodder that steps up of its own accord. The Brotherhood’s Peasant Levy are mostly volunteers, which sets them above conscripts. They are most efficient in great numbers and fighting alongside experienced warriors, disrupting enemy lines. Enemy commanders would be unwise to dismiss them as mere rabble."
Brotherhood,Man-At-Arms,,6,Infantry,5,[M]Brotherhood Armaments,4+,7.6.4,,,,4+,6+,"Ambush /
Brotherhood Armaments",,SIF010,11102,S06,,,"The Brotherhood Without Banners is technically an outlaw band, acting in service to any lord who fights for the realm’s justice, working towards bringing peace swiftly to the kingdoms. As such, they’re seen as idealists (and fanatics), and their Men-At-Arms are staunch professionals willing to fight to the bitterest of ends in the name of justice. They serve  best in the line, grinding the enemy to dust."
Brotherhood,Brotherhood Archers,,6,Infantry,6,[RL]Hidden Shot,3+,7.6.4,[M]Short Sword,5+,5.4.3,6+,6+,"Order: Deceitful Reposition /
Hidden Shot",,SIF010,11103,2021,,,"Archers in more formal forces often wear brightly colored uniforms, stand in perfect rows, and fire volley after volley into enemy troops, bringing death on feathered shafts. The Brotherhood Without Banners, however, has other ideas. While their archers are quite capable of such deadly rain, they function best from ambush positions, trained to sow chaos  and confusion in enemy ranks to soften those lines for an easier assault from any angle."
Brotherhood,Brotherhood Sworn Knights,,8,Cavalry,5,[M]Knightly Armaments,3+,7.5,,,,3+,5+,"Cavalry /
Knightly Armaments /
Rally The Smallfolk",,SIF014,11104,2021,,,"Former knights of renown both great and small, the Brotherhood’s Sworn Knights are among the most skilled in all of Westeros, lured away from their lords by a greater calling. As such, they’re nigh unbreakable, and often serve as the force around which many Brotherhood battles are designed. While terrain will usually dictate their employment, a Brotherhood commander who can set up for their deadly charge will see victory more often than not."
