Id,Translated Name,Attack 1,Attack 2,Requirement,Quote,Lore,Version
10706,Piquiers Immaculés,Pique de Phalange,,,,"Bien que, selon les standards Ouestriens, les Piquiers Immaculés soient assimilés à de l’infanterie légère, ces guerriers combattent en formation serrée en suivant les doctrines établies par l’Ancien Empire de Ghiscari. Face à une charge de cavalerie, une phalange d’Immaculés, boucliers dressés, représente un rempart pratiquement infranchissable. Les troupes d’infanterie légère ont également du mal à franchir leur mur de piques. Même s’il est difficile de prendre cette unité par surprise, un général avisé veillera cependant à ce qu’elle ne soit pas encerclée.",2021
10707,Drogon,Feu Noir,,*Ne peut être recruté que dans une armée qui comprend Daenerys Targaryen.*,,"Drogon doit son nom à Khal Drogo, l’époux défunt de Daenerys Targaryen. Ses écailles sont d’un noir profond, tandis que sa crête et ses cornes sont rouge sang. Ses yeux sont décrits comme étant des « fosses rouges et embrasées ». Bien que Drogon soit loin d’être adulte, sa taille actuelle et son caractère en font l’une des créatures les plus redoutables au monde. Doté d’une mobilité sans pareille et de la capacité de cracher le feu, Drogon est capable de se rendre où bon lui semble sur le champ de bataille et d’y tuer n’importe qui.",2021-S02
10708,Viserion,Feu Doré,,*Ne peut être recruté que dans une armée qui comprend Daenerys Targaryen.*,,"Viserion doit son nom à Viserys, le frère de Daenerys Targaryen. On l’appelle souvent de dragon blanc, bien qu’il soit plutôt couleur crème avec une crête et des cornes dorées. Ses griffes et ses dents sont d’un noir brillant, tandis que ces yeux sont des « lacs d’or fondu ». Bien que Viserion soit loin d’être adulte, sa taille actuelle en fait l’une des créatures les plus redoutables au monde. Doté d’une mobilité sans pareille et de la capacité de cracher le feu, Viserion est capable de se rendre où bon lui semble sur le champ de bataille et d’y tuer n’importe qui.",2021-S02
10709,Rhaegal,Feu de Jade,,*Ne peut être recruté que dans une armée qui comprend Daenerys Targaryen.*,,"Rhaegal doit son nom à Rhaegar, le frère de Daenerys Targaryen. Il est d’un vert et d’un bronze majestueux, avec des crocs et des griffes noir de jais. Ses yeux « plus brillants que des boucliers polis, luisent de leur propre chaleur ». Bien que Rhaegal soit loin d’être adulte, sa taille actuelle en fait l’une des créatures les plus redoutables au monde. Doté d’une mobilité sans pareille et de la capacité de cracher le feu, Rhaegal est capable de se rendre où bon lui semble sur le champ de bataille et d’y tuer n’importe qui.",2021-S02
10710,Hrakkars Dothraki,Griffes et Lames,,Limité : *Votre armée peut inclure un maximum de 2 Hrakkars Dothraki.*,,"Dresser l’un des grands lions blancs de la Mer Dothraki est un exploit dont les seuls les plus grands khalasars peuvent se targuer. Ces fauves redoutables jouissent d’un statut aussi prestigieux que celui des célèbres Loups-garous des Stark et leur présence sur le champ de bataille est tout aussi impressionnante. Rapides, mortels et par-dessus tout discrets, les Hrakkars en chasse peuvent fondre à tout moment sur les troupes imprudentes qui affrontent les Dothraki.",S04
10711,Derviches Corbeaux Tornade,Frappe Éclair,,,,"Payez à un Derviche Corbeau Tornade une semaine de solde, et vous aurez à votre disposition tirailleur aguerri et endurci, apte à se déplacer rapidement en armure moyenne afin de frapper les positions ennemies les plus exposées. Les Corbeaux Tornade sont connus pour n’être fidèles qu’à l’argent et cette sinistre réputation s’étend jusqu’à leurs soldats les mieux entraînés. Pourtant, les employeurs qui voient les derviches en action ont rarement des raisons de se plaindre, car ces guerriers redoutables sont capables de mettre en pièces les flancs ennemis avant de se replier en toute sécurité, annihilant toute velléité de contre-attaque.",S04
10712,Archers Corbeaux Tornade,Arc Long de Mercenaire,Épée Courte,,,"Que ce soit avec une lame, un arc ou les deux, un Corbeau Tornade reste un Corbeau Tornade. Il n’est motivé que par l’argent et une petite rallonge peut suffire à lui faire accomplir des miracles. Avec leurs arcs longs recourbés et leurs flèches à longue portée, les Archers Corbeaux Tornade sont des spécialistes du combat à distance. Ils ne brillent pas au corps à corps, même si leurs épées courtes peuvent occasionnellement leur permettre de repousser un assaillant affaibli. Un général avisé saura les tenir éloignés de la cavalerie ou de troupes débordant par le flanc.",S04
10713,Mercenaires Corbeaux Tornade,Épée Longue,,Réactivité : *Réduisez le coût de 1 Attachement de cette unité de 1.*,,"Bien que les Corbeaux Tornade ne soient pas toujours loyaux envers leurs chefs, leurs employeurs, voire envers eux-mêmes, leur dévouement absolu à l’argent est indiscutable. Lorsqu’on y met le prix, les Mercenaires Corbeaux Tornade se révèlent être une infanterie moyenne efficace, et sont capables de tenir une aile ou d’effectuer eux-mêmes des manœuvres de flanc. Tant que l’argent coule à flots, leur employeur, quel qu’il soit, peut compter sur leur professionnalisme sans faille.",S04
10714,Affranchis,Armes Improvisées,,,,"Lorsque Daenerys Targaryen fit la conquête d’Essos, elle libéra des dizaines de milliers d’esclaves. Sans qu’elle cherche vraiment à les recruter, ces hommes et ces femmes libérés du joug de l’esclavage prirent les armes pour rejoindre ses rangs. Les affranchis s’équipent de tout ce qui leur tombe sous la main : armes de récupération, pioches, faux, voire simples massues et, s’ils sont nombreux, ils manquent cruellement d’entraînement et de discipline. Ils ont la force du nombre, mais on ne peut guère compter sur eux pour tenir la ligne de front.",S04
10715,Sang-Coureurs de Drogo,Arakh Dothraki,,*Ne peuvent être recrutés que dans une armée qui contient Khal Drogo. Il doit être attaché à cette unité.*,,"Les Sang-coureurs Dothraki d’Essos offrent leur vie et leur sang à leur khal afin de devenir ses compagnons, gardes du corps et lieutenants. Le serment des Sang-coureurs est inviolable et ils sont prêts à suivre à leur seigneur jusque dans la mort.  Qu’ils chevauchent aux côtés de Khal Drogo ou qu’ils mènent leurs propres troupes, Cohollo, Haggo et Qotho sont tous des combattants hors pair capables d’affronter un ennemi dix fois supérieur en nombre.",S04
10716,Bêtes d'Airain,Armement Disparate,,,,"Instaurées par Daenerys Targaryen, les Bêtes d’airain sillonnent les rues de Meereen, l’une des majestueuses Cités des Esclavagistes. Leur nom provient des masques de bronze qu’ils arborent, moulés en têtes de chacal, de crocodiles ou d’ours. Leur création a permis d’alléger le fardeau des Immaculés, qui étaient souvent la cible d’assassinats lors de leurs patrouilles. Les Bêtes ne connaissent pas la peur. Elles foncent sur leurs ennemis dans les rues étroites pour les anéantir au corps à corps.",2021-S03
10717,Gladiateurs,Armement d'Arènaire,,,,"Les combats de gladiateurs constituent l’une des formes de divertissement les plus populaires (et les plus dangereuses). Les combattants asservis doivent être rompus à tous les styles de combat et être parés à toute éventualité, et ce en dépit de leur manque d’entrainement et de leur armement hétéroclite. Les Gladiateurs ont prêté allégeance à Daenerys quand celle-ci les a affranchis. Les généraux adverses auraient tort de sous-estimer ces guerriers peu conventionnels, même s’ils semblent manquer d’expérience sur le champ de bataille.",2021
10801,Ravageurs Fer-nés,Haches de Ravageur,,,,"Le long de la côte, les actes de piraterie et de pillage perpétrés par les Ravageurs Fer-nés leur ont conféré une sinistre réputation. Dès qu’ils apparaissent à l’horizon, leurs drakkars répandent la terreur parmi la population. Bien qu’ils soient tous des marins chevronnés, les Fer-nés portent néanmoins une cotte d’écailles légère, même lorsqu’ils sont à bord. Redoutables en tant que troupes d’attaque rapide, ils ne sont toutefois pas entraînés à soutenir un assaut prolongé. Un général avisé saura les tenir éloignés de la ligne de front.",2021-S03
10802,Archers Fer-nés,Flèches de Fer-Nés,Épée Courte,,,"Issus d’un peuple marin, les Fer-nés ne craignent pas la noyade et leurs cottes d’écailles légères leur confèrent une excellente protection sans pour autant entraver leurs mouvements. Leurs Archers, souvent venus des rangs des Ravageurs, sont de meilleurs combattants au corps à corps que la plupart des unités de tir. Les Archers ne sont toutefois pas des troupes de contact et ils doivent être protégés contre les assauts directs.",2021-S03
10803,Faucheurs de la Maison Harloi,Ferveur du Faucheur,,,,"La faux est généralement considérée comme peu efficace en tant qu’arme de guerre, mais les redoutables Faucheurs de la Maison Harloi utilisent un modèle de bardiche à lame longue qui évoque le symbole de leur famille. Les Faucheurs sont des troupes légères réputées pour leur extrême férocité. À quoi bon porter une armure lorsque l’ennemi est paralysé de terreur ? Lorsqu’il s’agit de répandre la peur dans les rangs ennemis, peu d’unités sont capables de rivaliser avec les Faucheurs.",S04
10804,Foregefers,Grand Marteau,,,,"Les troupes lourdement cuirassées de la Maison Forgefer sont souvent placées au centre des forces Fer-nées, notamment lorsqu’une ligne de défense est nécessaire. Grâce à leur armure d’écailles recouvrant d’épais vêtements de cuir bouilli, les Forgefers sont bien plus aptes à résister aux assauts que la plupart des troupes des Îles de Fer. Toutefois, comparés à d’autres « unités lourdes », les Forgefers font plutôt office d’infanterie moyenne, tout au moins tant qu’ils n’ont pas mis la main sur leur part du butin !",2021-S03
10805,Trappeurs Fer-nés,Piques Barbelées,,,,"Dans la Guerre des Cinq Rois, le pillage et les raids constituent la principale motivation des Fers-nés.   Que les grandes Maisons s’affrontent pour le Trône de Fer si elles le souhaitent. Les Fer-nés, eux, ont des côtes à piller, du butin à récolter et des gens à asservir. À ce titre, les Trappeurs Fer-nés n’ont pas leur pareil pour entraver leurs ennemis à l’aide de leurs longues piques barbelées et de leurs filets. Grâce à leur ruse et à l’utilisation ingénieuse d’outils déloyaux, les trappeurs parviennent à compenser leur manque de protection et leurs armes rudimentaires.",S04
10806,Élus des Noirmarées,Hache de Maître,,,,"De toutes les troupes que la Maison Greyjoy envoie harceler les villages côtiers, nulle n’inspire plus de terreur que les Élus des Noirmarées. Dès qu’ils débarquent, ces guerriers chevronnés se mettent rapidement en formation et annihilent toute fortification et tout défenseur qui se dressent sur leur chemin. Vêtus de pied en cap de lourdes cottes de mailles et armés de haches forgées par les meilleurs maîtres-artisans, les Élus font partie des troupes les plus solides qui combattent sous la bannière de la Seiche.",S04
10807,Hommes du Silence,Grande Hache,,,,"Ceux qui naviguent sous la bannière de la Seiche ont compris depuis longtemps que le pillage et la terreur vont de pair.  C’est pour cette raison que l’équipage du Silence, le navire amiral de la Maison Greyjoy, est composé entièrement de muets. La guerre est généralement une affaire bruyante, cependant les Hommes du Silence font planer un mutisme surnaturel sur le champ de bataille. Même dans la mort, ils ne profèrent jamais le moindre son, ce qui a pour effet de déstabiliser les troupes les plus endurcies.  Bien qu’ils ne soient équipés que d’armures légères, leurs grandes haches acérées sont capables d’enfoncer la plus solide des armures.",S04
10808,Les Noyés,Gourdin,,,,"Uniquement protégés par leur foi, et armés de gourdins en bois flotté ou d’autres détritus glanés sur le rivage, les Noyés apportent un soutien étonnamment efficace à ceux qui combattent sous la bannière de la Seiche. Leur présence sur le champ de bataille est le signe de la bénédiction du Dieu Noyé, encourageant les hommes à faire fi de leurs blessures et à combattre avec un acharnement renouvelé. Bien qu’ils soient peu nombreux, les Noyés puisent une telle force dans leur foi qu’ils sont capables de résister à des coups mortels.",S04
10809,Pillards des Roches,Harpon,,,,"L’apparition du pavillon de la Seiche à l’horizon est généralement synonyme d’ennuis pour les habitants des Roches, en grande partie à cause des Pillards embarqués à bord de ces navires. Ces soudards sont capables de se mouvoir avec rapidité et de s’emparer de tout ce qui passe à leur portée en massacrant ou mettant en déroute quiconque se dresse sur leur chemin. Cet élan meurtrier leur permet de soutenir des combats plus longtemps que la plupart des troupes dotées d’un équipement équivalent, mais à face à un adversaire plus coriace, ils auront besoin de soutien. ",2021
10901,Lanciers Martell,Lance,,,,"Certaines grandes maisons engagées dans la Guerre des Cinq Rois investissent dans des armures lourdes. La Maison Martell privilégie davantage l’art de la mobilité et de l’appui tactique. Les Lanciers Martell portent l’armure légère par-dessus leur tunique du désert, ce qui leur permet de conserver une excellente agilité au combat mais aussi de résister à l’aridité du climat dornien. Leurs lances traditionnelles peuvent stopper net une charge ennemie et leur programme de formation accélérée permet aux Martell de constituer rapidement l’ossature principale de leur armée.",2021
10902,Tirailleurs des Sables,Arc de Tirailleur,Lame de Tirailleur,,,"Au combat, l’agilité des Tirailleurs des Sables de la Maison Martell s’apparente à une véritable danse mortelle de lames et de flèches. Dotés d’une armure légère, ils sont bien plus mobiles que les plus rapides de leurs adversaires. Leur entraînement leur permet de harceler l’ennemi tout en le maintenant sous une pluie de flèches.  S’ils se retrouvent acculés en mêlée, les Tirailleurs des Sables sauront se défendre comme toute unité légère, mais un général avisé leur enverra des renforts dès que possible.",2021
10903,Derviches de Lancehélion,Lames de Derviche,,,,"Les Derviches de Lancehélion ont érigé la doctrine de mobilité au combat chère à la Maison Martell en un art raffiné. Leur entraînement leur permet d’engager le combat avec fulgurance, de frapper fort puis de se désengager rapidement afin de se repositionner ou de choisir une cible plus opportune.  La danse mortelle de leurs lames tournoyantes a généralement pour effet de déstabiliser l’adversaire au point de limiter ses possibilités de riposte. Même si les Derviches savent tenir la mêlée, il est préférable de toujours les garder en mouvement.",2021
10904,Garde Royale de Lancehélion,Lance Royale,,,,"Les célèbres Gardes Royaux de la maison Martell sont peu nombreux, mais comptent parmi les unités les mieux entraînées de tout Westeros. Leurs techniques de combat les rendent efficaces aussi bien en attaque qu’en défense. Les gardes disposent d’une condition physique qui leur permet de conserver leur mobilité malgré leurs armures, plus lourdes que celles des autres unités Martell. Lorsqu’il s’agit de tenir le centre de l’avant-garde, la Garde Royale de Lancehélion reste sans égal au sein des forces Martell.",2021
10905,Vipères des Dunes,Lance et Filet,,,,"Le paysage dornien évoque une mer de dunes sans fin. Il est facile d’être pris au piège de ses sables mouvants. Néanmoins, cette terre est celle des Vipères des Dunes, qui connaissent chacun de ses grains de sable. Grâce à leur connaissance du terrain, elles excellent dans les tactiques de guérilla. Elles harcèlent l’ennemi, les enserrant dans leurs filets avant de les embrocher de leurs lances. Les Vipères des Dunes donnent leur plein potentiel lorsqu’elles sont associées à une autre unité, mais elles sont capables de se débrouiller seules en cas de besoin.",2021
10906,Éclaireurs des Météores,Cimeterre,,,,"La Maison Dayne est la plus puissante vassale de Dorne. Son siège se situe dans la forteresse des Météores. Les Dayne sont connus pour leurs talents équestres et forment une partie non négligeable des forces montées de la Maison Martell. Les Éclaireurs des Météores sont des cavaliers légers dont la fonction consiste à harceler l’ennemi et à soutenir les unités alliées à proximité. Sous le soleil de plomb du désert, l’arrivée de ces troupes en tuniques violettes constitue un symbole fort pour les amis de la Maison Martell.",2021
10907,Chevaliers des Météores,Lance des Météores,,,,"L’environnement joue un rôle capital dans l’équipement et l’entraînement d’une armée. Sous le soleil brûlant de Dorne, les Chevaliers des Météores de la Maison Dayne, vassaux de la Maison Martell, portent des armures plus légères que la plupart des cavaliers lourds. Ils compensent leur protection moindre par leur vitesse et leur mobilité, ce qui leur permet de fondre sur l’ennemi là où il s’y attend le moins, et de causer des ravages avec leurs lances lors des charges.",2021
10908,Escorte de Sombre Astre,Cimeterre,,,,"La garde personnelle de Ser Gerold Dayne ne porte aucun nom officiel. Elle est simplement connue sous le nom d’Escorte de Sombre Astre, une appellation bien suffisante pour semer la terreur dans les rangs adverses. En effet, l’Escorte est composée de soldats qui marchent dans les pas de Sombre Astre, tant dans leur comportement que dans leur style de combat. Ils semblent surgir de nulle part, fondant généralement sur un flanc mal protégé, puis disparaissent jusqu’à ce qu’une nouvelle ouverture se présente. Pour autant qu’ils aient laissé des survivants, bien entendu.",2021
11001,Coupe-Jarrets,Agression Impitoyable,,,,"Malgré leur équipement léger, les Coupe-Jarrets de la Maison Bolton jouissent d’une réputation de brutalité et d’efficacité impitoyable qui leur permet de répandre la peur dans les rangs de troupes ennemies bien mieux équipées. Leurs masses à pointes peuvent broyer leurs ennemis, mais c’est en tant qu’instruments de terreur qu’elles se révèlent les plus utiles. Les Coupe-Jarrets de la Maison Bolton se plaisent à humilier leurs ennemis vaincus ou, pire encore, à les capturer pour leur faire subir un sort plus terrible encore",2021-S01
11002,Gardes Noirs,Fléau à Pointes,,,,Tous les adversaires des Gardes Noirs de la Maison Bolton ont eu vent de leur cruauté. Leurs terribles fléaux à pointes peuvent défoncer les boucliers les plus solides. Les Gardes Noirs constituent les troupes les plus lourdes des forces de la Maison Bolton et sont donc capables de prendre et de tenir n’importe quelle position sur le champ de bataille.,2021
11003,Archers de Fort Terreur,Volée Impitoyable,Épée Courte,,,"Lorsqu’on parle des pires horreurs de guerre, autant destinées à répandre la terreur qu’à causer des pertes, impossible de ne pas évoquer la Maison Bolton. Les Archers de Fort Terreur font pleuvoir sans retenue de cruelles volées de flèches sur leurs adversaires, sans la moindre considération pour leurs camarades engagés dans la mêlée. Les troupes alliées auront sans doute à déplorer quelques pertes, mais le mépris de toute vie qu’affiche la Maison Bolton ne s’applique pas qu’à leurs ennemis.",2021
11004,Filles du Bâtard,Arc de Pisteur,Lames et Crocs,,,"Dressées à acculer et à abattre la plus lourde des infanteries, les Filles du Bâtard excellent dans les attaques de flanc et dans la traque d’adversaires en fuite. Bien qu’elles ne soient pas assez protégées pour soutenir un assaut prolongé, elles se complaisent à fondre sur les ennemis blessés par les flèches de leurs maîtres. Une forte récompense attend le dresseur qui aura su capturer un officier ennemi afin que Ramsay Bolton puisse « se divertir » après la bataille.",2021
11005,Écorchés,Fléau de Guerre,,,,"Dans la Guerre des Cinq Rois, ceux que l’on nomme les Écorchés forment les rangs d’une cavalerie plus lourde que la plupart de celles combattant sous des bannières pourtant plus prestigieuses. Équipés de robustes armures d’acier (noirci, bien évidemment), de grands boucliers et de lourdes bardes pour leurs chevaux, les Écorchés peuvent effectuer des charges dévastatrices et tenir le front pour un temps limité. Le fléau de guerre, leur arme de prédilection, est capable d’anéantir les meilleures défenses, mais c’est encore leur apparence terrifiante qui constitue leur meilleur atout.",2021-S02
11006,Piquiers de Fort Terreur,Pique d'Empalement,,,,"Entraînés à semer la peur et la panique dans les rangs ennemis, les Piquiers de la Maison Bolton sont dénués de tout sens moral. Leurs heaumes et leurs boucliers sont garnis de pointes afin de renforcer leur aspect terrifiant. Ils sont passés maîtres dans l’art d’infliger des blessures douloureuses, mais non fatales, à leurs adversaires, afin qu’une fois la bataille achevée, les nombreux prisonniers puissent permettre aux bourreaux de la Maison Bolton de s’adonner à leurs plaisirs sadiques.",2021
