Original Name,Translated Name,Translated Description,Version
Order: Sentinel,Ordre : Sentinelle,"**Après qu’une autre unité alliée située à Longue Portée ou moins a été attaquée :**
Cette unité effectue 1 action de Charge ou de Manoeuvre. Si elle Charge, elle doit cibler l’attaquant.",2021
Order: Set an Example,Ordre : Pour l’Exemple,"**Au début de n’importe quel tour :**
Ciblez tous les ennemis situés à Courte Portée ou moins. Ils deviennent **Paniqués**. Lancez un dé. Sur un 6, détruisez Theon. ",2021
Order: Set for Charge,Ordre : Recevoir la Charge,"**Quand cette unité est Chargée avec succès de Front ou de Flanc :**
Si cette unité n’est pas engagée avec un autre ennemi, elle effectue 1 action d’Attaque de Mêlée sur l’attaquant avant que ce dernier ne résolve son
attaque.",2021
Order: Shield Wall,Ordre : Mur de Boucliers,"**Quand un ennemi effectue une Attaque de Mêlée sur cette unité, avant de lancer les dés de Défense :**
Si cette unité est attaquée de Front ou de Flanc, elle bloque +1 Touche pour chacun de ses rangs restants.",2021
Order: Shieldwall,Ordre : Mur de Boucliers,"**Quand un ennemi effectue une Attaque de Mêlée sur cette unité, avant de lancer les dés de Défense :**
Si cette unité est attaquée de Front ou de Flanc, elle bloque +1 Touche pour chacun de ses rangs restants.",2021
Order: Sow Discord,Ordre : Semer la Discorde,"**Au début de n’importe quel tour:**
Ciblez un ennemi situé à Longue Portée ou moins. Il subit un Test de Moral avec −1 pour chacun de ses rangs détruits. Sur un échec, il perd toutes ses Capacités jusqu’à la fin
du round. ",2021
Order: Spread Fear,Ordre : Répandre la Peur,"**Quand un ennemi engagé avec cette unité échoue un Test de Panique :** 
Ciblez 1 autre ennemi situé à Longue Portée ou moins de cette unité. Il subit 1 Test de Panique avec -1 au lancer pour chaque rang restant dans cette unité. S’il échoue, il subit +1 Blessure. ",2021
Order: Stark Fury,Ordre : Fureur des Stark ,"**Quand cette unité effectue une Attaque de Mêlée, avant de lancer les dés d’Attaque :**
Cette Attaque gagne **Frappe Critique** et **Fracasser**. Après avoir résolu cette attaque, cette unité subit 2 Blessures, −1 pour chacun de ses rangs détruits.",2021
Order: Strange Relics,Ordre : Reliques Étranges,"**Quand cette unité est activée :**
Cette unité subit 1 Blessure. Ciblez 1 ennemi situé à Longue Portée ou moins. Il gagne 1 pion État.",2021
Order: Superior Flanking,Ordre : Prise de Flanc Avancée,"**Quand une unité alliée située à Longue Portée effectue une attaque, avant de lancer les dés d’Attaque :**
Si elle attaque le défenseur de Flanc ou de Dos, ce dernier devient **Paniqué** et **Vulnérable**.",2021
Order: Supply Aid,Ordre : Assistance,"**Au début d’un tour allié :**
Cette unité subit jusqu’à 3 Blessures. Soignez ce nombre de Blessures +1 d’une autre unité alliée située à Longue Portée ou moins. ",2021
Order: Swift Retreat,Ordre : Repli Éclair,"**Après qu’un ennemi a résolu une Attaque de Mêlée sur cette unité :**
Cette unité effectue 1 action de Repli.",2021
Order: Tactical Reposition,Ordre : Repositionnement Tactique,"**Au début d’un tour ennemi :**
Ciblez 1 unité alliée située à Courte Portée ou moins. Elle se décale de 3’’.",2021
Order: Taking a New Name,Ordre : Un Nouveau Nom,"**Au début d’un tour allié :** 
Détruisez cette figurine et remplacez-la par 1 Attachement d’Infanterie détruit. Cet Attachement gagne **Ordre : Un Nouveau Nom**. Cet Ordre est considéré comme déjà utilisé ce round-ci.",2021
Order: Taunt,Ordre : Provocation,"**Quand un ennemi situé à Courte Portée ou moins est activé :**
Si cet ennemi peut Charger cette unité, il effectue 1 Test de Moral avec −1 au lancer pour chaque rang restant dans cette unité. S’il échoue, il effectue 1 action de Charge sur cette unité *(cela compte comme son action du tour)*.",2021
Order: Thenn Supremacy,Ordre : Suprématie des Thenns,"**Après qu’un ennemi a résolu une attaque sur cette unité :**
Ciblez l’attaquant. Il subit 1 Test de Panique. Pour chaque rang restant dans cette unité, l’attaquant subit −1 au lancer et +1 Blessure.",2021
Order: Threaten,Ordre : Menacer,"**Quand cette unité est activée :**
Ciblez 1 ennemi situé à Longue Portée ou moins. Il devient **Affaibli**. ",2021
Order: To The Last!,Ordre : Jusqu’au Dernier !,"**Quand cette unité doit être détruite :**
Cette unité effectue 1 Test de Moral.
Si elle réussit, elle n’est pas détruite et reste en jeu avec 1 Blessure, puis devient **Paniquée** et **Vulnérable**.",2021
Order: Trapper’s Tools,Ordre : Outils de Trappeur,"**Au début de n’importe quel tour :**
Ciblez 1 ennemi engagé avec cette unité. Pour chaque pion Pillage sur cette unité, cet ennemi devient **Vulnérable** ou **Paniqué**.",2021
Order: Trophy Collecting,Ordre : Collecte de Trophées,"**Après qu’une unité alliée a résolu une Attaque de Mêlée, si elle a détruit un rang ennemi :**
Dans votre paquet ou défausse Tactique, cherchez une carte de Général Clinquefrac et jouez-la. Mélangez votre paquet Tactique.",2021
Order: Unsuspecting Charge,Ordre : Charge Imprévisible,"**Quand une unité alliée à Longue Portée ou moins est activée :**
Cette unité ne peut pas être la cible d’Ordres ou de cartes Tactique ennemis ce tour-ci. Son action du tour doit être une Charge.",2021
Order: War Cry,Ordre : Cri de Guerre,"**Au début d’un tour allié :**
Cette unité effectue 1 Test de Moral.
Si elle réussit, ciblez 1 ennemi situé à Longue Portée ou moins. Il devient **Paniqué** ou **Vulnérable**.",2021-S02
Orders Of The Crown,Ordres de la Couronne,"Chaque fois qu’une UNC alliée s’empare de [CROWN], vous pouvez remplacer l’effet de cette zone par :
*L’unité de Preston Verschamps effectue une action de Manoeuvre ou de Marche.* ",2021
Orders Of The Crown (Cortnay Penrose),Ordres de la Couronne ,"Chaque fois qu’une UNC alliée s’empare de [CROWN], vous pouvez remplacer l’effet de cette zone par :
*L’unité de Cortnay Penrose effectue une action de Manoeuvre ou de Marche.* ",2021
Orders Of The Crown (Preston Greenfield),Ordres de la Couronne ,"Chaque fois qu’une UNC alliée s’empare de [CROWN], vous pouvez remplacer l’effet de cette zone par :
*L’unité de Preston Verschamps effectue une action de Manoeuvre ou de Marche.* ",2021
Orders of the Crown (Joffrey Baratheon),Ordres de la Couronne,"Chaque fois qu’une UNC alliée s’empare de [CROWN], vous pouvez remplacer l’effet de cette zone par :
*L’unité de Joffrey Baratheon effectue une action de Manoeuvre ou de Marche.* ",2021-S02
Outflank,Attaque de Flanc,"Vous pouvez laisser cette unité hors de la table *(en Réserve)* au lieu de la déployer. Au début de n’importe quel round, si vous n’êtes pas le premier joueur, vous pouvez déployer 1 unité en Réserve, non activée, entièrement à Courte Portée ou moins d’un bord de table allié ou d’un flanc de table.",2021-S02
Outrider’s Bow,Arc de Cavalerie,"Si cette unité n’a pas effectué la Manoeuvre octroyée par la Capacité Cavalerie ce tour-ci, cette attaque gagne +1 pour Toucher et devient [LONG RANGE],",2021
Pathfinder,Éclaireur,"Cette unité ignore les mots-clés suivants : Dangereux, Difficile et Entravant.",2021
Perseverance and Valor,Persévérance et Valeur,"Chaque fois que cette unité effectue
une Attaque de Mêlée, avant de lancer les dés d’Attaque, elle soigne 1 de ses Blessures.",2021
Pillage,Pillage,"Après avoir résolu une Attaque de Mêlée, cette unité gagne 1 **pion Pillage** par rang ennemi détruit lors de l’Attaque. Cette unité ne peut jamais avoir plus de 2 pions Pillage.",2021
Pirate’s Blades,Lames de Pirate,"• **Précision**
• Lance +1 dé d’Attaque pour chaque pion Pillage sur cette unité.
• Si cette unité possède 2 pions Pillage, elle lance toujours sa valeur de dés d’Attaque la plus élevée.",2021
Playing The Game,Jouer le Jeu ,"Cersei commence la partie avec 2 pions Ordre.
Quand Cersei s’empare d’une zone, vous pouvez retirer 1 pion Ordre de cette carte. Si vous le faites, effectuez ce qui suit :
Si vous contrôlez [CROWN], cherchez 1 exemplaire de **Je Rugis !** dans votre paquet ou défausse Tactique et ajoutez-le à votre main. Mélangez votre paquet Tactique.
Si vous contrôlez [MONEY], cherchez 1 exemplaire de **Soumission au Pouvoir** dans votre paquet ou défausse Tactique et ajoutez-le à votre main. Mélangez votre paquet Tactique.",2021
Poisoned Gifts,Cadeaux Empoisonnés,"Si cette unité possède Pillage, elle est déployée avec 2 pions Pillage.
Quand elle effectue une action, avant de résoudre celle-ci, elle subit 1 Blessure.",2021
Poisoned Tridents,Tridents Empoisonnés,"Avant de lancer les dés d’Attaque, choisissez 1 option :
• Le défenseur devient **Affaibli**.
• Attachez 1 carte **Poison des Paludiers** au défenseur.",2021
Precision,Précision,Les Attaques de Mêlée de cette unité gagnent **Précision**.,2021
Predator's Instincts,Instinct du Prédateur,"Chaque fois que cette unité Charge, elle subit une Charge Désordonnée sur des résultats de 1 ou 2. Quand elle Charge cette unité, l’unité de Change-peau de
cette figurine peut relancer n’importe quels dés de Distance de Charge.",2021
Prey On Fear,Se Nourrir de la Peur,"Chaque fois qu’un ennemi engagé avec cette unité échoue un Test de Panique, cette unité soigne 2 de ses Blessures. ",2021
Price of Honor,Le Prix de l'Honneur,"Au début de n’importe quel tour, vous pouvez détruire Eddard. Si vous le faites, ciblez 1 UNC ennemie. Cette UNC ne peut pas être activée et perd toutes ses Capacités jusqu’à la fin du round.",2021
Protection Of The Crown,Protection de la Couronne,"Tant que vous contrôlez [CROWN], chaque fois que cette unité est attaquée, elle peut relancer n’importe quels dés de Défense.",2021
Proxy Orders,Ordres de Mission,"Chaque fois que Doran Martell s’empare d’une zone, vous pouvez remplacer l’effet de celle-ci par :
*Choisissez 1 option :*
• *L’unité d’Areo Hotah peut effectuer 1 Pivot puis 1 action de Marche.*
• *L’unité d’Areo Hotah peut effectuer 1 action de Repli.*",2021
Pulling Weeds,Arracher les Mauvaises Herbes,"Quand Olenna s’empare d’une zone, ciblez 1 UNC ennemie et choisissez 1 option :
• Cette UNC perd toutes ses Capacités jusqu’à la fin du round.
• Si cette UNC s’empare d’une zone ce round-ci, avant de résoudre l’effet de cette dernière, ciblez 1 Unité Combattante ennemie. Elle subit D3 Touches et devient **Affaiblie**.",2021
Pummeling Fists,Dérouillée,"• **Frappe Critique**
• **Fracasser**",2021
Queen's Influence,Influence de la Reine,"Tommen commence la partie avec 2 pions Ordre sur sa carte.
Chaque fois que Tommen s’empare d’une zone, vous pouvez retirer 1 pion Ordre de cette carte. Si vous le faites, effectuez ce qui suit :
Si vous contrôlez [CROWN], cherchez 1 exemplaire d’**Allégeance à la Couronne** dans votre paquet ou défausse Tactique et ajoutez-le à votre main. Mélangez votre paquet Tactique.
Si vous contrôlez [MONEY], cherchez 1 exemplaire de **Pot-De-Vin** dans votre paquet ou défausse Tactique et ajoutez-le à votre main. Mélangez votre paquet Tactique.",2021
Queen's Promises,Promesses de Reine,"**Influence** *(Quand cette unité s’empare d’une zone, attachez cette carte à une Unité Combattante jusqu’à la fin du round) :*
Tant que cette carte Influence une unité alliée, elle gagne +1 à ses lancers de Test de Moral pour chaque pion Pillage sur sa carte.
Si cette unité possède 2 pions Pillage, elle subit −1 Blessure lorsqu’elle échoue un Test de Panique.",2021
R'hllor's Magics,La Magie de R'hllor,"Moqorro commence la partie avec 2 pions Ordre sur sa carte.
Chaque fois que Moqorro s’empare d’une zone, vous pouvez dépenser 1 pion Ordre de sa carte. Si vous le faites, regardez la première carte de n’importe quel paquet Tactique. Vous pouvez ensuite mélanger ce paquet Tactique.
Une fois par partie, quand Moqorro s’empare d’une zone, vous pouvez remplacer l’effet de cette zone par :
*Remettez en jeu 1 Attachement déjà détruit et attachez-le à une Unité Combattante alliée, en remplaçant normalement une figurine, mais en ignorant les restrictions d’Attachement.*",2021
Raided Armaments,Équipement de Pillard,"Pour chaque pion Pillage sur cette unité, elle gagne +1 à ses lancers de dés de Défense.",2021
Rally Cry,Cri de Ralliement,"Chaque fois que cette unité effectue une Attaque de Mêlée, avant de lancer les dés d’Attaque, ciblez 1 autre unité alliée située à Longue Portée ou moins. Elle soigne 2 de ses Blessures.",2021
Rally Point,Point de Ralliement,Les unités alliées situées à Courte Portée ou moins peuvent utiliser la valeur de Moral de cette unité pour tous leurs Tests de Moral.,2021
Rampage,Saccage,"• **Frappe Critique**
• **Fracasser**
• Avant de lancer les dés d’Attaque, le défenseur devient **Paniqué**.",2021-S01
Ranging Specialist (Benjen),Patrouilleur Expert ,Benjen ne peut être attaché qu'à des unités de Patrouilleurs.,2021
Raven Tending,S'occuper des Corbeaux,"Wendamyr commence la partie avec 1 pion Ordre.
Au début d’un tour allié, vous pouvez retirer 1 pion Ordre de Wendamyr. Si vous le faites, choisissez 1 option :
• Piochez 1 carte Tactique et soignez 2 Blessures de 1 Unité Combattante alliée.
• 1 Unité Combattante alliée se décale de 3’’.
Quand Wendamyr s’empare d’une zone, vous pouvez remplacer l’effet de celle-ci par :
*Placez 1 pion Ordre sur Wendamyr.*",2021
Reaper’s Fervor,Ferveur du Faucheur,"• **Cruel**
• Quand un ennemi échoue un Test de Panique provoqué par cette attaque, choisissez 1 option. Pour chaque pion Pillage sur cette unité, choisissez-en une de plus. Le même effet peut être choisi plusieurs fois :
   • Cet ennemi subit +1 Blessure.
   • Cette unité se soigne de 1 Blessure.",2021-S02
Reaver Axes,Haches de Ravageurs,"• **Fracasser**
• Gagne +1 au Toucher pour chaque pion Pillage sur cette unité.",2021
Reckless Strikes,Frappes Téméraires,Les Attaques de Mêlée de cette unité gagnent **Frappe Critique** et **Précision**. Cette unité subit 1 Blessure pour chaque résultat de 1 sur les dés d’Attaque. ,2021
Recruitment,Recrutement,"Chaque fois que Yoren s’empare d’une zone, avant de résoudre l’effet de cette zone, placez 1 pion Ordre sur sa carte.
Chaque fois que Yoren s’empare de [CROWN], vous pouvez remplacer l’effet de cette zone par :
*Placez 1 pion Ordre sur Yoren.*
Chaque fois que Yoren s’empare d’une zone, vous pouvez remplacer l’effet de cette zone par :
*Retirez 4 pions Ordre de Yoren. Si vous le faites, déployez 1 unité de Conscrits entièrement à Longue Portée ou moins d’un bord de table allié.*",2021
Refuge and Supplies,Refuge et Ravitaillement,"Une fois par partie, au début de n’importe quel tour, vous pouvez soigner 2 Blessures sur 1 unité alliée.
Chaque fois que Craster s’empare d’une zone, vous pouvez remplacer l’effet de celle-ci par :
*Piochez 1 carte Tactique et soignez 2 Blessures sur 1 Unité Combattante alliée.*",2021
Regroup,Regroupement,"Après avoir résolu une action de Repli, cette unité soigne 2 de ses Blessures, +1 pour chacun de ses rangs détruits.",2021
Reinforcements,Renforts,"Chaque fois que cette unité est activée, elle soigne 1 de ses Blessures. Si vous contrôlez [CROWN], soignez +1 Blessure.",2021
Relentless,Acharné,"Après avoir été attaquée, cette unité peut effectuer une action d'Attaque de Mêlée.",2021-S02
Renly's Protector,Protecteur de Renly,"Après que l’unité de Renly Baratheon a été attaquée, cette unité effectue 1 action d’Attaque ou de Charge sur l’attaquant, si possible. ",2021
Renly’s Retinue,Escorte de Renly,"Cette unité comprend 8 figurines *(Renly compris)*, possède 8 Blessures et 2 Rangs.",2021
Repeating the Words,Répétant les Mots,"Une fois par partie, quand Sansa est activée, vous pouvez renvoyer 1 carte Tactique de votre défausse dans votre main.
Chaque fois que Sansa s’empare d’une zone, vous pouvez remplacer l’effet de cette zone par :
*Renvoyez 1 carte Tactique de votre défausse dans votre main.*",2021
Resolute Strikes,Frappe Résolue,"• **Frappe Critique**
• Gagne +1 pour Toucher pour chaque rang détruit de cette unité.",2021
Rest and Refuge,Le Gîte et le Couvert,"Quand Craster s’empare des zones suivantes, leurs effets sont modifiés comme suit :
[MONEY] : *Au lieu de soigner des Blessures de 1 unité, vous pouvez soigner un total de 3 Blessures sur n’importe quelles Unités Combattantes alliées.*
[SWORDS] : *L’unité ciblée compte comme ayant +1 rang restant pour déterminer ses dés d’Attaque.*
[HORSE] : *L’unité ciblée se déplace avec +1 [MOVEMENT].*",2021
"Rise Again, Blade in Hand","Se Relever, la Lame à la Main","Une fois par partie, quand Balon s’empare d’une zone, vous pouvez remplacer l’effet de celle-ci par :
*Redéployez 1 Unité Combattante précédemment détruite entièrement à Longue Portée ou moins d’une Zone de Déploiement alliée ou entièrement à Courte Portée ou moins d’un Flanc de table. Elle se déploie activée, avec tous les pions Pillage qu’elle possédait.*",2021
"Rise Again, Harder and Stronger","Se Relever, Plus Dur à la Peine et Plus Vigoureux","**Areon ne peut influencer que des unités Greyjoy.**
**Influence** *(Quand cette unité s’empare d’une zone du Tableau Stratégique, attachez cette carte à une Unité Combattante jusqu’à la fin du round)* :
Tant que cette carte Influence une unité, chaque fois que celle-ci effectue une action, elle se soigne de 1 Blessure avant de résoudre son action.
Quand cette unité détruit un ennemi lors d’une Attaque de Mêlée, elle se soigne de 1 Blessure pour chacun de ses rangs détruits.",2021
Rock Volley,Tir de Rocher,"• Ne peut pas attaquer des unités Individuelles.
• Peut attaquer des ennemis sans restriction de Portée et de Ligne de Vue.
• Si l’attaque génère des Touches, au lieu de lancer les dés de Défense, le défenseur subit 1 Blessure, +1 pour chacun de ses rangs restants.",2021
Roose's Vassal,Vassal de Roose,Cette figurine compte comme Roose Bolton pour tous les effets de jeu.,2021
Ruthless Aggression,Agression Impitoyable,"• **Cruel**
• En attaquant des ennemis qui n’ont pas été activés ce tour-ci, peut relancer les dés d’Attaque et 4+ le défenseur devient **Vulnérable**.",2021
Ruthless Volley,Volée Impitoyable,"• Cette attaque ignore les unités et les Terrains pour déterminer sa Ligne de Vue.
• Contre un ennemi engagé, cette attaque gagne **Précision** et peut relancer n’importe quels dés d’Attaque. Vos unités alliées engagées avec cet ennemi subissent 1 Blessure.",2021
Sabotage and Subvert,Sabotage et Subversion,"Une fois par partie, au début de n’importe quel tour, votre adversaire peut infliger 1 Blessure à cette unité *(retirez cette figurine)*. S’il le fait, il place 1 pion État sur cette unité, et celle-ci ne peut plus utiliser d’Ordres ou être ciblée par des cartes Tactique alliées ce tour-ci. ",2021
Sacrifice For The Cause,Sacrifice pour la Cause,"Au début de n’importe quel tour, si Qhorin n’est pas sur le Tableau Stratégique, vous pouvez le détruire. Si vous le faites, ciblez une unité ennemie. Cet ennemi ne peut ni être activé ni effectuer d’actions ce tour-ci. ",2021
Sacrifice To The Lord Of Light,Sacrifice au Seigneur de la Lumière,"**Influence** *(Quand cette unité s’empare d’une zone, attachez cette carte à une Unité Combattante jusqu’à la fin du round)* :
Quand Mélisandre Influence une unité alliée, vous pouvez faire subir 2 Blessures et 1 Test de Panique à celle-ci. Si vous le faites, ciblez 1 Unité Combattante ennemie. Cet ennemi subit 1 Test de Panique avec −2 au lancer et +2 Blessure en cas d’échec.
Tant que Mélisandre Influence une unité alliée, celle-ci est une unité R’hllor et ses Attaques de Mêlée gagnent **Cruel**.",2021
Sacrifice for the King,Sacrifice pour le Roi,"Au début de n’importe quel round, vous pouvez activer Cressen. Si vous le faites, détruisez Cressen à la fin du round.",2021
Sadistic Butchery,Boucherie Sadique,"**Influence** *(Quand cette unité s’empare d’une zone, attachez cette carte à une Unité Combattante jusqu’à la fin du round).*
Tant que cette carte influence une unité alliée, les Attaques de Mêlée de cette unité gagnent **Soif de Massacre** :
*Après que cette unité a résolu une Attaque de Mêlée, si le défenseur a subi des Blessures, cette unité soigne 1 de ses Blessures, +1 supplémentaire pour chaque rang détruit du défenseur.*",2021
Sadistic Mutilation,Mutilation Sadique,"Après que cette unité a résolu une Attaque de Mêlée, vous pouvez dépenser 1 pion **Affaibli** du défenseur. Si vous le faites, détruisez 1 Attachement d’Infanterie du défenseur. ",2021
Samwell's Influence,Influence de Samwell,"Gilly n’est pas activée chaque round.
Une fois par partie, au début d’un tour  allié, vous pouvez activer Gilly. N’activez  pas d’autres unités ce tour-ci.",2021
Savage Mauling,Mutilation Sauvage ,"• **Fracasser**
• **Cruel**
• Gagne +1 dé d’Attaque pour chaque Blessure qu’a subie cette unité.",2021
Savage Mauling (Bear),Mutilation Sauvage ,Les défenseurs ne lancent pas de dés de Défense.,2021
Scholar Among Raiders,Érudit au Sein des Pillards,"Rodrik Commence la partie avec 2 pions Ordre.
Au début de n’importe quel tour, vous pouvez retirer 1 pion Ordre de cette carte. Si vous le faites, choisissez n’importe quel nombre de cartes Tactique dans votre main et mettez-les de côté. Ensuite, piochez ce même nombre de cartes +1. Enfin, mélangez les cartes mises de côté dans votre paquet Tactique.",2021
Scimitar,Cimeterre,• **Frappe Critique**,2021
Shared Fear,Peur Partagée,"Chaque fois que cette unité échoue un Test de Panique, tous les ennemis à
Courte Portée ou moins de cette unité deviennent **Paniqués**.",2021
Shifting Loyalties,Loyautés Changeantes,"Alester commence la partie avec 3 pions Ordre sur sa carte.
Chaque fois qu’Alester s’empare d’une zone, après en avoir résolu l’effet, vous pouvez retirer 1 de ses pions Ordre. Si vous le faites, déplacez-le vers une zone libre ou échangez de zone avec n’importe quelle autre UNC.",2021
Sic 'Em,Niaq'Les,"Cette unité peut relancer n’importe quels dés de Distance de Charge.
Les ennemis Chargés avec succès deviennent **Paniqués**.",2021
Skillful Preparations,Préparations Méticuleuses,"**Influence** *(Quand cette unité s’empare d’une zone, attachez cette carte à une Unité Combattante jusqu’à la fin du round)* :
Tant que cette carte est attachée, chaque fois que l’unité Influencée est ciblée par une zone Stratégique, avant de résoudre l’effet de celle-ci, vous pouvez piocher 1 carte Tactique.",2021
Smuggler's Cunning,Ruse du Contrebandier,"Davos commence le jeu avec 3 pions Ordre sur sa carte.
Chaque fois qu’une unité alliée Charge, après avoir lancé les dés de Distance de Charge, vous pouvez retirer 1 pion Ordre de Davos. Si vous le faites, vous pouvez relancer n’importe quels dés de Distance de Charge.
Chaque fois qu’une unité alliée est activée, vous pouvez retirer 1 pion Ordre de Davos. Si vous le faites, jusqu’à la fin du tour, les ennemis engagés avec cette unité ne peuvent pas utiliser d’Ordres ou être ciblés par des cartes Tactique alliées.",2021
Solo Rider,Cavalier Solitaire,"• Cette unité possède 3 Blessures.
• Au début de son activation, cette unité peut effectuer 1 action de Manoeuvre ou de Repli.",2021
Southern Discipline,Discipline du Sud,"Une fois par partie, au début de n’importe quel round, cherchez 1 exemplaire de **Tactique de Coordination** ou de **Regroupement en Formation** dans votre paquet ou défausse Tactique et ajoutez-le à votre main. Mélangez votre paquet Tactique.",2021
Southern Knowledge,Connaissances du Sud,"Une fois par partie, au début de n’importe quel tour, ciblez une unité ennemie à Longue Portée ou moins. Jusqu’à la fin du tour, elle perd toutes ses Capacités et ne peut pas être ciblée par des cartes Tactiques alliées.",2021
Spear & Net,Lance et Filet,"Une fois cette attaque résolue, le défenseur devient **Affaibli**.",2021
Spear and Maul,Piques et Lacérations,"• **Cruel**
• **Fracasser**
• **Précision**",2021
Spearwife Council,Conseil de Piqueuse,"Chaque fois que Della s’empare d’une zone, résolvez les effets suivants en fonction de la zone :
[CROWN] : 1 ennemi devient **Affaibli**.
[MONEY] : Au lieu de retirer un pion État, ciblez 1 ennemi engagé avec cette unité. Il subit 1 Touche, +1 Touche pour chacun des rangs restants dans cette unité.
[LETTER] : Au lieu de piocher des cartes, regardez les 2 premières cartes du paquet Tactique de votre adversaire. Vous pouvez défausser une de ces cartes. Ensuite, remettez la carte restante au sommet du paquet Tactique.",2021
Spearwife's Guile,Ruse de  Piqueuse,"**Influence** *(Quand cette unité s’empare d’une zone, attachez cette carte à une Unité Combattante jusqu’à la fin du round)* :
Tant que cette carte Influence une unité alliée, celle-ci gagne +1 [MOVEMENT] et ignore les mots-clés Difficile et Entravant.
Tant que cette carte Influence une unité ennemie, celle-ci subit −1 [MOVEMENT] et déclenche une Charge Désordonnée sur des résultats de 1 ou 2.",2021
Spiked Flail,Fléau à Pointes,• **Cruel**,2021
Spotter,Guetteur,"Quand elles attaquent des ennemis situés à Longue Portée ou moins de cette unité, les unités Machines de Guerre alliées peuvent relancer n’importe quels dés d’Attaque.",2021
Stag’s Fury,Fureur du Cerf,"Cette attaque gagne les effets suivant en fonction du round de jeu *(ces effets sont cumulatifs)* :
• **2+ : Frappe Critique**
• **3+ : Cruel**
• **4+ : Fracasser**
• **5+ :** inflige +1 Touche pour chaque rang restant de cette unité.",2021
Stake Building,Pose de Pieux,"Une fois par partie, au début de n’importe quel round, placez à 2’’ ou moins de cette unité 1 élément de Terrain Pieux doté des mots-clés Dangereux et Destructible. Cet élément ne peut pas chevaucher d’autres Terrains ou des unités.",2021
Stake Mountings,Pieux Défensifs,"Quand cette unité est Chargée avec succès, avant que l’attaquant n’effectue son Attaque de Mêlée, il subit D3+1 Blessures.",2021
Stalwart,Vaillance,Cette unité gagne +2 à ses lancers de Test de Moral.,2021
Stand Your Ground!,Tenez la Position !,"Chaque fois qu’un ennemi effectue une Attaque de Mêlée sur cette unité, si cette dernière n’est engagée qu’avec 1 seul ennemi, cet ennemi ne gagne pas de bonus de Charge, de Flanc ou de Dos.",2021
Starfall Lance,Lance des Météores,"• **Fracasser**
• En Chargeant, lancez +2 dés d’Attaque pour chaque rang restant dans cette unité.
• En attaquant un ennemi de Flanc ou de Dos, avant de lancer les dés d’Attaque, cet ennemi devient **Paniqué** et **Affaibli**.",2021
Stomp,Écrasement,"• **Cruel**
• Les défenseurs ne lancent pas de dés de Défense.
• Lors de la Charge, gagne +1 dé d’Attaque pour chaque rang restant dans l’unité du défenseur.",2021
Stubborn Tenacity,Ténacité Acharnée,"Chaque fois que cette unité réussit un Test de Panique, 1 ennemi engagé avec elle subit 1 Blessure.",2021
Sundering,Fracasser,Les Attaques de Mêlée de cette unité gagnent **Fracasser**.,2021
Sunspear Secrets,Secrets de Lancehélion,"Chaque fois que Doran Martell s’empare de la zone correspondante pour le round, placez 1 pion Ordre sur cette carte.
• Round 1 : s’empare de [MONEY] ou [SWORDS] 
• Round 2 : s’empare de [CROWN] ou [OASIS]
• Round 3 : s’empare de [LETTER] ou [HORSE]
• Round 4 : s’empare de [CROWN] ou [SWORDS]
• Round 5 : s’empare de [MONEY] ou [OASIS]
• Round 6 : s’empare de [LETTER] ou [HORSE]
À la fin de chaque round, s’il y a 4+ pions Ordre sur Doran Martell, gagnez 2 Points de Victoire.",2021
Superior Numbers,Supériorité Numérique,Cette unité peut relancer ses dés d’Attaque de Mêlée quand elle attaque un ennemi qui possède moins de rangs restants.,2021
Support Of Haystack Hall,Soutien du Fenil,"Chaque fois que Shyra s’empare de [CROWN], soignez 1 Blessure de 1 Unité Combattante alliée.
Chaque fois que Shyra s’empare de [LETTER], retirez 1 pion État de 1 Unité Combattante alliée.
Chaque fois que Shyra s’empare de [MONEY], si vous retirez un pion, placez 1 pion État du même type sur 1 Unité Combattante ennemie.",2021
Swift Strike,Frappe Éclair,"Une fois cette attaque résolue, cette unité peut effectuer 1 action de Repli.",2021
Tactical Mastermind,Tacticien de Génie,"Votre limite de cartes Tactique est augmentée de 1. Vous commencez la partie avec 4 cartes et pouvez piocher jusqu’à avoir 4 cartes quand vous refaites votre main.
Une fois par partie, quand un adversaire joue une carte Tactique, avant de résoudre celle-ci, vous pouvez chercher 1 exemplaire de **Contre-Complot** dans votre paquet ou défausse Tactique et le jouer. Mélangez votre paquet Tactique.",2021
Tactical Strike,Frappe Tactique,"• **Fracasser**
• Tant que vous contrôlez [LETTER], cette attaque utilise sa valeur de dé d’Attaque la plus élevée.",2021
The King Is Dead!,Le Roi Est Mort !,"Quand Mance est détruit, votre adversaire gagne +2 Points de Victoire et chacune de vos unités situées à Longue Portée ou moins devient **Paniquée**.",2021-S02
The Late Walder Frey,Walder Frey le Tardif,"Vous ne pouvez activer Walder que si vous ne disposez d’aucune autre unité à activer ce round-ci. 
Chaque fois que Walder s’empare d’une zone, vous pouvez remplacer l’effet de celle-ci par celui de n’importe quelle autre zone. Si Walder s’empare de [CROWN], vous pouvez remplacer l’effet de cette zone par : 
*1 ennemi devient **Affaibli**. 1 unité alliée soigne 2 de ses Blessures. Au début du prochain round, vous devenez le Premier Joueur.* ",2021
The Mountain That Rides,La Montagne à Cheval,"• Cette unité possède 4 Blessures.
• Au début de son activation, cette unité peut effectuer 1 action de Manoeuvre.",2021
