Id,Deck,Name,Text,Version
40505,Nachtwache Basisdeck,"Das Licht, das den Morgen bringt","**Sobald eine befreundete Einheit einen
Nahkampfangriff durchführt, bevor
die Angriffswürfel geworfen werden:**

Bei diesem Angriff dürfen beliebig viele
Fehlschläge neu geworfen werden.

Falls diese Karte eine Nachtwache-Einheit zum Ziel hat, lege diese Karte bis zum Ende der Partie an jene Einheit an.

Solange diese Karte an dieser Einheit
anliegt, sobald sie Feinde mit mehr
verbleibenden Schlachtreihen angreift,
verwendet sie bei ihren Angriffen
ihren höchsten Angriffswürfelwert.",2021
40506,Nachtwache Basisdeck,Das Schwarz anlegen,"**Sobald eine feindliche
Einheit vernichtet wird:**

Bestimme 1 befreundete
Nachtwache-Infanterie-Einheit
innerhalb **Kurzer Reichweite** zum
Ziel. Jene Einheit heilt 4 **Wunden**.
Du darfst 1 Infanterie-Verstärkung
von dem vernichteten Feind
nehmen und sie an jene Einheit
anlegen *(ersetze wie gewohnt eine
Figur in jener Einheit, aber ignoriere die
üblichen Verstärkungsbeschränkungen)*.",2021
40507,Nachtwache Basisdeck,Und nun ist seine Wache zu Ende,"**Zu Beginn eines beliebigen Zuges:**

Lege diese Karte an eine befreundete
Nachtwache-Einheit an.

Solange diese Karte an dieser
Einheit anliegt, sobald eine andere
befreundete Nachtwache-Einheit
vernichtet wird, darfst du diese Karte
ablegen. Falls du das tust, bewege
1 befreundete angelegte Taktikkarte
von jener Einheit zu dieser Einheit.
Diese Einheit führt dann 1 Angriffs-,
Manöver- oder Marschaktion durch.",2021
40508,Jeor Mormont,Und meine Wache beginnt,"**Sobald eine befreundete Nachtwache-
Kampfeinheit aktiviert wird:**

Jene Einheit legt 1 Moralprobe ab. Bei
Bestehen wähle 1 der folgenden Effekte:

• Durchsuche dein Taktikdeck nach
1 beliebigen Taktikkarte und füge sie
deiner Hand hinzu. Lege dann 1 Karte
ab. Mische danach dein Taktikdeck.

• Durchsuche dein Taktikdeck oder deinen Ablagestapel nach 1 beliebigen Taktikkarte, die an diese Einheit angelegt werden kann, und lege sie an diese Einheit an. Mische danach dein Taktikdeck.",2021
40509,Jeor Mormont,Auf meinem Posten leben und sterben,"**Sobald eine befreundete Einheit
eine Moralprobe besteht:**

Alle Feinde, die mit jener Einheit im
Nahkampf sind, werden **Verwundbar**.
Falls diese Karte eine Nachtwache-Einheit zum Ziel hat, lege diese Karte bis zum Ende der Partie an
Jene Einheit an.
Solange diese Karte an dieser
Einheit anliegt, kann sie ihre
letzte verbleibende Figur nicht
verlieren, wenn sie an einer
Panikprobe scheitert *(sie kann nur auf
1 verbleibende Figur reduziert werden)*.",2021
40510,Jeor Mormont,Die Nacht sinkt herab,"**Zu Beginn eines beliebigen Zuges:**

Bestimme 1 befreundete Nachtwache-Einheit, die im Nahkampf ist, zum Ziel. Jene Einheit legt 1 Moralprobe ab. Bei Bestehen lege diese Karte bis zum Ende der Partie an sie an.
Solange diese Karte an dieser Einheit anliegt, immer wenn ein Feind einen Nahkampfangriff auf sie durchführt, bevor die Angriffswürfel geworfen werden, erleidet der Angreifer 1 Treffer, +1 Treffer für jede verbleibende Schlachtreihe dieser Einheit.",2021-S03
40511,Jon Schnee,Sie soll nicht enden vor meinem Tod,"**Sobald eine befreundete Kampfeinheit
von einem Nahkampfangriff
vernichtet werden würde:**

Bevor jene Einheit entfernt wird,
führt sie 1 Nahkampfangriffsaktion
auf den Angreifer durch und
verwendet dabei ihren niedrigsten
Angriffswürfelwert. Falls diese Karte
Jon Schnees Einheit zum Ziel hat,
erhält sie +2 Angriffswürfel.

Falls dieser Angriff den Verteidiger
vernichtet, wird deine befreundete
Einheit nicht vernichtet, sondern
verbleibt mit 1 Figur im Spiel.",2021
40512,Jon Schnee,"Steht vereint, Brüder!","**Zu Beginn eines beliebigen Zuges:**

Bestimme 1 befreundete
Kampfeinheit zum Ziel. Entferne
bis zu 4 Figuren *(insgesamt)*
von anderen befreundeten
Kampfeinheiten innerhalb
**Langer Reichweite**. Heile ebenso
viele **Wunden** dieser Einheit.

Falls diese Karte Jon Schnees
Einheit zum Ziel hat, darf
sie +2 **Wunden** heilen *(ohne
Figuren zu entfernen)*.",2021
40513,Jon Schnee,Für die Wache!,"**Zu Beginn eines beliebigen Zuges:**

Bestimme 1 befreundete Kampfeinheit zum Ziel. Sie darf in diesem Zug alle Würfel für die Bewegungsweite des Ansturms neu werfen.

Falls diese Karte eine Nachtwache-Einheit zum Ziel hat, lege diese Karte bis zum Ende der Partie an jene Einheit an.

Solange diese Karte an dieser Einheit anliegt, immer wenn sie von der [HORSE]-Zone zum Ziel bestimmt wird, darfst du den Effekt jener Zone ersetzen durch:

*Diese Einheit führt 1 Ansturmaktion durch.*",2021-S01
40514,Allisar Thorn,Erbärmlicher Versuch,"**Sobald eine befreundete Einheit
eine Panikprobe besteht, wenn
sie mit einem Nahkampfangriff
angegriffen worden ist:**

Bestimme den Angreifer
zum Ziel. Er erleidet 2 Treffer
für jede verbleibende
Schlachtreihe dieser Einheit.

Falls der Verteidiger
Allisars Einheit war, wird
er zudem **Geschwächt**.",2021
40515,Allisar Thorn,Schwächen erkennen,"**Nachdem eine feindliche Kampfeinheit
eine Aktion abgeschlossen hat:**

Jener Feind wird
**Verwundbar** und **Panisch**.

Lege diese Karte bis zum Ende
der Runde an jenen Feind an.
Solange diese Karte an diesem
Feind anliegt, solange Allisar
Thorns Einheit ihn angreift, verliert
er alle Fähigkeiten und kann
nicht zum Ziel von befreundeten
Taktikkarten bestimmt werden.",2021
40516,Allisar Thorn,Der Preis des Versagens,"**Sobald eine befreundete Einheit einen Angriff durchführt, bevor die Angriffswürfel geworfen werden:**

Alle Ergebnisse des Angriffswurfs dieses Angriffs sind automatische Treffer. Nachdem dieser Angriff abgeschlossen worden ist, falls der Verteidiger nicht vernichtet wurde, wird der Angreifer **Panisch** und **Verwundbar**.",2021-S03
40517,Donal Noye,Verteidigende Formation,"**Zu Beginn eines beliebigen Zuges:**

Lege diese Karte bis zu Beginn
ihrer nächsten Aktivierung an eine
befreundete Kampfeinheit an.

Solange diese Karte an dieser Einheit
anliegt, kann sie keine Angriffs- oder
Ansturmaktionen durchführen,
aber sie erhält +1 auf das Ergebnis
von Verteidigungswürfen und die
Angreifer erhalten auf sie keinen
Bonus für Ansturm, Flankenangriffe
oder Angriffe in den Rücken.",2021
40518,Donal Noye,Niemals aufgeben,"**Nachdem eine befreundete Einheit
eine Panikprobe bestanden hat:**

Alle Feinde, die mit jener Einheit im
Nahkampf sind, werden **Verwundbar**.
Lege diese Karte an jene Einheit an,
bis sie an einer Panikprobe scheitert.

Solange diese Karte an dieser Einheit
anliegt, immer wenn diese Einheit
eine Panikprobe besteht, werden
alle Einheiten, die mit jener Einheit
im Nahkampf sind, **Verwundbar**.
Falls diese Karte an Donal Noyes
Einheit anliegt, erhält sie +1 auf
das Ergebnis von Panikproben.",2021
40519,Donal Noye,Peitschenhieb,"**Nachdem ein Feind
einen Nahkampfangriff
abgeschlossen hat:**

Falls der Verteidiger nicht
vernichtet wurde, erleidet der
Angreifer 2 **Wunden** für jede
vernichtete Schlachtreihe des
Verteidigers. Falls der Verteidiger
Donal Noyes Einheit ist, wird
der Angreifer zudem **Panisch**.",2021
40520,Othell Yarwyck,Geprüfte Verbesserung,"**Sobald eine befreundete Einheit einen Angriff durchführt, bevor die Angriffswürfel geworfen werden:**

Dieser Angriff erhält +1 auf den Trefferwurf.

Falls dies eine Baumeister-Einheit ist, erhält dieser Angriff +1 Angriffswürfel.",2021-S01
40521,Othell Yarwyck,Schneller Bau,"**Zu Beginn der Runde:**

Platziere 1 Niedrige-
Mauer-Geländeteil mit den
Schlüsselwörtern **Zerstörbar**,
**Befestigt** und **Einschränkend**
innerhalb 1 Zoll zu einer
befreundeten Einheit. Dieses
Geländeteil darf nicht auf
andere Geländeteile oder
Einheiten platziert werden.",2021
40522,Othell Yarwyck,Wuchtige Verbesserung,"**Sobald eine befreundete Einheit einen Angriff durchführt, bevor die Angriffswürfel geworfen werden:**

Dieser Angriff erhält **Grausam**.

Falls der Angreifer eine Baumeister-Einheit ist, werden Feinde, die bei diesem Angriff an einer Panikprobe scheitern, **Geschwächt**.",2021-S01
40523,"Benjen Stark, Erster Grenzer",Überfalltaktik,"**Nachdem eine befreundete Einheit einen Nahkampfangriff abgeschlossen hat:**

Jene Einheit führt 1 Rückzugsaktion durch.

Falls diese Rückzugsaktion eine Grenzer-Einheit zum Ziel hat, wird jede feindliche Einheit, aus deren Nahkampf sich die Grenzer-Einheit löst, **Geschwächt**.",2021
40524,"Benjen Stark, Erster Grenzer",Auf der Lauer liegen,"**Sobald eine feindliche Kampfeinheit aktiviert wird:**

Bestimme 1 befreundete, nicht aktivierte Einheit innerhalb **Langer Reichweite** und in Sichtlinie zu jenem Feind zum Ziel.
Sie führt 1 Fernkampfangriffsaktion auf jenen Feind durch. 
Falls diese Karte eine Grenzer-Einheit zum Ziel hat, darf sie alle Fehlschläge neu werfen.",2021-S03
40525,"Benjen Stark, Erster Grenzer",Erkenntnis des Jägers,"**Zu Beginn eines befreundeten Zuges:**

Bestimme 1 Feind innerhalb **Langer Reichweite** zu einer befreundeten Grenzer- Einheit und wähle 1 der folgenden Effekte:

• Verschiebe 1 befreundete Einheit innerhalb **Langer Reichweite** zu jener feindlichen Einheit um 3 Zoll.

• Befreundete Einheiten dürfen alle Würfel für den Angriff und die Bewegungsweite des Ansturms neu werfen, sobald sie jene feindliche Einheit in diesem Zug zum Ziel hat.

• Jene feindliche Einheit darf in diesem Zug keine Befehle mehr verwenden oder zum Ziel von befreundeten Taktikkarten bestimmt werden.",2021
40526,"Benjen Stark, Hinter der Mauer",Erkenntnis des Jägers,"**Zu Beginn eines befreundeten Zuges:**

Bestimme 1 Feind innerhalb **Langer Reichweite** zu einer befreundeten Grenzer-Einheit zum Ziel und wähle 1 der folgenden Effekte:

• Verschiebe 1 befreundete Einheit innerhalb **Langer Reichweite** zu jenem Feind um 3 Zoll.
• Befreundete Einheiten dürfen alle Würfel für den Angriff und die Bewegungsweite des Ansturms neu werfen, sobald sie jenen Feind in diesem Zug zum Ziel hat.
• Jener Feind darf in diesem Zug keine Befehle mehr verwenden oder zum Ziel von befreundeten Taktikkarten bestimmt werden.",2021
40527,"Benjen Stark, Hinter der Mauer",Aufstellen,"**Sobald eine befreundete Kavallerie-Einheit, die nicht im Nahkampf ist, aktiviert wird:**

Ein Mal in diesem Zug, falls jene Einheit eine Manöveraktion durchführen würde, darf sie stattdessen 3 **Wunden** heilen und 1 Zustandsmarker ablegen.",2021
40528,"Benjen Stark, Hinter der Mauer",Berittener Angriff,"**Sobald eine befreundete Kavallerie-Einheit während ihrer Aktivierung ihre Aktion auswählt, bevor jene Aktion abgehandelt wird:**

Als ihre Aktion darf sich jene Einheit drehen und dann 1 Marschaktion durchführen, auch wenn sie im Nahkampf ist. Sie darf sich bei diesem Marsch durch Feinde hindurchbewegen. Feinde, aus deren Nahkampf sie sich löst, dürfen sich nicht drehen.

Nachdem dieser Marsch abgeschlossen worden ist, erleidet 1 Feind, durch den sie sich hindurchbewegt hat, 1 **Wunde**, +1 **Wunde** für jede verbleibende Schlachtreihe jenes Feindes.",2021
40529,"Cotter Peik, Kommandant von Ostwacht",Angriffsbefehle,"**Sobald eine befreundete zivile Einheit eine Zone auf der Taktiktafel beansprucht:**

Ersetze den Effekt jener Zone durch: 

*1 befreundete Kampfeinheit führt 1 Nahkampfangriffsaktion durch.*

*Falls diese Karte Cotter Peiks Einheit zum Ziel hat, darf sie stattdessen 1 Ansturmaktion durchführen.*",2021
40530,"Cotter Peik, Kommandant von Ostwacht",Peiksche Aggression,"**Nachdem eine befreundete Einheit einen Nahkampfangriff abgeschlossen hat:**

Jene Einheit führt 1 Nahkampfangriff durch und verwendet dabei ihren niedrigsten Angriffswürfelwert. Dieser Angriff löst keine Panikprobe aus.
Nachdem dieser Angriff abgeschlossen worden ist, erleidet der Angreifer 1 Treffer für jeden Treffer, der in jenem Angriff geworfen worden ist.",2021-S03
40531,"Cotter Peik, Kommandant von Ostwacht",Rücksichtslose Schläge,"**Sobald eine befreundete Einheit einen Nahkampfangriff durchführt, bevor die Angriffswürfel geworfen werden:**

Dieser Angriff erhält **Kritischer Treffer** und **Präzision**. Der Angreifer erleidet 1 **Wunde** für jede gewürfelte 1 auf einem Angriffswürfel.

Falls diese Karte Cotter Peiks Einheit zum Ziel hat, verwendet dieser Angriff seinen höchsten Angriffswürfelwert.",2021
40532,"Ser Denys Mallister, Kommandant vom Schattenturm",Flexible Methoden,"**Zu Beginn eines beliebigen Zuges:**

Bestimme 1 feindliche Kampfeinheit zum Ziel. Sie erhält 1 Zustandsmarker. 
Dann darfst du 1 Zustandsmarker auf 1 beliebigen Einheit durch einen beliebigen anderen Zustandsmarker ersetzen.
Falls du [LETTER] kontrollierst, darfst du dann 1 Zustandsmarker von 1 Einheit auf eine beliebige andere Einheit bewegen.",2021-S03
40533,"Ser Denys Mallister, Kommandant vom Schattenturm",Kampfgeschick,"**Sobald ein Feind zum Ziel einer Fähigkeit oder Taktikkarte bestimmt wird:**

Du darfst 1 Zustandsmarker von jenem Feind ausgeben. Falls du das tust, hebe den Effekt jener Fähigkeit oder Taktikkarte auf. /
**Zu Beginn eines befreundeten Zuges:**

Bestimme 1 befreundete Kampfeinheit, die im Nahkampf ist, zum Ziel. Lege 1 Zustandsmarker von jener Einheit ab.",2021
40534,"Ser Denys Mallister, Kommandant vom Schattenturm",Gemäß den Pflichten,"**Zu Beginn eines befreundeten Zuges:**

Bestimme 1 befreundete Nachtwache-Einheit zum Ziel und lege diese Karte bis zum Ende der Partie an jene Einheit an.
Solange diese Karte an jener Einheit anliegt, immer wenn diese Einheit aktiviert wird, erhält 1 Feind innerhalb **Kurzer Reichweite** 1 Zustandsmarker, +1 Zustandsmarker für jede vernichtete Schlachtreihe dieser Einheit.",2021-S03
40601,Baratheon Basisdeck,Gerechtigkeit von Haus Baratheon,"**Nachdem ein Feind einen Angriff abgeschlossen hat:**

Der Angreifer wird **Panisch** oder **Verwundbar**.
Falls du [CROWN] oder [LETTER] kontrollierst, wird der Angreifer stattdessen **Panisch** und **Verwundbar**.",2021-S03
40602,Baratheon Basisdeck,Scharfsinn des Hirsches,"**Sobald eine befreundete Einheit
einen Zustandsmarker erhält:**

Lege jenen Zustandsmarker ab.
Du darfst dann 1 Feind, der mit
jener Einheit im Nahkampf ist,
zum Ziel bestimmen. Er erhält
1 Zustandsmarker jener Art.

Falls du [LETTER] kontrollierst, bestimme
1 anderen Feind innerhalb **Langer
Reichweite** zum Ziel. Er erhält
1 Zustandsmarker derselben Art.",2021
40603,Baratheon Basisdeck,Unser ist der Zorn!,"**Sobald eine befreundete
Einheit einen Nahkampfangriff
durchführt, bevor die
Angriffswürfel geworfen werden:**

Wähle 1 der folgenden Effekte. Für
jede Zone, die du zwischen [CROWN]
und [LETTER] kontrollierst, wähle +1:

• Dieser Angriff erhält +1
auf den Trefferwurf.
• Dieser Angriff erhält **Spaltschlag**.
• Dieser Angriff erhält **Grausam**.",2021
40604,Baratheon Basisdeck,Ausdauernder Angriff,"**Sobald eine befreundete Einheit einen Nahkampfangriff durchführt, bevor die Angriffswürfel geworfen werden:**

Falls diese Einheit den Zug im Nahkampf mit dem Verteidiger begonnen hat, verwendet sie ihren höchsten Angriffswürfelwert.
Falls der Verteidiger mehr verbleibende Schlachtreihen als der Angreifer hat, darf er beliebig viele Angriffswürfel neu werfen. ",2021-S03
40605,Baratheon Basisdeck,Überzeugung von Haus Baratheon,"**Sobald eine befreundete Einheit eine Moralprobe besteht:**

Diese Einheit heilt 2 **Wunden**.

Falls du [CROWN] kontrollierst, müssen alle Feinde, die mit ihr im Nahkampf sind, eine Panikprobe ablegen.

Falls du [LETTER] kontrollierst, erhält jeder Feind, der mit ihr im Nahkampf ist, 1 Zustandsmarker.",2021-S01
40606,Baratheon Basisdeck,Letzter Hieb,"**Nachdem ein Feind einen Nahkampfangriff abgeschlossen hat:**

Für jede **Wunde**, die der Verteidiger erlitten hat, erleidet der Angreifer 1 Treffer.

Falls du [CROWN] kontrollierst, erleidet der Angreifer gegen diese Treffer –1 auf das Ergebnis der Verteidigungswürfe.",2021-S01
40607,Baratheon Basisdeck,Amtseid,"**Zu Beginn eines beliebigen Zuges:**

Bestimme 1 befreundete Kampfeinheit zum
Ziel und lege diese Karte bis zum Ende der
Partie an sie an. Sobald eine befreundete
Infanterie- oder Kavallerie-Einheit vernichtet
wird, lege 1 **Befehlsmarker** auf diese Karte.

Solange auf dieser Karte ein **Befehlsmarker**
liegt, erhält die angelegte Einheit:

Diese Einheit erleidet –1 **Wunde**, wenn
sie an einer Panikprobe scheitert.

Solange du [CROWN] kontrollierst,
immer wenn diese Einheit einen
Nahkampfangriff durchführt, erhält
der Verteidiger 1 Zustandsmarker.",2021
40608,Renly Baratheon,Unerklärliche Rückkehr,"**Sobald eine befreundete zivile
Einheit eine Zone auf der
Taktiktafel beansprucht, ersetze
den Effekt jener Zone durch:**

Wähle 1 der folgenden Effekte:

*• Bewege 1 befreundete Verstärkung
von 1 Einheit zu einer anderen
befreundeten Einheit ohne Verstärkung
innerhalb **Langer Reichweite**.*

*• Lege 1 zuvor vernichtete befreundete
Verstärkung an 1 befreundete
Kampfeinheit ohne Verstärkung an
(ersetze wie gewohnt eine Figur).*",2021
40609,Renly Baratheon,Geheime Angelegenheiten,"**Nachdem eine befreundete
Einheit, die nicht Renly Baratheon
enthält, angegriffen worden ist:**

Renlys Einheit führt 1 Angriffs- oder
Ansturmaktion auf den
Angreifer durch. Bei diesem
Angriff wird der höchste
Angriffswürfelwert verwendet. /
**Zu Beginn eines
befreundeten Zuges:**

Ziehe 1 Taktikkarte.",2021
40610,Renly Baratheon,Im Schatten seines Bruders,"**Sobald die Einheit eines feindlichen
Heerführers aktiviert wird:**

Wähle 1 der folgenden Effekte:

• Falls jener Feind innerhalb **Langer
Reichweite** zu Renlys Einheit ist,
verliert jener Heerführer bis zum
Ende der Runde alle Fähigkeiten.

• Renlys Einheit führt 1 Manöver- oder
Rückzugsaktion durch. /
**Zu Beginn eines beliebigen Zuges:**

Falls der feindliche Heerführer
vernichtet worden ist, heilt Renly
Baratheons Einheit 2 **Wunden**.",2021
40611,Loras Tyrell,Von den kleinen Leuten geliebt,"**Sobald ein Feind einen
Nahkampfangriff durchführt,
bevor die Angriffswürfel
geworfen werden:**

Jener Feind legt 1 Moralprobe
ab. Bei einem Fehlschlag wird er
**Verwundbar** und **Geschwächt**.

Falls er innerhalb **Kurzer
Reichweite** zu Loras Tyrells
Einheit ist, erleidet er –2 auf
das Ergebnis der Moralprobe.",2021
40612,Loras Tyrell,Überwucherung,"**Zu Beginn eines feindlichen Zuges:**

Bestimme 1 befreundete Einheit zum
Ziel. Sie legt 1 Moralprobe ab. Falls
sie mit einem Feind im Nahkampf
ist, der mehr verbleibende Schlachtreihen
hat, besteht sie diese Probe.

Bei Bestehen lege diese Karte bis zum Ende
der Partie an eine befreundete Einheit an.

Solange diese Karte an jener Einheit
anliegt, immer wenn sie angegriffen
wird, bevor jener Angriff abgehandelt
wird, erleidet der Angreifer 1 Treffer,
+1 Treffer für jede verbleibende
Schlachtreihe des Verteidigers.",2021
40613,Loras Tyrell,Kräftig wachsen,"**Sobald eine befreundete Kampfeinheit aktiviert wird:**

Alle Feinde mit gleich vielen oder mehr verbleibenden Schlachtreihen, die mit dieser Einheit im Nahkampf sind, werden **Verwundbar**.
Dann heilt diese Einheit 1 **Wunde**, +1 **Wunde** für jede ihrer vernichteten Schlachtreihen.",2021-S03
40614,Eldon Estermont,Beträchtliches Lösegeld,"**Sobald eine befreundete
Verstärkung vernichtet wird:**

Lege diese Karte bis zum Ende der Partie
an 1 feindliche Einheit innerhalb **Kurzer
Reichweite** an. Sobald jene Einheit
vernichtet wird, erhalte 1 Siegpunkt. /
**Sobald eine feindliche Verstärkung
vernichtet wird:**

Lege diese Karte bis zum Ende der Partie
an 1 befreundete Einheit innerhalb **Kurzer
Reichweite** an. Solange diese Karte an jener
Einheit anliegt, erhalten ihre Nahkampfangriffe
+1 Angriffswürfel und sie erhält +1 auf
das Ergebnis von Moralproben.",2021
40615,Eldon Estermont,Militärische Überlegenheit,"**Sobald ein Feind einen
Nahkampfangriff durchführt,
bevor die Angriffswürfel
geworfen werden:**

Du darfst 1 **Verwundbar**-
Marker vom Angreifer ausgeben.
Falls du das tust, erleidet dieser
Angriff –1 auf den Trefferwurf
und der Angreifer erleidet
1 Treffer für jeden Fehlschlag.",2021
40616,Eldon Estermont,Durchhaltevermögen,"**Zu Beginn eines befreundeten Zuges:**

Bestimme 1 befreundete Kampfeinheit
zum Ziel und lege diese Karte bis zum
Ende der Partie an sie an. Solange diese
Karte an dieser Einheit anliegt, erhalten
die Nahkampfangriffe dieser Einheit
die folgenden Effekte basierend auf der
Spielrunde *(die Effekte sind kumulativ)*:

**3+:** Die Einheit darf beliebig viele
Fehlschläge neu werfen.

**4+:** **Spaltschlag**

**5+:** **Kritischer Treffer**

**6+:** +2 Angriffswürfel",2021
40617,Cortnay Fünfrosen,Befehle erteilen,"**Sobald die Einheit deines
Heerführers aktiviert wird:**

Diese Einheit kann in diesem Zug keine
Aktionen durchführen. Bestimme stattdessen
1 andere befreundete Einheit innerhalb
**Langer Reichweite** zum Ziel. Sie führt eine
Angriffs- oder Ansturmaktion durch. /
**Zu Beginn eines beliebigen Zuges:**

Bestimme 1 befreundete Kampfeinheit
zum Ziel. Lege 1 **Befehlsmarker** von
jener Einheit ab. Sie darf jenen Befehl
in dieser Runde erneut verwenden.",2021
40618,Cortnay Fünfrosen,Überraschende Strategie,"**Zu Beginn eines
befreundeten Zuges:**

Lege diese Karte und 1 andere
Karte ab, um 1 Karte aus
deinem Ablagestapel auf deine
Hand zurückzuschicken.

Falls du [LETTER] kontrollierst, musst
du nur diese Karte ablegen.",2021
40619,Cortnay Fünfrosen,Gegenkomplott,"**Sobald ein Gegner eine Taktikkarte spielt, bevor jene Karte abgehandelt wird:**

Wirf einen Würfel. Bei 3+ hebst du die Effekte jener Taktikkarte auf.
Falls du [CROWN] oder [LETTER] kontrollierst, hebst du die Effekte jener Taktikkarte bei 2+ auf. 
Falls du beide Zonen kontrollierst, ist der Wurf automatisch erfolgreich.",2021-S03
40620,Renly Baratheon,Reichtum und Charisma,"**Sobald eine befreundete zivile
Einheit eine Zone auf der
Taktiktafel beansprucht:**

Ersetze den Effekt jener Zone durch:

*Wähle 1 der folgenden Effekte:*

*• Heile 3 **Wunden** (insgesamt)
von einer beliebigen Anzahl
befreundeter Kampfeinheiten.*

*• Lege alle Zustandsmarker von jeder
befreundeten Kampfeinheit ab. Für
jeden Zustandsmarker, den du ablegst,
füge 1 Feind, mit dem jene Einheit 
im Nahkampf ist, 1 **Wunde** zu.*",2021
40621,Renly Baratheon,"Jünger, verwegener und viel besser aussehend","**Sobald eine befreundete Einheit eine Moralprobe besteht:**

Lege diese Karte an jene Einheit an, bis Renly Baratheons Einheit vernichtet wird. Solange diese Karte an dieser Einheit anliegt und jene Einheit innerhalb **Langer Reichweite** zu Renlys Einheit ist, erhalten die Nahkampfangriffe dieser Einheit +1 Angriffswürfel und diese Einheit heilt, immer wenn diese Einheit aktiviert wird, 1 **Wunde**./
**Zu Beginn eines befreundeten Zuges:**

Ziehe 1 Taktikkarte.",2021-S03
40622,Renly Baratheon,Sie alle machen mich zum König!,"**Zu Beginn eines
befreundeten Zuges:**

Wähle 1 der folgenden Effekte:

• Ziehe 1 Taktikkarte.

• Bestimme alle befreundeten
Einheiten innerhalb **Kurzer
Reichweite** zu Renly Baratheons
Einheit zum Ziel. Sie heilen 1 **Wunde**.

• Bestimme alle feindlichen Einheiten
innerhalb **Kurzer Reichweite** zu
Renly Baratheons Einheit zum
Ziel. Sie erleiden 1 **Wunde**.",2021
40623,Stannis Baratheon,Der Wille des einzig wahren Königs,"**Sobald eine befreundete
zivile Einheit die [CROWN]-Zone
beansprucht:**

Ersetze den Effekt
jener Zone durch:

*1 feindliche Kampfeinheit
wird **Panisch**.*

*1 feindliche Kampfeinheit
wird **Verwundbar**.*

*1 feindliche Kampfeinheit
wird **Geschwächt**.*",2021
40624,Stannis Baratheon,Harte Bedingungen,"**Zu Beginn eines
beliebigen Zuges:**

Bestimme 1 feindliche
Einheit zum Ziel.
Lege eine beliebige Anzahl
Zustandsmarker von
jener Einheit ab. Für jeden
abgelegten Zustandsmarker
verliert jener Feind bis zum
Ende der Runde 1 Fähigkeit.",2021
40625,Stannis Baratheon,Taktisches Vorrücken,"**Zu Beginn der Runde:**

Bestimme 1 befreundete Kampfeinheit
zum Ziel. Lege diese Karte bis zum
Ende der Partie an jene Einheit an.

Solange diese Karte an jener Einheit
anliegt, immer wenn sie einen
Nahkampfangriff durchführt, nachdem
die Angriffswürfel geworfen worden
sind, darfst du 1 Zustandsmarker vom
Verteidiger ausgeben. Falls du das tust,
fügt dieser Angriff +1W3 **Wunden** zu.

Falls diese Karte Stannis’ Einheit zum Ziel hat, füge 3 **Wunden** zu, statt zu würfeln.",2021
40626,Stannis Baratheon,Im Namen R’hllors!,"**Sobald eine befreundete Einheit einen Nahkampfangriff durchführt, bevor die Angriffswürfel geworfen werden:**

Dieser Angriff erhält 1 der folgenden Effekte. 
Falls diese Karte eine R’hllor-Einheit zum Ziel hat, erhält er beides:
• **Kritischer Treffer**
• **Spaltschlag**
Nachdem dieser Angriff abgeschlossen worden ist, falls der Verteidiger nicht vernichtet worden ist, muss der Angreifer 1 Panikprobe ablegen.",2021-S03
40627,Stannis Baratheon,Glaubensprobe,"**Zu Beginn eines beliebigen Zuges:**

Bestimme 1 befreundete R’hllor-Einheit zum Ziel. Jene Einheit legt 1 Moralprobe ab.
Bei Bestehen lege alle Zustandsmarker von jener Einheit ab. 
Lege diese Karte an jene Einheit an. Entferne diese Karte, nachdem ein Feind einen Angriff auf diese Einheit abgeschlossen hat.
Solange diese Karte an dieser Einheit anliegt, erhält sie +1 auf das Ergebnis von Verteidigungswürfen.",2021-S03
40628,Stannis Baratheon,AZOR AHAI!,"**Sobald eine befreundete Einheit
eine Panikprobe ablegt, nachdem
die Würfel geworfen worden sind:**

Jene Einheit kann maximal
1 **Wunde** erleiden, wenn sie an
dieser Panikprobe scheitert.

Falls diese Karte eine R’hllor-
Einheit zum Ziel hat, besteht
sie stattdessen diese Probe und
alle Feinde, mit denen sie im
Nahkampf ist, werden **Panisch**.",2021
40629,Davos Seewert,Flohloch-Tricks,"**Nachdem ein Feind einen
Nahkampfangriff abgeschlossen hat:**

Bestimme 1 befreundete Kampfeinheit
außer dem Verteidiger zum Ziel. Sie
führt 1 Manöveraktion durch. Falls
diese Karte Davos’ Einheit zum Ziel hat,
darf sie sich stattdessen drehen und
dann 1 Marschaktion durchführen. /
**Entferne vor Spielbeginn die
Taktikkarte „Letzter Hieb“
aus deinem Taktikdeck und
ersetze sie durch diese Karte.**",2021
40630,Davos Seewert,„Alles“,"**Zu Beginn eines beliebigen Zuges:**

Bestimme 1 befreundete Infanterie-Einheit zum Ziel. 
Jene Einheit erleidet bis zu 3 **Wunden**, bestimme dann 1 andere befreundete Infanterie-Einheit zum Ziel und heile 1+ ebenso viele **Wunden** von jener Einheit. Falls sie keine Verstärkung hat, darfst du als 1 ihrer geheilten **Wunden** 1 zuvor vernichtete befreundete Infanterie-Verstärkung an jene Einheit anlegen.",2021-S03
