Faction,Deck,Unit,Name,Text,Id,Remove,Version
Baratheon,"Eldon Estermont, Lord of Greenstone",20615,"Battle
Endurance","**Start of a friendly Turn:**

Target 1 friendly Combat Unit
and attach this card to it until the
end of the game. While attached,
this unit's Melee Attacks gain the
following bonuses, based on the
Game Round *(effects are cumulative)*:

**3+:** May re-roll any Misses

**4+:** **Sundering**

**5+:** **Critical Blow**

**6+:** +2 Attack Dice",40616,,2021
Baratheon,"Cortnay Penrose, Castellan of Storm's End",20624,"Issue
Commands","**When your Commander's
unit Activates:**

Instead of this unit performing an
Action this Turn, target 1 friendly
unit in Long Range. It performs
1 Attack or Charge Action. /
**Start of any Turn:**

Target 1 friendly Combat Unit.
Remove 1 Order token from
that unit. They may use that
Order again this Round.",40617,,2021
Baratheon,"Cortnay Penrose, Castellan of Storm's End",20624,"Surprise
Strategy","**Start of a friendly Turn:**

Discard this card and 1 other
card to return 1 card from your
discard pile to your hand.

If you Control [LETTER], you only
have to discard this card.",40618,,2021
Baratheon,"Cortnay Penrose, Castellan of Storm's End",20624,Counterplot,"**When an opponent
plays a Tactics card, before
resolving that Tactics card:**

Roll a die: On a 3+, cancel the 
effect of that Tactics Card.

If you Control [CROWN] or [LETTER], 
cancel the effect of that Tactics 
card on a 2+ instead.

If you Control both, this roll 
automatically succeeds.",40619,,2021-S03
Baratheon,"Renly Baratheon, The Charismatic Heir",20601,"Wealth And
Charisma","**When a friendly NCU Claims a zone:**

Replace that zone's effect with:

*Choose 1:*

*• Restore 3 Wounds (total) across any
number of friendly Combat Units.*

*• Remove all Condition tokens from
each friendly Combat Unit. For
each token removed, deal 1 enemy
engaged with that unit 1 Wound.*",40620,,2021
Baratheon,"Renly Baratheon, The Charismatic Heir",20601,"Younger,
Bolder, And
Far More
Comely","**When a friendly unit
passes a Morale Test:**

Attach this card to that unit until 
Renly Baratheon's unit is destroyed.

While attached, and this unit is in 
Long Range of Renly's unit, this 
unit's Melee Attacks gain +1 Attack 
Die and this unit restores 1 Wound 
each time this unit Activates. /
**Start of a friendly Turn:**

Draw 1 Tactics card.",40621,,2021-S03
Baratheon,"Renly Baratheon, The Charismatic Heir",20601,"They Will
Make Me King!","**Start of a friendly Turn:**

Choose 1:

• Draw 1 Tactics card.

• Target all friendly units in Short
Range of Renly Baratheon's
unit. They restore 1 Wound.

• Target all enemies in Short
Range of Renly Baratheon's
unit. They suffer 1 Wound.",40622,,2021
Baratheon,"Stannis Baratheon, The Rightful Heir",20602,"Will Of The
One True King","**When a friendly NCU Claims [CROWN]:**

Replace that zone's effect with:

*1 enemy Combat Unit
becomes **Panicked**.*

*1 enemy Combat Unit
becomes **Vulnerable**.*

*1 enemy Combat Unit
becomes **Weakened**.*",40623,,2021
Baratheon,"Stannis Baratheon, The Rightful Heir",20602,"Harsh
Conditions","**Start of any Turn:**

Target 1 enemy unit.
Remove any number of Condition
tokens from that unit. For each
token removed, that enemy loses
1 Ability until the end of the Round.",40624,,2021
Baratheon,"Stannis Baratheon, The Rightful Heir",20602,"Tactical
Approach","**Start of any Round:**

Target 1 friendly Combat Unit. Attach this card to that unit until the end of the Game.

While attached, when this unit is performing a Melee Attack, after rolling Attack Dice, you may expend 1 Condition Token from the Defender. If you do, this Attack deals +1 Wound.

If this targets Stannis' unit, it deals +2 Wounds instead.",40625,,S05
Baratheon,"Stannis Baratheon, The One True King",20605,"In R'hllor's
Name","**When a friendly unit is
performing a Melee Attack,
before rolling Attack Dice:**

This Attack gains 1 of the following. 
If this targets a R'hllor unit, gain both:

• **Critical Blow**
• **Sundering**

After completing this Attack, if the 
Defender was not destroyed, the 
Attacker suffers 1 Panic Test.",40626,,2021-S03
Baratheon,"Stannis Baratheon, The One True King",20605,Test of Faith,"**Start of any Turn:**

Target 1 friendly R'hllor unit. That
unit performs 1 Morale Test.

On a success, that unit removes 
all Condition tokens.

Attach this card to that unit.

Remove this card after an enemy 
completes an Attack on this unit.

While attached, this unit gains +1 
to Defense Dice rolls.",40627,,2021-S03
Baratheon,"Stannis Baratheon, The One True King",20605,Azor Ahai!,"**When a friendly unit is performing
a Panic Test, after rolling dice:**

That unit can only suffer a maximum
of 1 Wound if they fail this test.

If this targets a R'hllor unit, it passes
this test instead, and all enemies
engaged with it become **Panicked**.",40628,,2021
Baratheon,"Davos Seaworth, Hero of Blackwater",20607,"Flea Bottom
Tricks","**After an enemy completes
a Melee Attack:**

Target 1 friendly Combat Unit other
than the Defender. They perform
1 Maneuver Action. If this targets
Davos' unit, it may pivot then
perform 1 March Action instead. /
**Before the game begins, remove
the ""Final Strike"" Tactics card
from your Tactics Deck and
replace it with this card.**",40629,40606,2021
Baratheon,"Davos Seaworth, Hero of Blackwater",20607,"""Everything""","**Start of any Turn:**

Target 1 friendly Infantry unit. That 
unit suffers up to 3 Wounds, then 
target 1 other friendly Infantry unit 
and restore 1+ that many Wounds 
to that unit. If they do not have an 
Attachment, as 1 of their restored 
Wounds, you may attach 1 
previously destroyed friendly 
Infantry Attachment to that unit.",40630,,2021-S03
Baratheon,"Davos Seaworth, Hero of Blackwater",20607,"Fealty To
The Crown","**When an enemy fails a Panic Test:**

Target 1 friendly unit 
in Long Range.

For each Wound that 
enemy suffered from this 
test, restore 1 Wound to 
that friendly unit, up to 3.

If you Control [CROWN], that enemy 
suffers +1 Wound and that friendly 
unit restore +1 Wound *(to a 
maximum of 4)*.",40631,,2021-S03
Baratheon,"Davos Seaworth, Hero of Blackwater",20607,Parlay,"**When a friendly unit Activates:**

That unit cannot perform Actions
this Turn. Target 1 enemy in
Short Range. It Activates, but
does not perform any Actions.

If this targets Davos' unit, you may
have both units restore 2 Wounds.",40632,,2021
Baratheon,"Andrew Estermont, First of the King's Men",20610,"Assault
Orders","**When a friendly NCU Claims a zone:**

Replace that zone's effect with:

<i>1 friendly Combat Unit performs 1 Melee Attack Action using its lowest Attack Die Value.</i>

<i>If this targets Andrew Estermont's unit, it may perform 1 Charge Action using its lowest Attack Die Value instead.</i>",40633,,S06
Baratheon,"Andrew Estermont, First of the King's Men",20610,Reckless Fury,"**When a friendly unit is
performing a Melee Attack,
before rolling Attack Dice:**

This Attack gains **Vicious** and rolls
its highest Attack Die Value. After
completing this Attack, the Attacker
suffers 2 Wounds, -1 Wound for
each of its destroyed ranks.",40634,,2021
Baratheon,"Andrew Estermont, First of the King's Men",20610,"Rush Of
Aggression","**When a friendly unit is performing
a Charge Action, before rolling
Charge Distance Dice:**

This unit automatically counts
as rolling a 6 on all Charge
Distance Dice and their Melee
Attack gains **Critical Blow**.

After this Attack has been
completed, unless the Attacker
is Andrew Estermont's unit,
they become **Vulnerable**.",40635,,2021
Baratheon,"Axell Florent, First of the Queen's Men",20622,Fiery Charge,"**When a friendly unit is performing 
a Charge Action, before resolving 
that Action:**

This unit automatically counts as 
rolling a 6 on all Charge Distance 
Dice and enemies Successfully 
Charged become **Panicked**.

After this Attack has been completed, 
unless the Attacker is a R'hllor unit, the 
Attacker becomes **Vulnerable**.",40636,,2021-S03
Baratheon,"Axell Florent, First of the Queen's Men",20622,"R'hllor's
Wrath","**When a friendly NCU Claims a zone:**

Replace that zone's effect with:

*Target 1 enemy Combat Unit.*

*That enemy suffers 1 Panic Test with
-1 to their roll for each enemy R'hllor
unit in Short Range. On a failure, in
addition to suffering Wounds, they also
become **Vulnerable** and **Weakened**.*",40637,,2021
Baratheon,"Axell Florent, First of the Queen's Men",20622,Fiery Resolve,"**When a R'hllor unit Activates:**

This unit performs a Morale Test.

On a success, 1 enemy engaged 
with this unit suffers 1 Panic Test 
with -1 for each remaining rank 
in this unit.

On a failure, 1 enemy engaged 
with this unit becomes **Panicked**.",40638,,2021-S03
Baratheon,"Stannis Baratheon, King at the Wall",20625,Muster,"**When a friendly
Cavalry Unit is performing
a Retreat Action, before rolling
Retreat Distance Dice:**

Enemies this unit disengages
from cannot pivot. After this unit
completes its Retreat Action, it
may perform 1 Maneuver Action.

If this targets Stannis Baratheon's
unit, it also restores
D3 Wounds, +1 Wound for
each of its destroyed ranks.",40639,,2021
Baratheon,"Stannis Baratheon, King at the Wall",20625,"On The
Double!","**When an unengaged friendly
Cavalry Unit Activates:**

Once this Turn, if that unit
performs a Maneuver Action,
it gains +3 [MOVEMENT] for that
Maneuver Action. Then, it
becomes **Vulnerable**.",40640,,2021
Baratheon,"Stannis Baratheon, King at the Wall",20625,"Ride Them
Down!","**When an enemy ends a Maneuver,
March, or Retreat Action:**

Target 1 friendly Cavalry Unit
in Long Range that can
Charge that enemy.

It performs 1 Charge Action on
that enemy. If it Successfully
Charges that enemy, instead
of performing a Melee Attack,
that enemy becomes **Panicked**
and suffers 2 Hits for each
remaining rank in this unit.",40641,,2021
Baratheon,"Justin Massey, The Smiler",20628,"Regroup and
Reform","**Start of a friendly Turn:**

Target 2 friendly Infantry units
in Long Range of each other.
Remove up to 4 models from
1 of these units. Restore that
many Wounds to the other.

You may then move 1 Attachment
from 1 of these units to the
other *(replacing 1 model as normal,
and keeping usual Attachment
restrictions)*, or switch 2 friendly
Attachments in those units.",40642,,2021
Baratheon,"Justin Massey, The Smiler",20628,"Sudden
Retreat","**After an enemy completes
a Melee Attack:**

Target the Defender.
They perform 1 Retreat Action.

If this targets Justin Massey's
unit, it may re-roll any
Retreat Distance Dice.",40643,,2021
Baratheon,"Justin Massey, The Smiler",20628,"Precious
Supplies","**After an enemy completes
a Melee Attack:**

Target the Defender. They remove
all Condition tokens. If they have
1 destroyed rank, they restore
1 Wound. If they have 2 destroyed
ranks, they restore 3 Wounds.
If this targeted Justin Massey's
unit, restore +1 Wound.",40644,,2021
Baratheon,"Renly Baratheon, King in The South",20630,Overconfidence,"**When an enemy ends a Maneuver,
March or Retreat Action:**

Target 1 friendly Infantry Unit in Long
Range that can Charge that enemy.

It becomes **Vulnerable** and
performs 1 Charge Action on that
enemy. If it Successfully Charges
that enemy, instead of performing
a Melee Attack, that enemy
suffers 2 Hits for each remaining
rank in this unit. If this targets
Renly Baratheon's unit, it may
re-roll any Charge Distance Dice.",40645,,2021
Baratheon,"Renly Baratheon, King in The South",20630,"Knights of
Summer","**Start of a friendly Turn:**

Target 1 friendly Combat Unit.

That unit performs 1 Morale Test. 
For each zone you Control among 
[CROWN] and [LETTER], they gain +1 
to their roll.

On a success, each enemy they are 
engaged with performs 1 Panic Test.

If this targets Renly's unit, on a 
success, each enemy in Short Range 
suffers 1 Panic Test instead.",40646,,2021-S03
Baratheon,"Renly Baratheon, King in The South",20630,"Lavish
Encampment","**When an enemy NCU
Claims a Zone:**

After resolving that zone's effect, 
move that NCU to any empty zone.

If you removed them from [CROWN] or 
[LETTER], target 1 enemy Combat unit. 
It suffers 1 Panic Test.",40647,,2021-S03
Targaryen,Targaryen Basic Deck,,Overrun,"**When a friendly unit Surges Forth:**

Instead of Surging Forth, that unit performs 1 Charge or March Action.

If you Control [HORSE], it may re-roll any Charge Distance Dice.",40701,,S04
Targaryen,Targaryen Basic Deck,,"Sudden
Retreat","**After an enemy completes a Melee Attack:**

Target the Defender. They perform 1 Retreat Action.

If this targets your Commander's unit, it may re-roll any Retreat Distance Dice.",40702,,S05
Targaryen,Targaryen Basic Deck,,"Swift
Reposition","**Start of any Turn:**

Target 1 friendly Combat
Unit. It shifts 2"".

If you Control [HORSE],
that unit performs a 3""
Maneuver Action instead.",40703,,2021
Targaryen,Targaryen Basic Deck,,Fire and Blood,"**When a friendly unit is 
performing a Melee Attack, 
before rolling Attack Dice:**

Choose 1. If you Control [HORSE], 
choose 2 instead: 

• This Attack may re-roll any Misses.

• This Attack gains Sundering.

• This Attack gains Vicious.",40704,,S04
Targaryen,Targaryen Basic Deck,,Field Control,"**When a NCU Claims [HORSE]:**

If the NCU was friendly, you may
replace that zone's effect with:

*1 friendly Combat Unit performs
1 Maneuver or Retreat Action with
+1[MOVEMENT] . Any enemy it disengages
from becomes **Weakened**.*

If the NCU was an enemy,
after resolving that zone's
effect, 1 friendly combat
unit performs a 3"" shift.",40705,,2021-S02
Targaryen,Targaryen Basic Deck,,"Unstoppable
Advance","**When a friendly unit is performing a Charge Action, after rolling Charge Distance Dice:**

This unit may re-roll any Charge Distance Dice. /
**When a friendly unit Surges Forth:**

That unit gains +3[MOVEMENT] when Maneuvering during this Surge Forth.
After moving, target all Enemies in Short Range.
They become **Weakened**.",40706,,S04
Targaryen,Targaryen Basic Deck,,"Blood of
The Dragon","**Start of any Turn:**

Target 1 friendly Combat Unit
and attach this card to them
until the end of the game. When
a friendly unit is destroyed, place
1 Order token on this card.

While this card has a token,
the attached unit's Melee
Attacks gain +1 Attack Die
and this unit suffers -1 Wound
from failing Panic Tests.",40707,,2021
Targaryen,"Khal Drogo, The Great Khal",20701,Addrivat!,"**When Khal Drogo's unit Activates:**

Target 1 enemy in Long Range and attach this card to them until the end of the Round.

While attached, Melee Attacks on this enemy gain <b>Critical Blow</b>. /
**Start of a friendly Turn:**

Draw 1 Tactics card.",40708,,S05
Targaryen,"Khal Drogo, The Great Khal",20701,"Ride-by
Attack","**When a friendly Cavalry unit selects
its Action during its Activation,
before resolving that Action:**

As its Action, that unit may pivot,
then perform 1 March Action, even
if engaged. It may move through
enemies during this March. Enemies
it disengages from may not pivot.

After completing this March,
1 enemy it moved through suffers
1 Wound, +1 Wound for each of
that enemy's remaining ranks.",40709,,2021
Targaryen,"Khal Drogo, The Great Khal",20701,"Assault
Orders","**When a friendly NCU Claims a zone:**

Replace that zone's effect with:

<i>1 friendly Combat Unit performs 1 Melee Attack Action using its lowest Attack Die Value.</i>

<i>If this targets Khal Drogo's unit, it may perform 1 Charge Action using its lowest Attack Die Value instead.</i> /
**Before the game begins, remove the ""Sudden Retreat"" Tactics card from your Tactics Deck and replace it with this card.**",40710,40702,S06
Targaryen,"Khal Drogo, The Great Khal",20701,"Lead by
Example","**After Khal Drogo's unit
completes an Attack:**

Attach this card to 1 other
friendly unit in Long Range
until the end of the Round.

While attached, this unit gains
+2 to Panic Test rolls and its
Melee Attacks gain +1 to Hit. /
**Start of a friendly Turn:**

Draw 1 Tactics card.",40711,,2021
Targaryen,"Jorah Mormont, Westerosi Tactician",20702,Marshal,"**When an unengaged friendly
Cavalry Unit Activates:**

Once this Turn, if that unit would
perform a Maneuver Action,
instead of performing that Action,
it may restore 3 Wounds and
remove 1 Condition token.",40712,,2021
Targaryen,"Jorah Mormont, Westerosi Tactician",20702,Betrayal,"**When a friendly NCU Claims a zone:**

Replace that zone's effect with:

<i>Draw 2 Tactic Cards. Restore 3 Wounds to Jorah Mormont's unit. 1 enemy Combat Unit becomes <b>Vulnerable</b> and <b>Weakened</b>. Then attach this card to Jorah's unit until they destroy 1 enemy Combat Unit.</i>

<i>While attached, each time that unit Activates, they suffer 1 Wound and become <b>Panicked</b>.</i>",40713,,S05
Targaryen,"Jorah Mormont, Westerosi Tactician",20702,Opportunist,"**When a friendly unit is
performing a Melee Attack,
before rolling Attack Dice:**

If the Defender has not Activated
this Round, this Attack may re-roll
any Attack Dice and gains **Precision**
or Vicious. If the Attacker is Jorah
Mormont's unit, gain both instead.",40714,,2021
Targaryen,"Jorah Mormont, Westerosi Tactician",20702,"Feinting
Maneuver","**When a friendly unit
Successfully Charges:**

If that unit contacted the Front
of the enemy, align them to any
Flank of that enemy instead.

If that unit contacted a Flank of
the enemy, align them to the
Rear of that enemy instead. /
**Before the game begins, remove
the ""Overrun"" Tactics card
from your Tactics Deck and
replace it with this card.**",40715,40701,2021
Targaryen,"Belwas, The Strong",20711,"Pathetic
Attempt","**When a friendly unit passes a 
Panic Test from being Attacked 
by a Melee Attack:**

Target the Attacker. They suffer 2 Hits 
for each remaining rank in this unit.

If the Defender was Belwas' unit, 
they also become **Weakened**. /
**Before the game begins,
remove the ""Field Control"" Tactics
card from your Tactics Deck
and replace it with this card.**",40716,40705,2021-S03
Targaryen,"Belwas, The Strong",20711,Expert Parry,"**When a friendly Cavalry or 
Infantry unit is Attacked, 
after Defense Dice are rolled:**

For each blocked Hit, the
Attacker suffers 1 Hit.

If the Defender is Belwas' unit,
the Attacker suffers -1 to Defense
Dice rolls for these Hits.",40717,,2021-S01
Targaryen,"Belwas, The Strong",20711,Good Dying,"**When a friendly Cavalry or
Infantry unit is destroyed:**

Before being removed, that unit
performs 1 Melee Attack Action
using its lowest Attack Die Value on
the Attacker. If this targets Belwas'
unit, it gains +2 Attack Dice.

If this Attack destroys the
Defender, your friendly unit
is not destroyed, but instead
remains in play with 1 Wound.",40718,,2021
Targaryen,"Belwas, The Strong",20711,"Count
The Cuts","**After an enemy completes a Melee Attack:**

Target the Defender. Attach this card to them until they destroy an enemy.

While attached, this unit rolls its highest Attack Die Value and may re-roll any Attack Dice.

If this targets Belwas' unit, it also gains +1 to Morale Test results.",40719,,S05
Targaryen,"Barristan Selmy, The Bold",20707,"Sustained
Assault","**When a friendly unit is performing a Melee Attack, before rolling Attack Dice:**

If this unit began the Turn engaged with the Defender, it rolls its highest Attack Die Value and may re-roll any Attack Dice. 

If this targets Barristan's unit, the Defender also becomes <b>Vulnerable</b>. /
**Before the game begins, remove the ""Sudden Retreat"" Tactics card from your Tactics Deck and replace it with this card.**",40720,40702,S06
Targaryen,"Barristan Selmy, The Bold",20707,"Combat
Prowess","**When an enemy is targeted by
an Ability or Tactics card:**

You may expend 1 Condition
token from that enemy. If you
do, cancel the effect of that
Ability or Tactics card. /
**Start of a friendly Turn:**

Target 1 engaged friendly Combat
Unit. Remove 1 Condition
token from that unit.",40721,,2021
Targaryen,"Barristan Selmy, The Bold",20707,"Legendary
Boldness","**After a friendly unit within Long Range of Barristan rolls Defense dice:**

That unit blocks +2 Hits and automatically passes the Panic Test from this attack. /
**Start of any Turn:**

Draw 1 Tactics card.",40722,,S05
Targaryen,"Barristan Selmy, The Bold",20707,"Victory
Comes Hard","**After a friendly Combat 
Unit is attacked, if it
passes its Panic Test:**

Attach this card to that unit 
until it fails a Panic Test.

While attached, this unit's Melee 
Attacks gain **Sundering** and +1 to Hit.

When this card is removed, this unit 
becomes **Weakened** and **Vulnerable**.",40723,,2021-S03
Targaryen,"Grey Worm, Unsullied Commander",20712,"Issue
Commands","**When your Commander's
unit Activates:**

Instead of this unit performing an
Action this Turn, target 1 friendly
unit in Long Range. It performs
1 Attack or Charge Action. /
**Start of any Turn:**

Target 1 friendly Combat Unit.
Remove 1 Order token from
that unit. They may use that
Order again this Round.",40724,,2021
Targaryen,"Grey Worm, Unsullied Commander",20712,Lash Out,"**After an enemy completes
a Melee Attack:**

If the Defender was not destroyed,
the Attacker suffers 2 Wounds
for each of the Defender's
destroyed ranks. If the Defender
is Grey Worm's unit, the Attacker
also becomes **Vulnerable**. /
**Before the game begins, remove
the ""Blood of the Dragon"" Tactics
card from your Tactics Deck
and replace it with this card.**",40725,40707,2021
Targaryen,"Grey Worm, Unsullied Commander",20712,"Battle
Endurance","**Start of a friendly Turn:**

Target 1 friendly Combat Unit
and attach this card to it until the
end of the game. While attached,
this unit's Melee Attacks gain the
following bonuses, based on the
Game Round *(effects are cumulative)*:

**3+:** May re-roll any Misses

**4+: Sundering**

**5+: Critical Blow**

**6+:** +2 Attack Dice",40726,,2021
Targaryen,"Grey Worm, Unsullied Commander",20712,"Retribution
Of The
Dragon","**After a friendly unit is Attacked:**

Target the Attacker. Attach this card to them until the end of the game.

While attached, each time this unit is Attacked, the Attacker gains <b>Vicious</b>.

Each time this unit is Attacked, if the Attacker is Grey Worm's or an Unsullied unit, this unit also becomes <b>Vulnerable</b>.",40727,,S05
Targaryen,"Daenerys Targaryen, Mother of Dragons",20714,Dracarys!,"**When Daenerys' unit Activates:**

Instead of performing an Action, target 1 friendly Drogon, Rhaegal, or Viserion unit in Long Range. It performs 1 Melee Attack Action. /
**Start of any Turn:**

Draw 1 Tactics card.",40728,,S05
Targaryen,"Daenerys Targaryen, Mother Of Dragons",20714,"Dragon's
Flight","**When an enemy ends a move in
Short Range of Daenerys' unit:**

Target 1 friendly Drogon, Rhaegal,
or Viserion unit. It performs
1 Maneuver Action. /
**Start of any Turn:**

Draw 1 Tactics card.",40729,,2021-S03
Targaryen,"Daenerys Targaryen, Mother of Dragons",20714,"Promise
of Fire","**When an enemy NCU Activates:**

If that NCU Claims a zone this Activation, attach this card to 1 enemy Combat Unit until the end of the game. They suffer 1 Panic Test.

While attached, each time a Drogon, Rhaegal, or Viserion unit performs an Attack against this unit, this unit suffers 3 Wounds instead of D3 Wounds. ",40730,,S05
Targaryen,"Daenerys Targaryen, Mother of Dragons",20714,"Fire Made
Flesh","**When an enemy Attacks a friendly Drogon, Rhaegall, or Viserion unit, after rolling Defense Dice:**

The Defender only suffers 1 Wound for every 2 unblocked Hits. /
**Before the game begins, remove the ""Field Control"" Tactics card from your Tactics Deck and replace it with this card.**",40731,40705,S05
Targaryen,"Daenerys Targaryen, Queen of Meereen",20715,"Targaryen
Supremacy","**After an enemy
completes an Attack:**

That enemy suffers 1 Panic Test.

If that enemy is engaged with 
Daenerys' unit, they suffer -1 
to their roll and +1 Wounds on 
failure for each of the Defender's 
remaining ranks.",40732,,2021-S03
Targaryen,"Daenerys Targaryen, Queen of Meereen",20715,Counterplot,"**When an opponent
plays a Tactics card, before
resolving that Tactics card:**

Roll a die: On a 3+, cancel the 
effect of that Tactics Card.

If you Control [CROWN] or [SWORDS], 
cancel the effect of that Tactics 
card on a 2+ instead.

If you Control both, this roll 
automatically succeeds. /
**Before the game begins, remove
the ""Swift Reposition"" Tactics
card from your Tactics Deck
and replace it with this card.**",40733,40703,2021-S03
Targaryen,"Daenerys Targaryen, Queen of Meereen",20715,"Subjugation
Of Power","**When an enemy
Combat Unit Activates:**

That enemy suffers 1 Panic Test. For 
each zone you Control among [CROWN] 
and [SWORDS] they suffer -1 to their roll.

On a failure, until the end of the Turn, 
they cannot be targeted by friendly 
Tactics cards and lose all Abilities.",40734,,2021-S03
Targaryen,"Daenerys Targaryen, Queen of Meereen",20715,"Remorseless
Examples","**After a friendly unit
completes a Melee Attack:**

If this Attack destroyed an enemy rank,
target 1 other enemy in Long Range of
that enemy. They become **Panicked**.
If this Attack destroyed the enemy, also
place 1 Corpse Pile with the following
keywords anywhere fully in Short Range
and not overlapping other Terrain:

• **Hindering**

• **Grim Reminder:** Enemies suffer -1 to
Morale Test rolls and +1 Wound from
failing Panic Tests while in Short Range.",40735,,2021
Targaryen,"Daario Naharis, Stormcrow Captain",20717,"Sellsword
Negotiations","**When a friendly NCU Claims a zone:**

Replace that zone's effect with:

*Until the end of the Round, you count
as Controlling [MONEY]. Restore 2 Wounds
to 1 friendly Combat Unit. If this targets
a Stormcrow Unit, restore +1 Wound
for each of that unit's destroyed ranks.*",40736,,2021
Targaryen,"Daario Naharis, Stormcrow Captain",20717,"Sellsword
Bravado","**Start of a friendly Turn:**

Target 1 friendly Combat Unit.
That unit performs 1 Morale
Test. If this is a Stormcrow
Unit, it gains +2 to its roll.

On a success, target 1 enemy in Long
Range. It becomes **Panicked** and
**Weakened**.",40737,,2021
Targaryen,"Daario Naharis, Stormcrow Captain",20717,"Reckless
Strikes","**When a friendly Combat Unit
is performing a Melee Attack,
before rolling Attack Dice:**

This Attack gains **Critical Blow**
and **Precision**. The Attacker
suffers 1 Wound for each
Attack Die roll of 1.

If this targets a Stormcrow
unit, this Attack rolls its
highest Attack Die Value.",40738,,2021
Targaryen,"Daario Naharis, Stormcrow Captain",20717,Hasty Offense,"**Start of any Round:**

Target 1 friendly Combat Unit.
That unit performs 1 Attack Action.

After completing that Attack,
your opponent may Activate 1 NCU. /
**Before the game begins, remove
the ""Fire and Blood"" Tactics
card from your Tactics Deck
and replace it with this card.**",40739,40704,2021
Targaryen,"Marselen, Mother's Men Commander",20727,"Devotees of
The Dragon","**When a friendly NCU Claims [SWORDS]:**

Replace that zone's effect with:

*Deploy 1 Freedmen unit fully within Long
Range of a friendly Table Edge, or fully
within Short Range of Marselen's unit,
and at least 1"" from any enemy unit.*",40740,,2021
Targaryen,"Marselen, Mother's Men Commander",20727,"Devastating
Impact","**When a friendly unit is performing 
a Charge Action, after rolling Charge 
Distance Dice:**

Enemies Successfully
Charged by this unit become
**Panicked** and **Vulnerable**.

If this targets Marselen's
unit, this unit may re-roll any
Charge Distance Dice.",40741,,2021-S03
Targaryen,"Marselen, Mother's Men Commander",20727,War Cry,"**When a friendly Combat Unit Activates:**

That unit performs 1 Morale Test.

On a success, target 1 enemy in Long Range. It becomes <b>Panicked</b> or <b>Vulnerable</b>.

If this is Marselen's unit or an Unsullied unit, on a success, it becomes <b>Panicked</b> and <b>Vulnerable</b> instead.",40742,,S05
Targaryen,"Marselen, Mother's Men Commander",20727,Supply Aid,"**Start of a friendly Turn:**

Target 1 friendly Combat Unit.
That unit suffers up to 3 Wounds.
Restore 1+ that many Wounds to
1 other friendly unit in Long Range. /
**Before the game begins, remove
the ""Field Control"" Tactics card
from your Tactics Deck and
replace it with this card.**",40743,40705,2021
Targaryen,"Skahaz Mo Kandaq, The Shavepate",20726,"Keeping
The Peace","**When an enemy NCU Activates:**

Target 1 enemy Combat Unit in
Long Range of Skahaz's unit.

Until the end of the Turn,
that enemy cannot be
targeted by Tactics Zones. /
**Start of a friendly Turn:**

Draw 1 Tactics card.",40744,,2021
Targaryen,"Skahaz Mo Kandaq, The Shavepate",20726,"The Queen's
Law","**When an enemy Combat Unit Activates:**

Attach this card to that enemy until the end of the Round.

While attached, during your opponent’s Turns, this unit loses all Abilities and cannot be targeted by friendly Tactics cards.

If Skahaz's unit, or a Brazen Beast unit, performs a Charge Action against this unit, they automatically count as rolling a 6 on all Charge Distance dice.",40745,,S05
Targaryen,"Skahaz Mo Kandaq, The Shavepate",20726,"Eyes of
The Watch","**Start of an enemy Turn:**

Target up to 2 enemy Combat Units
in Long Range of Skahaz's unit.
If either of those units performs
an Action this Turn, it suffers -1 [MOVEMENT]
and rolls -1 Attack Die until
the end of the Turn. /
**Start of a friendly Turn:**

Draw 1 Tactics card.",40746,,2021
Targaryen,"Skahaz Mo Kandaq, The Shavepate",20726,"Ghiscari
Justice","**After a friendly Combat
Unit is targeted by an enemy
Ability or Tactics card, after
resolving that Ability/card:**

Target 1 enemy in Short Range
of that unit. It suffers 4 Hits,
then suffers 1 Panic Test. /
**Before the game begins, remove
the ""Unstoppable Advance"" Tactics
card from your Tactics Deck
and replace it with this card.**",40747,40706,2021
Greyjoy,Greyjoy Basic Deck,,We Do Not Sow,"**When a friendly NCU Claims a zone:**

Replace that zone's effect with:

*1 friendly Combat Unit performs
1 Attack Action.*

*If an opponent Controls [MONEY],
this unit restores 1 Wound, +1 Wound
for each of its destroyed ranks.*",40801,,2021
Greyjoy,Greyjoy Basic Deck,,"What Is Dead
May Never Die","**When a friendly Combat 
unit would be destroyed:**

That unit is not destroyed, 
but instead remains in play 
with 1 Wound. /
**Start of a friendly Turn:**

Target 1 friendly Combat Unit.

That unit restores 1 Wound, 
+1 Wound for each of its 
destroyed ranks.",40802,,2021-S03
Greyjoy,Greyjoy Basic Deck,,"The Kraken's
Wrath","**When a friendly unit is
performing a Melee Attack,
before rolling Attack Dice:**

If you Control [SWORDS],
this Attack gains **Precision**.

If an opponent Controls [SWORDS],
this Attack may re-roll any Attack
Dice and gains **Precision**.

If you Control [MONEY], the Defender
becomes **Panicked**.

If an opponent Controls [MONEY], the
Defender becomes **Vulnerable**.",40803,,2021
Greyjoy,Greyjoy Basic Deck,,The Iron Price,"**Start of a friendly Turn:**

Target 1 friendly Combat Unit and choose 1:
• That unit may remove 1 Condition token. You may remove 1 Pillage token from that unit. If you do, it restores 2 Wounds, +1 Wound for each of its destroyed ranks.
• That unit Attacks using its highest Attack Die Value this Turn. You may remove 1 Pillage token from that unit. If you do, it may re-roll any Attack Dice this Turn.",40804,,S04
