Id,Translated Name,Attack 1,Attack 2,Requirement,Quote,Lore,Version
10614,Regenbogengarde,Meisterhafte Klingen,,"Charakter: *Kann nur in einer Armee aufgestellt werden, die Renly Baratheon, König des Südens, enthält. Er muss diese Einheit verstärken. Deine Armee darf weder Loras Tyrell noch Brienne enthalten.*",,"Renly Baratheons Regenbogengarde besteht aus eindrucksvollen Einzelkämpfern, die den jüngsten Baratheon zu ihrem Herrscher und König erkoren. Wenn sie gemeinsam ins Feld ziehen, bilden sie den tödlichen Kern von Renlys Streitmacht, stets in der Lage, die Linie zu halten oder verwundbare Einheiten zu flankieren. Sie stehen für die Hoffnung und den Glauben, mit denen König Renly ganz Westeros unter seinem Banner vereinen will.",2021-S03
10701,Schreier der Dothraki,Dothrakisches Arakh,,,,"Obwohl es einfach wäre, die Dothraki als Horde schreiender Barbaren ohne Verstand abzustempeln, sieht selbst das ungeübte Auge, wie präzise ihre Angriffstechnik ist. Ein dothrakischer Khalasar kann Tausende Reiter haben, von denen die meisten mehr Zeit ihres Lebens auf dem Rücken von Pferden verbracht haben als anderswo. Wenngleich sie so gut wie keine Rüstung tragen, ist die dothrakische Reitkunst so ausgefeilt, dass es sogar im dichten Nahkampf schwierig ist, sie mit einer Klinge zu treffen.",2021-S03
10702,Vorreiter der Dothraki,Bogen des Vorreiters,Klinge des Vorreiters,,,"Als Kundschafter sind die Vorreiter der Dothraki in heimatlichen Gefilden unvergleichlich. Doch ihre wahre Stärke kommt erst in der Schlacht selbst zum Vorschein: mächtige Fernkampfangriffe von Pferderücken. Während gewöhnliche Bogenschützen den Fußtruppen zusetzen, haben die Dothraki die Fähigkeit, aus der Distanz zuzuschlagen und auf den Rücken ihrer Pferde sofort wieder davonzueilen. Dadurch können ihnen nur flinke Kavallerie-Einheiten oder Bogenschützen gefährlich werden. Die Vorreiter sollten stets darauf bedacht sein, in Bewegung zu bleiben.",2021-S03
10703,Veteranen der Dothraki,Kurzbogen,Dothrakisches Arakh,,,"An der Spitze der überragenden dothrakischen Reitkunst stehen die Veteranen der Dothraki. Sowohl mit der Klinge als auch mit dem Bogen geübt, schwächen die Veteranen ihre gewählte Beute mit tödlichen Pfeilen, bevor sie mit ihren messerscharfen Arakhs eine Schneise der Verwüstung in die feindlichen Reihen schlagen. Das ohnehin schon unvergleichliche reiterliche Können erreicht mit den Veteranen seinen absoluten Höhepunkt: Mann und Pferd bewegen sich selbst inmitten wildester Nahkämpfe mit perfekter Präzision.",2021
10704,"Jorah Mormont, Der Umherziehende Ritter",Langschwert,,,"„Überall gibt es Geister. Wir tragen sie mit uns herum, wohin auch immer wir gehen.“","Was man auch immer von Ser Jorah Mormonts persönlichen Beziehungen und seiner bewegten Vergangenheit halten mag, sein Umgang mit Waffen hat ihm bei den Dothraki Respekt verschafft, was keine einfache Leistung ist. Als Veteran vieler Kriege und späterer Söldner kann sein geschultes Auge Schwachstellen in den feindlichen Reihen der Feinde ausmachen, die verbündete Truppen in der Nähe dann ausnutzen können. Ser Jorah zieht es vor, beritten in die Schlacht zu ziehen, denn seine Reitkunst übertrifft die vieler seiner westlichen Gegner.",2021-S03
10705,Schwertmeister der Unbefleckten,Talent der Unbefleckten,,,,"Nur einer von drei angehenden Unbefleckten überlebt das berühmt-berüchtigte brutale Training. Diese furchterregende Eunuchenlegion ist bekannt für ihre besonderen Fähigkeiten, ihre unerschütterliche Disziplin und ihre Schmerzunempfindlichkeit. Auch wenn einzelne Unbefleckte einem westlichen Soldaten physisch unterlegen sind, schlagen sie dort geschickt zu, wo man sie am wenigsten erwartet. Wer die Unbefleckten aufgrund ihrer schmalen Statur und ihrer Eigenarten unterschätzt, steht schon mit einem Bein im Grab.",2021-S01
10706,Pikeniere der Unbefleckten,Phalanx-Pike,,,,"Nach westlichen Standards sind die Pikeniere der Unbefleckten zwar nur leicht gepanzert, doch sie kämpfen in Gleichschritt-Formationen nach den Doktrinen des alten Imperiums von Ghis. Ein geschlossener Schildwall der Unbefleckten kann kaum von Kavallerie durchbrochen werden und auch flinkere Fußtruppen haben Probleme damit, an der Wand aus Speeren vorbeizukommen. Auch wenn diese Einheit nur schwer überrascht werden kann, sollte ein Heerführer immer darauf achten, dass sie nicht eingekreist wird.",2021
10707,Drogon,Schwarzes Feuer,,"*Darf nur in einer Armee aufgestellt werden, die Daenerys Targaryen enthält.*",,"Drogon ist nach Daenerys Targaryens verstorbenem Gatten Khal Drogo benannt. Seine Schuppen sind tiefschwarz, seine Hörner und sein Kamm blutrot. Seine Augen werden als „glühend rot“ beschrieben. Obwohl Drogon noch nicht vollständig ausgewachsen ist, macht ihn seine gegenwärtige Größe (und besonders sein Temperament) zu einer der tödlichsten Kreaturen der Welt. Mit seinen unvergleichlichen Bewegungsfähigkeiten und seinem Feueratem kann Drogon überall auf dem Schlachtfeld sein und alles und jeden töten.",2021-S02
10708,Viserion,Goldenes Feuer,,"*Darf nur in einer Armee aufgestellt werden, die Daenerys Targaryen enthält.*",,"Viserion ist nach Daenerys Targaryens Bruder Viserys benannt. Er wird oft der weiße Drache genannt, ist aber eigentlich cremefarben mit goldenen Hörnern und goldenem Kamm. Seine Klauen und Zähne glänzen schwarz und seine Augen sind „zwei Teiche aus geschmolzenem Gold“. Obwohl er noch längst nicht ausgewachsen ist, ist Viserion eine der tödlichsten Kreaturen der Welt. Mit seinen unvergleichlichen Bewegungsfähigkeiten und seinem Feueratem kann Viserion überall auf dem Schlachtfeld sein und alles und jeden töten.",2021-S02
10709,Rhaegal,Jadegrünes Feuer,,"*Darf nur in einer Armee aufgestellt werden, die Daenerys Targaryen enthält.*",,"Rhaegal ist nach Daenerys Targaryens Bruder Rhaegar benannt. Seine Schuppen sind von majestätischem Grün und Bronze. Seine Fangzähne und Klauen sind schwarz und seine Augen sind „heller als polierte Schilde und sie leuchten aus eigener Hitze heraus“. Obwohl Rhaegal noch nicht vollständig ausgewachsen ist, macht ihn seine gegenwärtige Größe zu einer der tödlichsten Kreaturen der Welt. Mit seinen unvergleichlichen Bewegungsfähigkeiten und seinem Feueratem kann Rhaegal überall auf dem Schlachtfeld sein und alles und jeden töten.",2021-S02
10710,Hrakkars der Dothraki,Pranke & Klinge,,Begrenzt: *Deine Armee darf maximal 2 Hrakkars der Dothraki enthalten.*,,"Einen der großen weißen Löwen des Dothrakischen Meeres zu bändigen ist ein Meisterstück, das nur den mächtigsten Khalasars gelingt. Diese kraftvollen Bestien können es sogar mit den berüchtigten Schattenwölfen der Starks aufnehmen. Ein kämpfender Hrakkar ist ein furchteinflößender Anblick auf dem Schlachtfeld. Sie sind schnell, tödlich und meisterhafte Schleicher. Truppen, die den Dothraki gegenübertreten, sollten sich auch in unverdächtigen Gefilden vor unerwarteten Angriffen durch lauernde in Acht nehmen.",2021-S02
10711,Derwische der Sturmkrähen,Schneller Hieb,,,,"Wenn man einen Derwisch der Sturmkrähen bis zum Ende der Woche bezahlt, erkauft man sich einen abgehärteten, erfahrenen Söldner, der in mittelschwerer Rüstung flink und geschickt die äußeren feindlichen Reihen angreift – allerdings nur bis zum Ende der Woche. Die berüchtigte Loyalität der Sturmkrähen gegenüber Münzen gilt auch für ihre besten Soldaten. Trotzdem haben Auftraggeber, die einen Derwisch in Aktion erleben, keinen Grund zur Klage, denn diese Krieger zerfetzen die Flanken des Gegners und ziehen sich zurück, bevor der Feind zum Gegenangriff ausholen kann.",2021-S03
10712,Bogenschützen der Sturmkrähen,Langbogen des Söldners,Kurzschwert,,,"Eine Sturmkrähe bleibt eine Sturmkrähe, egal ob sie mit einer Klinge, einem Bogen oder mit beidem ausgerüstet ist. Geld ist die Hauptmotivation für eine Sturmkrähe. Noch mehr Geld kann diese Söldner zu Höchstleistungen anstacheln. Die Bogenschützen der Sturmkrähen sind mit ihren Reflexbögen und weitreichenden Pfeilen Experten im Fernkampf. Fürs Handgemenge sind sie nicht geeignet, obwohl sie sich schwächerer Gegner mit ihren Kurzschwertern erwehren können. Ein kluger Feldherr wird sie aber so gut wie möglich von Flankeneinheiten und Kavallerie fernhalten wollen.",2021
10713,Söldner der Sturmkrähen,Langschwert,,Anpassungsfähig: *Senke die Kosten von 1 Verstärkung dieser Einheit um 1.*,,"Während man die Loyalität der Sturmkrähen ihren Anführern, Arbeitgebern und sogar sich selbst gegenüber in Zweifel ziehen kann, so kann man sichergehen, dass sie dem Geld absolut treu ergeben sind. Wurden die Söldner der Sturmkrähen richtig motiviert, ist diese durchschnittlich gerüstete Infanterieeinheit in der Lage, eine Flanke zu halten oder dem Feind selbst in die Seite zu fallen. Ihre Professionalität garantiert ein gutes Arbeitsverhältnis mit ihrem Arbeitgeber, solange das Geld weiter in ihre Taschen fließt.",2021
10714,Befreite,Improvisierte Waffen,,,,"Als Daenerys Targaryen über Essos gefegt ist, befreite sie zehntausende Sklaven. Auch wenn sie dabei eigentlich nicht nach Kämpfern Ausschau gehalten hat, mangelt es in ihren Reihen jetzt nicht an ihnen, denn die Befreiten greifen in ihrem Namen zu Ersatzklingen, Spitzhacken, Sensen oder einfachen Knüppeln. Die Befreiten sind zahlreich, aber es fehlt ihnen an Übung und Disziplin. Mit ihnen kann man gut Truppen auffüllen, aber man sollte sich nicht allzu sehr darauf verlassen, dass sie die Position halten können.",2021
10715,Drogos Blutreiter,Dothraki Arakh,,"*Darf nur in einer Armee aufgestellt werden, die Khal Drogo enthält. Er muss diese Einheit verstärken.*",,"Die Blutreiter der Dothraki in Essos verpflichten ihr Blut und Leben ihrem Khal als ständige Begleiter, Leibwächter und Gardisten. Der Eid eines Blutreiters ist für immer bindend und sie gehorchen ihrem Herrn bis in den Tod. Cohollo, Haggo und Qotho dienen ihrem Khal Drogo, indem sie selbst Männer anführen oder gemeinsam mit ihm auf das Schlachtfeld reiten. Jeder von ihnen ist ein erfahrener und tödlicher Krieger, der sich selbst oftmals um vieles übertrifft.",2021-S02
10716,Messingtiere,Bunte Ausrüstung,,,,"Daenerys Targaryens Messingtierepatrouillieren in den Straßen vonMeereen, einer der großen Städtedes Sklavenhandels. Ihr Name leitetsich von den Masken aus Messingab, die sie tragen und die die Gestaltvon Riesenkatzen, Raubtieren undBären haben. Sie wurden gegründet,um die Unbefleckten zu schützen,die auf ihren nächtlichen Patrouillenoft das Ziel von Mordanschlägensind. Die Messingtiere kennen keineFurcht und stürzen sich in den engenGassen auf ihre Feinde, um sie imNahkampf niederzustrecken.",2021-S03
10717,Arenakämpfer,Rüstung für die Arena,,,,"Arenakämpfe sind seit jeher ein beliebtes Unterhaltungsformat. Da die versklavten Kämpfer sich auf alle Kampfdisziplinen einstellen müssen, sind sie auf alles vorbereitet, obwohl sie weder eine formale Kampfausbildung noch anständige Ausrüstung haben. Nachdem die Arenakämpfer von Daenerys befreit worden sind, schworen sie ihr ewige Treue. Trotz ihrer mangelnden Erfahrung auf dem offenen Schlachtfeld sollte ein feindlicher Befehlshaber nicht den Fehler begehen, diese unkonventionellen Kämpfer zu unterschätzen.",2021
10801,Plünderer der Eisenmänner,Plünderäxte,,,,"Die berüchtigten Plünderer der Eisenmänner sind entlang der Küstenlinien der Sieben Königreiche als Räuber und Piraten bekannt. Der Anblick der unverkennbaren Langschiffe der Plünderer erfüllt jeden mit Grauen, der sie am Horizont entdeckt. Obwohl sie durch und durch Seemänner sind, tragen die Eisenmänner sogar auf dem Schiff leichte Kettenpanzerung. Sie können schnell angreifen, sind aber nicht darin geübt, unter schwerem Angriff zu bestehen. Ihr Heerführer sollte sie am Besten von der vordersten Front fernhalten.",2021-S03
10802,Bogenschützen der Eisenmänner,Pfeile der Eisenmänner,Kurzschwert,,,"Obwohl die Eisenmänner Männer der See sind, haben sie wenig Angst, zu ertrinken. Ihre leichte Kettenpanzerung bietet ihnen genügend Schutz, ohne dass sie Beweglichkeit einbüßen müssen. Ihre Bogenschützen beziehen sie oft aus den Reihen der Plünderer, was sie im Nahkampf im Vergleich zu anderen Bogenschützen außergewöhnlich macht. Gleichwohl sind die Bogenschützen keine Nahkampf- Truppe und sollten vor direkten Angriffen geschützt werden.",2021-S03
10803,Schnitter von Haus Harlau,Bartaxt,,,,"Obwohl eine Sense normalerweise keine Kriegswaffe ist, haben die berüchtigten Schnitter von Haus Harlau eine schwere Bartaxt mit einem langen Blatt entwickelt, die an ihr furchterregendes Wappen erinnert. Die Schnitter selbst sind leicht gepanzerte Truppen, die für ihre tödliche Grausamkeit bekannt sind. Was bringt die beste Panzerung, wenn die Moral ihrer Feinde vollkommen gebrochen ist? Wenn es darum geht, Schrecken auf dem Schlachtfeld zu säen, gibt es nur wenige, die es mit den Schnittern aufnehmen können.",2021-S03
10804,Eisenmacher,Großhammer,,,,"Die schwer gepanzerten Truppen von Haus Eisenmacher dienen oft als harter Kern der Eisenmänner- Streitkräfte, wo eine engagierte Linie erforderlich ist. Unter ihrer schweren Panzerung tragen sie einen dicken Anzug aus gekochtem Leder, wodurch die Eisenmacher noch mehr Angriffen als die meisten Truppen der Eiseninseln standhalten können. Die Eisenmacher sind als schwerer Trupp den üblichen mittleren Infanterie-Einheiten gleichgestellt, zumindest so lange, bis die Beute des Raubzugs errungen wurde!",2021-S03
10805,Fallensteller der Eisenmänner,Spitze Piken,,,,"Plünderungen und Raubzüge sind für die Eisenmänner die größte Motivation, in den Krieg der Fünf Könige zu ziehen. Sollen doch die Häuser um den Eisernen Thron kämpfen, wenn sie wollen. Die Eisenmänner haben genug Küsten zu plündern, Schätze zu erobern und Menschen zu versklaven. Die Fallensteller der Eisenmänner zeichnen sich dadurch aus, dass sie die feindlichen Streitkräfte mit ihren langen, spitzen Piken aufhalten und sie in Netzen fangen. Dass sie nur leichte Rüstung und primitive Waffen tragen, macht ihre Gerissenheit und ihr Einsatz der hinterhältigen Werkzeuge schnell wieder wett.",2021-S03
10806,Auserkorene von Haus Schwarzfluth,Mastercraft Axe,,,,"Von den verschiedenen Kriegern, die das Haus Graufreud aussendet, um Siedlungen an der Küste anzugreifen, sind die Auserkorenen von Haus Schwarzfluth die gefürchtetsten. Wenn diese Elitekrieger am Strand landen, formieren sie sich schnell und bahnen sich mit Gewalt ihren Weg durch alle Verteidiger und Verteidigungsanlagen, die ihnen im Weg stehen. Gekleidet in Schuppenpanzern und bewaffnet mit meisterhaft gefertigten Äxten sowie großen Rundschilden, sind die Auserkorenen eine der schwersten Truppen unter dem Kraken-Banner.",2021-S03
10807,Stumme Männer,Großaxt,,,,"Diejenigen, die unter dem Banner des Kraken stehen, wissen, dass Raubzüge und Schrecken treue Gefährten sind. So besteht die Besatzung auf der Schweigen“, dem Kriegsschiff der Graufreuds, ausschließlich aus stummen Kriegern. Krieg ist keine stille Angelegenheit, aber die Stummen Männer tauchen das Schlachtfeld in eine unheimliche Stille. Selbst beim Sterben geben sie keinen Laut von sich. Sogar disziplinierten Truppen graut es vor diesen Männern. Obwohl sie selbst nur leichte Rüstungen tragen, können ihre geschliffenen Äxte schwere Platten mit Leichtigkeit zerschlagen.",2021-S03
10808,Ertrunkene,Knüppel,,,,"Mit ihrem Glauben gepanzert undnur mit Knüppeln aus Treibholzund anderen Fundstücken vom Uferbewaffnet, sind die Ertrunkenen eineerstaunlich effektive Unterstützungfür die Anhänger des Krakenbanners.Ihre Anwesenheit im Kampf bedeutetden Segen des Ertrunkenen Gottes,der den Männern Mut macht,über Wunden hinaus zu kämpfenund umso härter gegen ihre Feindevorzugehen. Obwohl sie nur wenigesind, ist der Glaube der Ertrunkenenso stark, dass sie sogar tödlicheSchläge überleben können.",2021-S03
10901,Speerträger von Haus Martell,Speer,,,,"Während einige große Häuser im Kriegder Fünf Könige auf schwere Rüstungsetzen, verlässt sich das Haus Martellauf das Prinzip der Wendigkeit und desZusammenhalts. Die Speerträger vonHaus Martell tragen leichte Rüstungenüber Wüstengewändern, die auf dasheiße Klima ihrer Heimat abgestimmtsind und ihnen gleichzeitig ein hohesMaß an Mobilität gewährleisten.Ihre charakteristischen Speere haltenfeindliche Angriffe auf. Durcheine rasche Ausbildung stellen dieSpeerträger den größten Teil derMartell-Kampflinie dar.",2021
10902,Sand-Plänkler,Bogen des Plänklers,Klinge des Plänklers,,,"Die Sand-Plänkler setzen das Prinzip der Wendigkeit von Haus Martell mit einem tödlichen Tanz aus Klinge und Pfeilen um. Ihre leichte Rüstung erlaubt ihnen eine hohe Geschwindigkeit, die es mit den schnellsten feindlichen Einheiten aufnehmen kann. Auf dem Schlachtfeld lassen sie einen Regen von Pfeilen auf Feinde niederprasseln. Wenn sie in einem langwierigen Nahkampf eingeschlossen sind, können sich die Plänkler so gut behaupten wie jede andere leichte Einheit, aber klüger ist es, so schnell wie möglich Unterstützung herbeizuholen.",2021
10903,Derwische von Sonnspeer,Klingen der Derwische,,,,"Die Derwische von Sonnspeer heben das Prinzip der Wendigkeit von Haus Martell auf ein neues Niveau. Während ihrer Ausbildung lernen sie, schnell anzugreifen, hart zuzuschlagen und sich ebenso rasch wieder zurückzuziehen, um entweder einen weiteren Angriff vorzubereiten oder ein günstigeres Ziel zu wählen. Feinde, die von ihnen belagert werden, werden durch den Tanz der wirbelnden Klingen häufig so aus dem Konzept gebracht, dass ihre Reaktion stark beeinträchtigt wird. Derwische können zwar eine Zeit lang im Nahkampf bestehen, fahren aber nur zu Höchstleistungen auf, wenn sie in Bewegung bleiben.",2021
10904,Königliche Garde von Sonnspeer,Königlicher Speer,,,,"Die berühmte Königliche Gardevon Sonnspeer des Hauses Martellbesteht zwar aus nur wenigenMännern, zählt aber zu denbestausgebildeten Einheiten in ganzWesteros. Sie ist so anpassungsfähig,dass sie sich sowohl für die Offensiveals auch für die Defensive eignet.Obwohl ihre Rüstung schwerer ist alsdie der meisten Martell-Einheiten,kann sie dank ihrer guten Konditionmithalten. Als harter Kern einerVorhut macht die KöniglicheGarde die Martell-Truppen nahezuunbesiegbar.",2021
10905,Dünenvipern,Speer & Netz,,,,"Die Landschaft von Dorne besteht aus einem endlosen Meer von Dünen. Nur zu leicht verliert man sich in den Wogen der wandernden Dünen. Aber die Dünenvipern sind hier zu Hause und kennen jede Düne, jeden Stein und jedes Körnchen Sand. Mit Netzen und Speeren kesseln sie ihre Gegner ein, bevor sie zum finalen Schlag ausholen. Zusammen mit Verbündeten sind sie unschlagbar, aber auch auf sich allein gestellt können sie ihre Stellung eine Weile halten.",2021
10906,Vorreiter von Sternfall,Krummsäbel,,,,"Haus Dayn hat seinen Sitz auf
Burg Sternfall, und dort findet man
die stärksten Vasallen von ganz
Dorne. Sie sind für ihre Reitkünste
bekannt und kämpfen in mehreren
Kavallerie-Einheiten für das Haus
Martell. Die Vorreiter von Sternfall
sind eine leichte Kavallerie, die
sich auf Überfalltaktiken und
die Unterstützung befreundeter
Einheiten spezialisiert hat. Ihre
violetten Gewänder sind unter der
gleißenden Wüstensonne für alle
Verbündeten von Haus Martell ein
willkommenes Zeichen.",2021
10907,Ritter von Sternfall,Sternfall-Lanze,,,,"Für die Ausrüstung und Ausbildung
einer Armee spielt das
Klima eine wichtige Rolle. Wegen
des heißen Klimas in Dorne
sind die Ritter von Sternfall vom
Haus Dayn leichter gepanzert
als gewöhnliche Kavallerien.
Doch was den Vasallen des Haus
Martell an Rüstung fehlt, machen
sie durch Schnelligkeit und
Wendigkeit wieder wett. Sie greifen
ihre Gegner aus unerwarteten
Richtungen an und setzen ihre
Lanzen mit tödlicher Präzision ein.",2021
10908,Dunkelsterns Gefolgschaft,Krummsäbel,,,,"Die Leibgarde von Ser Gerold Dayn
hat keinen offiziellen Namen; man
nennt sie einfach Dunkelsterns
Gefolgschaft. Und dieser Spitzname
reicht aus, um feindliche Truppen in
Angst und Schrecken zu versetzen.
Seine Gefolgschaft tritt Dunkelsterns
Erbe an, indem sie seinen Kampfstil
bis zur Perfektion imitiert. Sie greift
ohne Vorwarnung an, meist in eine
ungeschützte Flanke, schlägt hart
zu und zieht sich dann zurück, um
geduldig auf die nächste Angriffs-
gelegenheit zu warten … falls sie
überhaupt noch einmal angreifen muss.",2021
11001,Halsabschneider von Haus Bolton,Rücksichtsloser Angriff,,,,"Sie sind einfach gerüstet und
leicht bewaffnet, doch ihr Ruf als
eiskalte und grausame Kämpfer eilt
den Halsabschneidern von Haus
Bolton voraus und lässt selbst gut
ausgerüstete Soldaten vor Angst
erstarren. Ihre Stachelkeulen machen
kurzen Prozess und versetzen durch
ihre enorme Brutalität den Feind
in Panik. Die Halsabschneider von
Haus Bolton lieben es, am Boden
liegende Gegner niederzumetzeln oder
gefangen zu nehmen, um sie später
noch ausgiebiger foltern zu können.",2021-S01
11002,Rohlinge von Haus Bolton,Morgenstern,,,,"Die Rücksichtslosigkeit der
Rohlinge von Haus Bolton ist
unter ihren Feinden wohlbekannt.
Selbst schwere Schilde
können kaum Schutz gegen ihre
grausamen Morgensterne bieten.
Die bestgepanzerte Truppe
im Arsenal von Haus Bolton
ist dafür bekannt, zuverlässig
jedwede Stellung auf dem
Schlachtfeld einnehmen und
auch halten zu können.",2021
11003,Bogenschützen von Grauenstein,Gnadenlose Salven,Kurzschwert,,,"Wenn es ein Haus gibt, das nur
die grausamsten Methoden wählt,
um Angst und Schrecken zu
verbreiten, dann ist es das Haus
Bolton. Die Bogenschützen von
Grauenstein ertränken ihre Feinde
genüsslich in Pfeilsalven, ganz egal
ob sich die eigenen Kameraden im
Kampfgetümmel befinden. So wird
zwar der ein oder andere Soldat aus
den eigenen Reihen verletzt, aber die
lebensverachtende Einstellung, die
Haus Bolton an den Tag legt, richtet
sich nicht nur gegen seine Feinde.",2021
11004,Mädchen des Bastards von Haus Bolton,Fährtenleserbogen,Zähne und Klinge,,,"Die Mädchen des Bastards können
selbst schwer gerüstete Fußsoldaten
in die Enge treiben und zur Strecke
bringen. Ihre wahre Stärke liegt
jedoch im Flankieren von Feinden und
im Verfolgen von Flüchtenden. Ihr Fell
bietet kaum Schutz vor Schwerthieben,
dafür stürzen sie sich gerne auf
Feinde, in denen bereits die schmerzhaften
Pfeilspitzen ihrer Hundeführer
stecken. Ein saftiges Kopfgeld wartet
auf den Hundeführer, der einen
feindlichen Heerführer gefangen
nimmt und ihn an Ramsay Bolton zu
dessen „Vergnügen“ ausliefert.",2021
11005,Gehäutete von Haus Bolton,Streitflegel,,,,"Die sogenannten Gehäuteten
gehören zu den mächtigsten Reitern
im Krieg der Fünf Könige, selbst
unter den Großen Häusern. Mit
harten Stahlrüstungen (natürlich
geschwärzt), schweren Schilden
und Pferdeharnischen können die
Gehäuteten nicht nur vernichtende
Sturmangriffe vollführen, sondern
auch kurzzeitig an der Front ausharren.
Ihre unverkennbaren Streitflegel
durchdringen fast jede Verteidigung,
wenngleich ihre tödlichste Waffe ihr
furchterregender Anblick ist.",2021-S02
11006,Speerträger von Grauenstein,Spitzer Speer,,,,"Die Kampfethik der Speerträger
von Haus Bolton lässt sich so
zusammenfassen: Möglichst
viel Angst und Schrecken in den
Reihen des Feindes verbreiten.
Dafür sind ihre Helme und Schilde
mit dicken Stacheln besetzt.
Die Speerträger sind darauf
spezialisiert, die Gegner an den
schmerzhaftesten Stellen zu
treffen, aber nicht zu töten. So
gewinnt das Haus Bolton viele
Gefangene, mit denen es hinterher
machen kann, was es will …",2021
